"h2","var.z","p0","t","nbar","nvar","nn"
0.25,0.2,0.964285714285714,38,16194.0854700855,11110530.5065979,468
0.25,0.2,0.964285714285714,39,16570.6217948718,10351614.0772113,468
0.25,0.2,0.964285714285714,40,16700.9166666667,9541938.65471092,468
0.25,0.2,0.964285714285714,41,16919.5683760684,8514034.60987573,468
0.25,0.2,0.964285714285714,42,17048.2799145299,7837822.02212248,468
0.25,0.2,0.964285714285714,43,17182.2628205128,7102662.3440537,468
0.25,0.2,0.964285714285714,44,17468.811965812,6665600.46135544,468
0.25,0.2,0.964285714285714,45,17694.0192307692,5934795.84331247,468
0.25,0.2,0.964285714285714,46,17735.4017094017,5790461.73978294,468
0.25,0.2,0.964285714285714,47,17889.4914529915,5376907.44532294,468
0.25,0.2,0.964285714285714,48,18126.797008547,5043821.1342951,468
0.25,0.2,0.964285714285714,49,18206.5384615385,4563962.23192225,468
0.25,0.2,0.964285714285714,50,18309.8760683761,4308241.30366588,468
0.25,0.2,0.964285714285714,51,18384.8162393162,4027086.66423251,468
0.25,0.2,0.964285714285714,52,18495.2670940171,3711305.03985706,468
0.25,0.2,0.964285714285714,53,18742.7585470085,3368934.02508739,468
0.25,0.2,0.964285714285714,54,18765.2542735043,3278400.2885256,468
0.25,0.2,0.964285714285714,55,18880.2735042735,2995951.70233716,468
0.25,0.2,0.964285714285714,56,18902.9081196581,2805441.24421659,468
0.25,0.2,0.964285714285714,57,19028.8376068376,2725937.92646278,468
0.25,0.2,0.964285714285714,58,19049.9743589744,2511366.31197496,468
0.25,0.2,0.964285714285714,59,19170.2072649573,2600754.00191713,468
0.25,0.2,0.964285714285714,60,19248.8354700855,2375969.6752274,468
0.25,0.2,0.964285714285714,61,19289.1132478632,2077266.94003825,468
0.25,0.2,0.964285714285714,62,19266.5363247863,2024915.60681473,468
0.25,0.2,0.964285714285714,63,19337.4273504274,1953969.93261224,468
0.25,0.2,0.964285714285714,64,19352.1474358974,1521260.43860155,468
0.25,0.2,0.964285714285714,65,19423.405982906,1534310.36159154,468
0.25,0.2,0.964285714285714,66,19425.3675213675,1509551.07663025,468
0.25,0.2,0.964285714285714,67,19540.7094017094,1488383.98389429,468
0.25,0.2,0.964285714285714,68,19515.6709401709,1338213.00069547,468
0.25,0.2,0.964285714285714,69,19643.9978632479,1373773.12847508,468
0.25,0.2,0.964285714285714,70,19590.1538461538,1487900.87992094,468
0.25,0.2,0.964285714285714,71,19687.9102564103,1267575.78207874,468
0.25,0.2,0.964285714285714,72,19704.2948717949,1241809.94284302,468
0.25,0.2,0.964285714285714,73,19628.047008547,1449490.12626512,468
0.25,0.2,0.964285714285714,74,19684.5256410256,1282133.00790644,468
0.25,0.2,0.964285714285714,75,19723.4551282051,1191252.5011942,468
0.25,0.2,0.964285714285714,76,19809.7884615385,1068818.87378521,468
0.25,0.2,0.964285714285714,77,19783.891025641,1080171.0609043,468
0.25,0.2,0.964285714285714,78,19805.3867521368,1148550.160595,468
0.25,0.2,0.964285714285714,79,19748.1623931624,1237317.23267263,468
0.25,0.2,0.964285714285714,80,19804.4679487179,1042804.03965574,468
0.25,0.2,0.964285714285714,81,19879.7478632479,1185307.75641941,468
0.25,0.2,0.964285714285714,82,19889.938034188,1194286.2038608,468
0.25,0.2,0.964285714285714,83,19828.4572649573,1087787.83328758,468
0.25,0.2,0.964285714285714,84,19794.3974358974,1177131.08367649,468
0.25,0.2,0.964285714285714,85,19903.547008547,1113556.05988397,468
0.25,0.2,0.964285714285714,86,19865.8867521368,1190923.74089478,468
0.25,0.2,0.964285714285714,87,19900.5064102564,1128222.35756053,468
0.25,0.2,0.964285714285714,88,19859.9316239316,1132539.08739179,468
0.25,0.2,0.964285714285714,89,19898.1260683761,1136956.68000421,468
0.25,0.2,0.964285714285714,90,19955.7115384615,1086232.75387086,468
0.25,0.2,0.964285714285714,91,19908.4636752137,1136218.22351708,468
0.25,0.2,0.964285714285714,92,19947.3205128205,1131896.73216933,468
0.25,0.2,0.964285714285714,93,19904.0384615385,1145539.37324988,468
0.25,0.2,0.964285714285714,94,19939.7072649573,1025335.23103918,468
0.25,0.2,0.964285714285714,95,19906.8076923077,1175689.41047603,468
0.25,0.2,0.964285714285714,96,19924.5897435897,1173663.38593312,468
0.25,0.2,0.964285714285714,97,19966.8205128205,991308.019107231,468
0.25,0.2,0.964285714285714,98,19961.8247863248,1190100.64589396,468
0.25,0.2,0.964285714285714,99,19969.4102564103,1115903.45873826,468
0.25,0.2,0.964285714285714,100,19877.8482905983,951390.964087007,468
0.25,0.4,0.25,0,20000,0,998
0.25,0.4,0.25,1,4761.94488977956,7114.15443223458,998
0.25,0.4,0.25,2,2212.93587174349,4040.20450931954,998
0.25,0.4,0.25,3,1447.80460921844,3224.35596669769,998
0.25,0.4,0.25,4,1111.91082164329,2847.41731507147,998
0.25,0.4,0.25,5,921.560120240481,2521.34793659536,998
0.25,0.4,0.25,6,798.416833667335,2413.17411955305,998
0.25,0.4,0.25,7,708.301603206413,2255.36230434791,998
0.25,0.4,0.25,8,638.945891783567,2315.92485271446,998
0.25,0.4,0.25,9,583.294589178357,2309.00841602965,998
0.25,0.4,0.25,10,536.59619238477,2233.50277385262,998
0.25,0.4,0.25,11,498.462925851703,2319.99009855217,998
0.25,0.4,0.25,12,465.580160320641,2436.00710849985,998
0.25,0.4,0.25,13,437.529058116232,2348.27949580204,998
0.25,0.4,0.25,14,413.315631262525,2444.48503124604,998
0.25,0.4,0.25,15,392.524048096192,2502.24365380711,998
0.25,0.4,0.25,16,373.392785571142,2536.84255572328,998
0.25,0.4,0.25,17,356.673346693387,2567.45387263996,998
0.25,0.4,0.25,18,341.584168336673,2628.73663977906,998
0.25,0.4,0.25,19,328.666332665331,2718.65385032854,998
0.25,0.4,0.25,20,316.463927855711,2774.20682186841,998
0.25,0.4,0.25,21,305.399799599198,2852.46487458367,998
0.25,0.4,0.25,22,295.950901803607,2925.40079657811,998
0.25,0.4,0.25,23,287.634268537074,3043.26530392782,998
0.25,0.4,0.25,24,279.615230460922,3109.36634753961,998
0.25,0.4,0.25,25,273.11623246493,3264.50603513949,998
0.25,0.4,0.25,26,266.376753507014,3234.6342434116,998
0.25,0.4,0.25,27,260.760521042084,3334.10407675934,998
0.25,0.4,0.25,28,255.711422845691,3510.69096266756,998
0.25,0.4,0.25,29,250.904809619238,3572.15040813824,998
0.25,0.4,0.25,30,246.431863727455,3677.22454035453,998
0.25,0.4,0.25,31,242.62625250501,3838.58936026516,998
0.25,0.4,0.25,32,238.988977955912,3929.7962675602,998
0.25,0.4,0.25,33,236.837675350701,4159.47813782027,998
0.25,0.4,0.25,34,233.978957915832,4390.34559490093,998
0.25,0.4,0.25,35,231.657314629259,4503.64774483772,998
0.25,0.4,0.25,36,229.785571142285,4699.39429510978,998
0.25,0.4,0.25,37,227.932865731463,4838.56419458777,998
0.25,0.4,0.25,38,226.400801603206,4962.90439253633,998
0.25,0.4,0.25,39,225.202404809619,5214.07734626726,998
0.25,0.4,0.25,40,223.255511022044,5304.21248213579,998
0.25,0.4,0.25,41,222.253507014028,5625.42313212182,998
0.25,0.4,0.25,42,221.925851703407,5848.99148748852,998
0.25,0.4,0.25,43,221.754509018036,6181.54147914686,998
0.25,0.4,0.25,44,220.947895791583,6443.80269867719,998
0.25,0.4,0.25,45,220.229458917836,6645.48290261566,998
0.25,0.4,0.25,46,220.48997995992,6864.75366078194,998
0.25,0.4,0.25,47,221.122244488978,7179.51162103545,998
0.25,0.4,0.25,48,221.50501002004,7477.43578229679,998
0.25,0.4,0.25,49,221.890781563126,7757.23279357109,998
0.25,0.4,0.25,50,222.49498997996,8053.87510025065,998
0.25,0.4,0.25,51,222.689378757515,8368.19830232179,998
0.25,0.4,0.25,52,224.013026052104,8845.28669073352,998
0.25,0.4,0.25,53,225.856713426854,9358.13692078239,998
0.25,0.4,0.25,54,227.053106212425,9679.46056707196,998
0.25,0.4,0.25,55,228.456913827655,9974.3406693025,998
0.25,0.4,0.25,56,230.006012024048,10249.7873259056,998
0.25,0.4,0.25,57,231.593186372745,10497.9526917426,998
0.25,0.4,0.25,58,233.975951903808,11069.0866828944,998
0.25,0.4,0.25,59,235.671342685371,11510.9069211643,998
0.25,0.4,0.25,60,237.575150300601,12015.2275463666,998
0.25,0.4,0.25,61,239.487975951904,12353.5018612953,998
0.25,0.4,0.25,62,241.581162324649,12762.23563275,998
0.25,0.4,0.25,63,243.493987975952,13086.8480079517,998
0.25,0.4,0.25,64,246.289579158317,13619.9772433533,998
0.25,0.4,0.25,65,248.467935871743,14062.5701845014,998
0.25,0.4,0.25,66,250.941883767535,14538.8050443917,998
0.25,0.4,0.25,67,253.612224448898,14988.9517862204,998
0.25,0.4,0.25,68,256.090180360721,15637.0008864268,998
0.25,0.4,0.25,69,258.724448897796,16103.323193026,998
0.25,0.4,0.25,70,261.552104208417,16613.8583656782,998
0.25,0.4,0.25,71,264.797595190381,16991.2207765581,998
0.25,0.4,0.25,72,267.089178356713,17452.4203240985,998
0.25,0.4,0.25,73,269.993987975952,18261.2898334281,998
0.25,0.4,0.25,74,272.300601202405,18856.7119555058,998
0.25,0.4,0.25,75,275.34869739479,19604.7850083316,998
0.25,0.4,0.25,76,278.557114228457,20119.6953304804,998
0.25,0.4,0.25,77,281.351703406814,20780.1419780383,998
0.25,0.4,0.25,78,285.396793587174,21638.5685754659,998
0.25,0.4,0.25,79,289.004008016032,22199.9518394864,998
0.25,0.4,0.25,80,292.201402805611,22883.6173701465,998
0.25,0.4,0.25,81,296.36372745491,23822.8294552998,998
0.25,0.4,0.25,82,299.522044088176,24656.13943333,998
0.25,0.4,0.25,83,303.166332665331,25570.1187450126,998
0.25,0.4,0.25,84,306.804609218437,26555.8604802383,998
0.25,0.4,0.25,85,309.918837675351,27601.8359336527,998
0.25,0.4,0.25,86,313.595190380762,28685.3364663128,998
0.25,0.4,0.25,87,316.85871743487,29195.6018848128,998
0.25,0.4,0.25,88,321.397795591182,30475.7362840023,998
0.25,0.4,0.25,89,324.381763527054,31405.6585236672,998
0.25,0.4,0.25,90,328.544088176353,32634.1821064396,998
0.25,0.4,0.25,91,332.864729458918,34017.2605200371,998
0.25,0.4,0.25,92,337.092184368737,35271.6925968286,998
0.25,0.4,0.25,93,341.796593186373,36330.4129472586,998
0.25,0.4,0.25,94,346.779559118236,37502.7457402267,998
0.25,0.4,0.25,95,352.379759519038,39099.4955578157,998
0.25,0.4,0.25,96,356.589178356713,40747.453924901,998
0.25,0.4,0.25,97,360.941883767535,42177.9906010617,998
0.25,0.4,0.25,98,364.821643286573,43321.5468931846,998
0.25,0.4,0.25,99,369.803607214429,44465.5381213782,998
0.25,0.4,0.25,100,374.36873747495,46163.2480487555,998
0.25,0.4,0.75,0,20000,0,1000
0.25,0.4,0.75,1,4792.639,33241.348027027,1000
0.25,0.4,0.75,2,2448.107,23679.6431941942,1000
0.25,0.4,0.75,3,1577.484,21538.1158598599,1000
0.25,0.4,0.75,4,1167.837,20319.1996306306,1000
0.25,0.4,0.75,5,960.867,21575.2385495496,1000
0.25,0.4,0.75,6,862.693,26660.3330840841,1000
0.25,0.4,0.75,7,834.359,35460.903022022,1000
0.25,0.4,0.75,8,865.802,52431.5643603604,1000
0.25,0.4,0.75,9,947.67,79779.2563563564,1000
0.25,0.4,0.75,10,1090.411,132842.923002002,1000
0.25,0.4,0.75,11,1307.675,223286.607982983,1000
0.25,0.4,0.75,12,1619.421,389096.648407407,1000
0.25,0.4,0.75,13,2054.62,693908.027627628,1000
0.25,0.4,0.75,14,2650.771,1212398.05461361,1000
0.25,0.4,0.75,15,3451.95,2042970.64814815,1000
0.25,0.4,0.75,16,4490.483,3253473.30701802,1000
0.25,0.4,0.75,17,5773.492,4808190.69062663,1000
0.25,0.4,0.75,18,7279.665,6441173.03581081,1000
0.25,0.4,0.75,19,8944.507,7734411.93788889,1000
0.25,0.4,0.75,20,10671.227,8227265.8333043,1000
0.25,0.4,0.75,21,12343.453,7751965.4071982,1000
0.25,0.4,0.75,22,13837.999,6581646.13713614,1000
0.25,0.4,0.75,23,15099.729,5091716.35991892,1000
0.25,0.4,0.75,24,16114.902,3624179.01541141,1000
0.25,0.4,0.75,25,16912.832,2489031.56333934,1000
0.25,0.4,0.75,26,17494.51,1671229.08098098,1000
0.25,0.4,0.75,27,17947.901,1112056.57777678,1000
0.25,0.4,0.75,28,18285.612,774485.739195195,1000
0.25,0.4,0.75,29,18560.283,524493.76867968,1000
0.25,0.4,0.75,30,18775.009,418456.24116016,1000
0.25,0.4,0.75,31,18934.213,355099.060691692,1000
0.25,0.4,0.75,32,19063.471,267219.67082983,1000
0.25,0.4,0.75,33,19214.933,239861.009520521,1000
0.25,0.4,0.75,34,19319.933,226682.424935936,1000
0.25,0.4,0.75,35,19418.079,205022.991750751,1000
0.25,0.4,0.75,36,19502.44,209153.25965966,1000
0.25,0.4,0.75,37,19554.932,200610.53390991,1000
0.25,0.4,0.75,38,19601.594,180391.943107107,1000
0.25,0.4,0.75,39,19642.362,182204.817773774,1000
0.25,0.4,0.75,40,19690.121,191321.908267267,1000
0.25,0.4,0.75,41,19722.463,185669.496127127,1000
0.25,0.4,0.75,42,19771.905,165538.57454955,1000
0.25,0.4,0.75,43,19793.686,184192.193597598,1000
0.25,0.4,0.75,44,19817.11,173775.299199199,1000
0.25,0.4,0.75,45,19833.886,178539.01602002,1000
0.25,0.4,0.75,46,19868.84,174825.051451451,1000
0.25,0.4,0.75,47,19895.068,174259.975351351,1000
0.25,0.4,0.75,48,19914.996,172543.213197197,1000
0.25,0.4,0.75,49,19906.217,170092.542453453,1000
0.25,0.4,0.75,50,19921.448,178626.105401401,1000
0.25,0.4,0.75,51,19927.92,170265.435035035,1000
0.25,0.4,0.75,52,19930.013,188078.086917918,1000
0.25,0.4,0.75,53,19938.165,173170.077852853,1000
0.25,0.4,0.75,54,19959.936,172075.097001001,1000
0.25,0.4,0.75,55,19971.029,166489.425584585,1000
0.25,0.4,0.75,56,19967.446,165764.089173173,1000
0.25,0.4,0.75,57,19940.59,173618.134034034,1000
0.25,0.4,0.75,58,19955.525,165744.161536537,1000
0.25,0.4,0.75,59,19949.88,153940.253853854,1000
0.25,0.4,0.75,60,19959.791,167261.162481481,1000
0.25,0.4,0.75,61,19978.732,168882.370546547,1000
0.25,0.4,0.75,62,19967.161,169960.107186186,1000
0.25,0.4,0.75,63,19964.381,166579.677516517,1000
0.25,0.4,0.75,64,19976.712,160374.711767768,1000
0.25,0.4,0.75,65,19987.416,166545.188132132,1000
0.25,0.4,0.75,66,20005.067,168303.427938939,1000
0.25,0.4,0.75,67,19987.076,174225.3755996,1000
0.25,0.4,0.75,68,20001.675,166006.862237237,1000
0.25,0.4,0.75,69,20000.644,175505.650914915,1000
0.25,0.4,0.75,70,19988.001,178995.894893894,1000
0.25,0.4,0.75,71,19988.947,179646.582773774,1000
0.25,0.4,0.75,72,19989.223,169388.235506507,1000
0.25,0.4,0.75,73,19978.495,168609.5255005,1000
0.25,0.4,0.75,74,19981.703,170763.624415415,1000
0.25,0.4,0.75,75,19996.874,166611.005129129,1000
0.25,0.4,0.75,76,19998.853,173985.274665666,1000
0.25,0.4,0.75,77,20005.34,172874.02042042,1000
0.25,0.4,0.75,78,20012.575,180238.963338338,1000
0.25,0.4,0.75,79,20003.612,184922.652108108,1000
0.25,0.4,0.75,80,19993.373,172817.603474474,1000
0.25,0.4,0.75,81,20007.088,178948.576832833,1000
0.25,0.4,0.75,82,19996.056,172481.342206206,1000
0.25,0.4,0.75,83,20012.599,161365.485684685,1000
0.25,0.4,0.75,84,20005.42,169230.426026026,1000
0.25,0.4,0.75,85,19996.665,174253.466241241,1000
0.25,0.4,0.75,86,19991.689,161988.002281281,1000
0.25,0.4,0.75,87,19989.867,167708.16948048,1000
0.25,0.4,0.75,88,20004.196,168646.804388388,1000
0.25,0.4,0.75,89,19999.168,171374.450226226,1000
0.25,0.4,0.75,90,19993.021,172005.488047047,1000
0.25,0.4,0.75,91,19991.845,157999.428403403,1000
0.25,0.4,0.75,92,19994.289,155645.412891892,1000
0.25,0.4,0.75,93,19975.347,172398.310901902,1000
0.25,0.4,0.75,94,19981.181,169565.647886887,1000
0.25,0.4,0.75,95,19970.403,190667.149740741,1000
0.25,0.4,0.75,96,19973.555,171860.207182182,1000
0.25,0.4,0.75,97,19988.033,169377.20912012,1000
0.25,0.4,0.75,98,19996.101,172783.616415415,1000
0.25,0.4,0.75,99,19990.925,158666.061436436,1000
0.25,0.4,0.75,100,19990.929,160287.209168168,1000
0.25,0.4,0.964285714285714,0,20000,0,997
0.25,0.4,0.964285714285714,1,4799.29087261785,253378.569926647,997
0.25,0.4,0.964285714285714,2,2747.4924774323,220149.649792752,997
0.25,0.4,0.964285714285714,3,2007.78034102307,224715.123388237,997
0.25,0.4,0.964285714285714,4,1747.88966900702,280661.9597024,997
0.25,0.4,0.964285714285714,5,1738.95787362086,428466.120713546,997
0.25,0.4,0.964285714285714,6,1918.32196589769,709955.377157577,997
0.25,0.4,0.964285714285714,7,2285.64794383149,1246050.61789988,997
0.25,0.4,0.964285714285714,8,2887.40922768305,2351844.85646095,997
0.25,0.4,0.964285714285714,9,3797.12738214644,4354939.83215107,997
0.25,0.4,0.964285714285714,10,4999.24272818455,7478938.80246966,997
0.25,0.4,0.964285714285714,11,6444.24272818455,10895383.1297789,997
0.25,0.4,0.964285714285714,12,8113.4112337011,14351827.7845323,997
0.25,0.4,0.964285714285714,13,9828.83149448345,16338191.1302119,997
0.25,0.4,0.964285714285714,14,11374.7512537613,16160659.7553323,997
0.25,0.4,0.964285714285714,15,12788.6339017051,15009331.2985684,997
0.25,0.4,0.964285714285714,16,13965.3871614845,13046955.7616021,997
0.25,0.4,0.964285714285714,17,14881.0571715145,10922619.0298607,997
0.25,0.4,0.964285714285714,18,15638.0491474423,8808959.46645761,997
0.25,0.4,0.964285714285714,19,16277.1283851555,7184496.03370151,997
0.25,0.4,0.964285714285714,20,16749.5426278836,5809751.13598224,997
0.25,0.4,0.964285714285714,21,17161.5125376128,5150281.13362779,997
0.25,0.4,0.964285714285714,22,17592.9468405216,4212368.16082585,997
0.25,0.4,0.964285714285714,23,17916.2166499498,3665679.28032491,997
0.25,0.4,0.964285714285714,24,18189.0020060181,3347061.53011645,997
0.25,0.4,0.964285714285714,25,18370.8806419258,2997219.81806866,997
0.25,0.4,0.964285714285714,26,18570.703109328,2567920.58245016,997
0.25,0.4,0.964285714285714,27,18781.815446339,2374241.27313467,997
0.25,0.4,0.964285714285714,28,18973.111334002,2204770.48658828,997
0.25,0.4,0.964285714285714,29,19074.4312938816,2110572.54873859,997
0.25,0.4,0.964285714285714,30,19220.7101303912,1865671.70404386,997
0.25,0.4,0.964285714285714,31,19229.7703109328,1749295.54658755,997
0.25,0.4,0.964285714285714,32,19341.6970912738,1662195.17923852,997
0.25,0.4,0.964285714285714,33,19456.3179538616,1463211.88575163,997
0.25,0.4,0.964285714285714,34,19485.8625877633,1374444.58250454,997
0.25,0.4,0.964285714285714,35,19462.1554663992,1295605.41255292,997
0.25,0.4,0.964285714285714,36,19591.7091273821,1173197.54783829,997
0.25,0.4,0.964285714285714,37,19655.3289869609,1219093.50812478,997
0.25,0.4,0.964285714285714,38,19719.2036108325,1235028.49765763,997
0.25,0.4,0.964285714285714,39,19759.3560682046,1218803.92830902,997
0.25,0.4,0.964285714285714,40,19772.2146439318,1156589.65468494,997
0.25,0.4,0.964285714285714,41,19772.9448345035,1138598.30317861,997
0.25,0.4,0.964285714285714,42,19815.7933801404,1180470.20425332,997
0.25,0.4,0.964285714285714,43,19827.7472417252,1128631.97420172,997
0.25,0.4,0.964285714285714,44,19892.3771313942,1119363.6066251,997
0.25,0.4,0.964285714285714,45,19911.0862587763,1159052.32990135,997
0.25,0.4,0.964285714285714,46,19840.4282848546,1111661.86558471,997
0.25,0.4,0.964285714285714,47,19903.6048144433,1152351.71314949,997
0.25,0.4,0.964285714285714,48,19913.8465396189,1072938.33084394,997
0.25,0.4,0.964285714285714,49,19883.9769307924,1060553.47436688,997
0.25,0.4,0.964285714285714,50,19920.2006018054,972993.395461485,997
0.25,0.4,0.964285714285714,51,19893.7863590772,1135605.47138,997
0.25,0.4,0.964285714285714,52,19960.5035105316,1060763.65786919,997
0.25,0.4,0.964285714285714,53,19899.5305917753,1045077.82963549,997
0.25,0.4,0.964285714285714,54,19933.4573721164,1144198.2142955,997
0.25,0.4,0.964285714285714,55,19958.9749247743,1047472.48431036,997
0.25,0.4,0.964285714285714,56,19971.4784353059,1077364.14938389,997
0.25,0.4,0.964285714285714,57,19968.6900702106,1123203.17593544,997
0.25,0.4,0.964285714285714,58,19986.2567703109,1154152.86171366,997
0.25,0.4,0.964285714285714,59,20009.6128385155,1152373.24754585,997
0.25,0.4,0.964285714285714,60,19991.7131394183,1146286.47184525,997
0.25,0.4,0.964285714285714,61,19988.4563691073,1072998.96119684,997
0.25,0.4,0.964285714285714,62,19973.2056168506,1186514.39241822,997
0.25,0.4,0.964285714285714,63,19967.3971915747,1107237.84007243,997
0.25,0.4,0.964285714285714,64,19968.8435305918,1167824.36103491,997
0.25,0.4,0.964285714285714,65,19956.5165496489,1029736.5913423,997
0.25,0.4,0.964285714285714,66,19965.5707121364,1189539.72717349,997
0.25,0.4,0.964285714285714,67,19999.444332999,1122985.74915711,997
0.25,0.4,0.964285714285714,68,19917.591775326,1132503.93057486,997
0.25,0.4,0.964285714285714,69,19979.1885656971,1106699.96039121,997
0.25,0.4,0.964285714285714,70,19902.0411233701,1067503.83465255,997
0.25,0.4,0.964285714285714,71,19966.2146439318,1110003.30729538,997
0.25,0.4,0.964285714285714,72,20038.4413239719,1088141.23877254,997
0.25,0.4,0.964285714285714,73,19986.445336008,1124470.35569359,997
0.25,0.4,0.964285714285714,74,19965.4122367101,1152856.13209911,997
0.25,0.4,0.964285714285714,75,19987.9187562688,1142424.6731117,997
0.25,0.4,0.964285714285714,76,19978.2457372116,1060809.40441203,997
0.25,0.4,0.964285714285714,77,19927.9398194584,1129713.81565177,997
0.25,0.4,0.964285714285714,78,20058.2838515547,1119275.394247,997
0.25,0.4,0.964285714285714,79,19924.5135406219,1110351.22597109,997
0.25,0.4,0.964285714285714,80,19963.6318956871,1126371.65653184,997
0.25,0.4,0.964285714285714,81,20003.001003009,1088396.14558132,997
0.25,0.4,0.964285714285714,82,20023.8345035105,1170986.29888863,997
0.25,0.4,0.964285714285714,83,19962.0762286861,1103975.59257693,997
0.25,0.4,0.964285714285714,84,19959.2748244734,1039656.17138363,997
0.25,0.4,0.964285714285714,85,19936.6449348044,1069631.81356117,997
0.25,0.4,0.964285714285714,86,19975.0351053159,1136992.68852542,997
0.25,0.4,0.964285714285714,87,20009.7482447342,1124828.94759983,997
0.25,0.4,0.964285714285714,88,19995.8304914744,1188973.47625809,997
0.25,0.4,0.964285714285714,89,20013.5656970913,1094551.31821972,997
0.25,0.4,0.964285714285714,90,19960.6339017051,1148192.03150012,997
0.25,0.4,0.964285714285714,91,19943.8866599799,1151066.59256283,997
0.25,0.4,0.964285714285714,92,20003.8665997994,1063875.70809013,997
0.25,0.4,0.964285714285714,93,19961.1153460381,1098783.40134057,997
0.25,0.4,0.964285714285714,94,19916.2778335005,1037328.70887562,997
0.25,0.4,0.964285714285714,95,19946.6088264794,1104296.02956057,997
0.25,0.4,0.964285714285714,96,20022.2066198596,1076627.62393204,997
0.25,0.4,0.964285714285714,97,20003.7803410231,1174033.28603884,997
0.25,0.4,0.964285714285714,98,19977.5797392177,1091190.73585415,997
0.25,0.4,0.964285714285714,99,20021.5967903711,1168933.13846358,997
0.25,0.4,0.964285714285714,100,20013.3189568706,1170877.14916839,997
0.5,0.1,0.25,0,20000,NA,1
0.5,0.1,0.25,1,3195,NA,1
0.5,0.1,0.25,2,782,NA,1
0.5,0.1,0.25,3,231,NA,1
0.5,0.1,0.25,4,74,NA,1
0.5,0.1,0.25,5,31,NA,1
0.5,0.1,0.25,6,15,NA,1
0.5,0.1,0.25,7,10,NA,1
0.5,0.1,0.25,8,8,NA,1
0.5,0.1,0.25,9,15,NA,1
0.5,0.1,0.25,10,14,NA,1
0.5,0.1,0.25,11,22,NA,1
0.5,0.1,0.25,12,24,NA,1
0.5,0.1,0.25,13,26,NA,1
0.5,0.1,0.25,14,20,NA,1
0.5,0.1,0.25,15,22,NA,1
0.5,0.1,0.25,16,20,NA,1
0.5,0.1,0.25,17,13,NA,1
0.5,0.1,0.25,18,21,NA,1
0.5,0.1,0.25,19,30,NA,1
0.5,0.1,0.25,20,37,NA,1
0.5,0.1,0.25,21,43,NA,1
0.5,0.1,0.25,22,51,NA,1
0.5,0.1,0.25,23,57,NA,1
0.5,0.1,0.25,24,68,NA,1
0.5,0.1,0.25,25,74,NA,1
0.5,0.1,0.25,26,87,NA,1
0.5,0.1,0.25,27,99,NA,1
0.5,0.1,0.25,28,120,NA,1
0.5,0.1,0.25,29,122,NA,1
0.5,0.1,0.25,30,140,NA,1
0.5,0.1,0.25,31,173,NA,1
0.5,0.1,0.25,32,171,NA,1
0.5,0.1,0.25,33,185,NA,1
0.5,0.1,0.25,34,207,NA,1
0.5,0.1,0.25,35,216,NA,1
0.5,0.1,0.25,36,232,NA,1
0.5,0.1,0.25,37,269,NA,1
0.5,0.1,0.25,38,287,NA,1
0.5,0.1,0.25,39,334,NA,1
0.5,0.1,0.25,40,371,NA,1
0.5,0.1,0.25,41,408,NA,1
0.5,0.1,0.25,42,469,NA,1
0.5,0.1,0.25,43,557,NA,1
0.5,0.1,0.25,44,639,NA,1
0.5,0.1,0.25,45,719,NA,1
0.5,0.1,0.25,46,778,NA,1
0.5,0.1,0.25,47,877,NA,1
0.5,0.1,0.25,48,1007,NA,1
0.5,0.1,0.25,49,1140,NA,1
0.5,0.1,0.25,50,1268,NA,1
0.5,0.1,0.25,51,1449,NA,1
0.5,0.1,0.25,52,1650,NA,1
0.5,0.1,0.25,53,1865,NA,1
0.5,0.1,0.25,54,2147,NA,1
0.5,0.1,0.25,55,2443,NA,1
0.5,0.1,0.25,56,2761,NA,1
0.5,0.1,0.25,57,3084,NA,1
0.5,0.1,0.25,58,3490,NA,1
0.5,0.1,0.25,59,3905,NA,1
0.5,0.1,0.25,60,4421,NA,1
0.5,0.1,0.25,61,4883,NA,1
0.5,0.1,0.25,62,5440,NA,1
0.5,0.1,0.25,63,5971,NA,1
0.5,0.1,0.25,64,6647,NA,1
0.5,0.1,0.25,65,7267,NA,1
0.5,0.1,0.25,66,7912,NA,1
0.5,0.1,0.25,67,8543,NA,1
0.5,0.1,0.25,68,9161,NA,1
0.5,0.1,0.25,69,9816,NA,1
0.5,0.1,0.25,70,10496,NA,1
0.5,0.1,0.25,71,11328,NA,1
0.5,0.1,0.25,72,12130,NA,1
0.5,0.1,0.25,73,12826,NA,1
0.5,0.1,0.25,74,13479,NA,1
0.5,0.1,0.25,75,14160,NA,1
0.5,0.1,0.25,76,14642,NA,1
0.5,0.1,0.25,77,15206,NA,1
0.5,0.1,0.25,78,15666,NA,1
0.5,0.1,0.25,79,16194,NA,1
0.5,0.1,0.25,80,16620,NA,1
0.5,0.1,0.25,81,17165,NA,1
0.5,0.1,0.25,82,17479,NA,1
0.5,0.1,0.25,83,17887,NA,1
0.5,0.1,0.25,84,17935,NA,1
0.5,0.1,0.25,85,18030,NA,1
0.5,0.1,0.25,86,18185,NA,1
0.5,0.1,0.25,87,18420,NA,1
0.5,0.1,0.25,88,18415,NA,1
0.5,0.1,0.25,89,18449,NA,1
0.5,0.1,0.25,90,18582,NA,1
0.5,0.1,0.25,91,18664,NA,1
0.5,0.1,0.25,92,18815,NA,1
0.5,0.1,0.25,93,18980,NA,1
0.5,0.1,0.25,94,18993,NA,1
