"h2","var.z","p0","t","nbar","nvar","nn"
0.5,0.2,0.964285714285714,28,19427.1814475025,1664431.72622688,981
0.5,0.2,0.964285714285714,29,19500.0519877676,1516724.35953941,981
0.5,0.2,0.964285714285714,30,19571.3506625892,1552700.12180823,981
0.5,0.2,0.964285714285714,31,19590.2884811417,1547057.14220392,981
0.5,0.2,0.964285714285714,32,19679.7747196738,1330749.48695209,981
0.5,0.2,0.964285714285714,33,19739.1060142712,1297957.38466787,981
0.5,0.2,0.964285714285714,34,19763.2262996942,1191596.75281782,981
0.5,0.2,0.964285714285714,35,19817.6360856269,1141887.5929414,981
0.5,0.2,0.964285714285714,36,19849.7125382263,1056067.41115896,981
0.5,0.2,0.964285714285714,37,19831.2028542304,1062971.1251347,981
0.5,0.2,0.964285714285714,38,19848.9582059123,1123508.29110861,981
0.5,0.2,0.964285714285714,39,19847.3639143731,1083763.65008425,981
0.5,0.2,0.964285714285714,40,19890.8124362895,1167769.18927375,981
0.5,0.2,0.964285714285714,41,19881.122324159,1139332.77889908,981
0.5,0.2,0.964285714285714,42,19958.1457696228,1159502.05730096,981
0.5,0.2,0.964285714285714,43,19889.0285423038,1157178.42775593,981
0.5,0.2,0.964285714285714,44,19919.4291539246,1166147.3187002,981
0.5,0.2,0.964285714285714,45,19971.6136595311,1107949.38630302,981
0.5,0.2,0.964285714285714,46,19919.9153924567,1081149.47956895,981
0.5,0.2,0.964285714285714,47,19994.5891946993,1042331.99535251,981
0.5,0.2,0.964285714285714,48,19965.7359836901,1119834.24144875,981
0.5,0.2,0.964285714285714,49,19918.1834862385,1032132.80507396,981
0.5,0.2,0.964285714285714,50,19928.9102956167,998222.522557157,981
0.5,0.2,0.964285714285714,51,19968.2354740061,1080296.62918929,981
0.5,0.2,0.964285714285714,52,20002.6972477064,1109735.20926793,981
0.5,0.2,0.964285714285714,53,19969.369011213,1088617.14532443,981
0.5,0.2,0.964285714285714,54,19984.8817533129,1038612.90845243,981
0.5,0.2,0.964285714285714,55,19934.5117227319,1025805.28072978,981
0.5,0.2,0.964285714285714,56,19942.0886850153,1073525.64008613,981
0.5,0.2,0.964285714285714,57,19855.6727828746,1062077.17343194,981
0.5,0.2,0.964285714285714,58,19893.0632008155,1094267.45926689,981
0.5,0.2,0.964285714285714,59,19935.7910295617,1049272.80016435,981
0.5,0.2,0.964285714285714,60,19933.3098878695,1098777.67121846,981
0.5,0.2,0.964285714285714,61,19973.9011213048,1149757.78102935,981
0.5,0.2,0.964285714285714,62,19980.2742099898,1072394.7930995,981
0.5,0.2,0.964285714285714,63,19971.2313965341,1095827.17599284,981
0.5,0.2,0.964285714285714,64,19943.2742099898,1083296.47065052,981
0.5,0.2,0.964285714285714,65,20021.8114169215,1159090.27358381,981
0.5,0.2,0.964285714285714,66,19988.9378185525,1158437.38286422,981
0.5,0.2,0.964285714285714,67,19890.8960244648,1193641.32387193,981
0.5,0.2,0.964285714285714,68,19945.9714576962,1079060.40530695,981
0.5,0.2,0.964285714285714,69,20000.745158002,981061.428866837,981
0.5,0.2,0.964285714285714,70,19964.5616717635,1117253.18114169,981
0.5,0.2,0.964285714285714,71,19932.6014271152,1200370.40322245,981
0.5,0.2,0.964285714285714,72,19884.4831804281,1094362.060176,981
0.5,0.2,0.964285714285714,73,20016.5433231397,1108480.98102935,981
0.5,0.2,0.964285714285714,74,19951.380224261,1056144.77058811,981
0.5,0.2,0.964285714285714,75,19978.9235474006,1233488.03802659,981
0.5,0.2,0.964285714285714,76,19941.0968399592,1031614.16918388,981
0.5,0.2,0.964285714285714,77,19931.5249745158,1273966.78636543,981
0.5,0.2,0.964285714285714,78,19943.8542303772,1048369.44301525,981
0.5,0.2,0.964285714285714,79,19912.5769622834,1062839.0484075,981
0.5,0.2,0.964285714285714,80,19917.5249745158,1184478.04146747,981
0.5,0.2,0.964285714285714,81,19918.2048929664,1086115.51409848,981
0.5,0.2,0.964285714285714,82,19912.9286442406,1038567.69082153,981
0.5,0.2,0.964285714285714,83,20015.3995922528,1083533.70546922,981
0.5,0.2,0.964285714285714,84,19924.2742099898,1090363.93595665,981
0.5,0.2,0.964285714285714,85,19942.0958205912,1122452.08672741,981
0.5,0.2,0.964285714285714,86,19940.2354740061,1139220.8557199,981
0.5,0.2,0.964285714285714,87,19977.2670744139,1161659.77145562,981
0.5,0.2,0.964285714285714,88,19972.0805300714,1172512.65575319,981
0.5,0.2,0.964285714285714,89,19921.0193679918,1211546.37819593,981
0.5,0.2,0.964285714285714,90,19921.7196738022,1181668.16317377,981
0.5,0.2,0.964285714285714,91,19936.0672782875,1135180.94853024,981
0.5,0.2,0.964285714285714,92,19895.249745158,1059424.37735963,981
0.5,0.2,0.964285714285714,93,19880.6870540265,1093719.97441386,981
0.5,0.2,0.964285714285714,94,19974.1457696228,1106931.32668872,981
0.5,0.2,0.964285714285714,95,19996.5280326198,1127836.17599908,981
0.5,0.2,0.964285714285714,96,19984.0948012232,1053674.22875866,981
0.5,0.2,0.964285714285714,97,19972.8440366972,1139489.5848343,981
0.5,0.2,0.964285714285714,98,19969.255861366,1099052.8763049,981
0.5,0.2,0.964285714285714,99,19995.1539245668,1118112.30383407,981
0.5,0.2,0.964285714285714,100,19937.2721712538,1090320.65543906,981
0.5,0.4,0.25,0,20000,0,1000
0.5,0.4,0.25,1,4763.846,7001.92821221221,1000
0.5,0.4,0.25,2,2276.948,4491.07837437437,1000
0.5,0.4,0.25,3,1559.991,3589.89881781782,1000
0.5,0.4,0.25,4,1261.187,3550.19622722723,1000
0.5,0.4,0.25,5,1103.407,3560.10545645646,1000
0.5,0.4,0.25,6,1007.18,3877.9975975976,1000
0.5,0.4,0.25,7,942.384,4359.06761161161,1000
0.5,0.4,0.25,8,896.595,4562.74371871872,1000
0.5,0.4,0.25,9,863.961,4853.35283183183,1000
0.5,0.4,0.25,10,837.455,5215.39537037037,1000
0.5,0.4,0.25,11,817.219,5592.81585485485,1000
0.5,0.4,0.25,12,802.014,5989.73153553554,1000
0.5,0.4,0.25,13,791.996,6531.25123523524,1000
0.5,0.4,0.25,14,783.628,7020.89851451451,1000
0.5,0.4,0.25,15,777.856,7432.5317957958,1000
0.5,0.4,0.25,16,774.429,8183.39034934935,1000
0.5,0.4,0.25,17,772.954,8624.09397797798,1000
0.5,0.4,0.25,18,772.134,9388.13217617618,1000
0.5,0.4,0.25,19,772.979,10165.5581171171,1000
0.5,0.4,0.25,20,775.594,10957.7569209209,1000
0.5,0.4,0.25,21,778.111,11751.9426216216,1000
0.5,0.4,0.25,22,782.661,12859.5015805806,1000
0.5,0.4,0.25,23,786.522,13790.8203363363,1000
0.5,0.4,0.25,24,792.236,14700.8691731732,1000
0.5,0.4,0.25,25,797.357,15410.6942452452,1000
0.5,0.4,0.25,26,803.877,16111.0168878879,1000
0.5,0.4,0.25,27,809.602,17107.7933893894,1000
0.5,0.4,0.25,28,817.265,18202.9737487487,1000
0.5,0.4,0.25,29,825.92,19335.4670670671,1000
0.5,0.4,0.25,30,833.92,20815.2828828829,1000
0.5,0.4,0.25,31,842.376,21519.4440680681,1000
0.5,0.4,0.25,32,851.463,22758.9976286286,1000
0.5,0.4,0.25,33,861.358,24244.8667027027,1000
0.5,0.4,0.25,34,869.66,25307.2276276276,1000
0.5,0.4,0.25,35,880.231,27023.2128518519,1000
0.5,0.4,0.25,36,891.328,28670.6510670671,1000
0.5,0.4,0.25,37,902.396,30434.801985986,1000
0.5,0.4,0.25,38,912.793,31675.4976486486,1000
0.5,0.4,0.25,39,923.266,33597.2384824825,1000
0.5,0.4,0.25,40,935.501,34953.5815805806,1000
0.5,0.4,0.25,41,946.788,36635.6527087087,1000
0.5,0.4,0.25,42,959.126,38130.4245485486,1000
0.5,0.4,0.25,43,971.674,39681.6213453453,1000
0.5,0.4,0.25,44,983.217,41129.7917027027,1000
0.5,0.4,0.25,45,996.207,42955.3294804805,1000
0.5,0.4,0.25,46,1009.287,44804.2989299299,1000
0.5,0.4,0.25,47,1022.808,47294.6838198198,1000
0.5,0.4,0.25,48,1035.481,49183.7934324324,1000
0.5,0.4,0.25,49,1048.153,51617.2388298298,1000
0.5,0.4,0.25,50,1062.218,53980.7912672673,1000
0.5,0.4,0.25,51,1075.995,56330.3653403403,1000
0.5,0.4,0.25,52,1088.772,58846.7447607608,1000
0.5,0.4,0.25,53,1102.799,60615.2258248248,1000
0.5,0.4,0.25,54,1118.135,63121.1739489489,1000
0.5,0.4,0.25,55,1132.522,66504.8183343343,1000
0.5,0.4,0.25,56,1147.896,69309.6188028028,1000
0.5,0.4,0.25,57,1162.61,72844.2341341341,1000
0.5,0.4,0.25,58,1178.337,75857.0985295295,1000
0.5,0.4,0.25,59,1193.372,78911.5271431431,1000
0.5,0.4,0.25,60,1209.19,81857.3312312312,1000
0.5,0.4,0.25,61,1224.35,84531.8653653654,1000
0.5,0.4,0.25,62,1240.671,88209.8566156156,1000
0.5,0.4,0.25,63,1257.198,91813.7245205205,1000
0.5,0.4,0.25,64,1272.997,94565.7327237237,1000
0.5,0.4,0.25,65,1290.114,97478.1911951952,1000
0.5,0.4,0.25,66,1306.808,101245.452588589,1000
0.5,0.4,0.25,67,1323.717,104727.007918919,1000
0.5,0.4,0.25,68,1341.853,108470.740131131,1000
0.5,0.4,0.25,69,1359.933,111645.604115115,1000
0.5,0.4,0.25,70,1377.01,116630.942842843,1000
0.5,0.4,0.25,71,1396.854,121318.709393393,1000
0.5,0.4,0.25,72,1416.182,125508.71358959,1000
0.5,0.4,0.25,73,1434.317,128720.773284284,1000
0.5,0.4,0.25,74,1451.756,132519.015479479,1000
0.5,0.4,0.25,75,1469.472,137550.497713714,1000
0.5,0.4,0.25,76,1488.858,142029.309145145,1000
0.5,0.4,0.25,77,1510.565,147250.922697698,1000
0.5,0.4,0.25,78,1531.425,152098.673048048,1000
0.5,0.4,0.25,79,1551.692,156389.102238238,1000
0.5,0.4,0.25,80,1570.617,161038.52883984,1000
0.5,0.4,0.25,81,1590.029,166542.364523524,1000
0.5,0.4,0.25,82,1609.988,171169.367223223,1000
0.5,0.4,0.25,83,1631.319,175156.207446446,1000
0.5,0.4,0.25,84,1653.149,180874.12091992,1000
0.5,0.4,0.25,85,1675.081,186925.904343343,1000
0.5,0.4,0.25,86,1697.477,194268.367838839,1000
0.5,0.4,0.25,87,1721.278,200086.555271271,1000
0.5,0.4,0.25,88,1742.985,205978.613388388,1000
0.5,0.4,0.25,89,1767.12,212788.075675676,1000
0.5,0.4,0.25,90,1790.862,219177.880836837,1000
0.5,0.4,0.25,91,1815.239,225256.001880881,1000
0.5,0.4,0.25,92,1839.374,231042.736860861,1000
0.5,0.4,0.25,93,1863.873,239424.455326326,1000
0.5,0.4,0.25,94,1887.433,247463.521032032,1000
0.5,0.4,0.25,95,1909.465,252577.129904905,1000
0.5,0.4,0.25,96,1936.985,262190.31509009,1000
0.5,0.4,0.25,97,1963.753,270016.862853854,1000
0.5,0.4,0.25,98,1988.008,278167.631567568,1000
0.5,0.4,0.25,99,2013.196,287497.084668669,1000
0.5,0.4,0.25,100,2039.506,297692.460424424,1000
0.5,0.4,0.75,0,20000,0,1000
0.5,0.4,0.75,1,4791.693,32803.5282792793,1000
0.5,0.4,0.75,2,2753.42,28605.368968969,1000
0.5,0.4,0.75,3,2168.488,31978.3281841842,1000
0.5,0.4,0.75,4,2063.062,47806.2403963964,1000
0.5,0.4,0.75,5,2240.101,80931.6124114114,1000
0.5,0.4,0.75,6,2664.013,141768.521352352,1000
0.5,0.4,0.75,7,3374.51,250454.654554555,1000
0.5,0.4,0.75,8,4424.306,445283.902266266,1000
0.5,0.4,0.75,9,5874.079,732557.458217217,1000
0.5,0.4,0.75,10,7747.146,1099042.48717117,1000
0.5,0.4,0.75,11,9929.737,1391653.40723824,1000
0.5,0.4,0.75,12,12251.383,1438101.57788889,1000
0.5,0.4,0.75,13,14407.719,1143876.90894795,1000
0.5,0.4,0.75,14,16176.71,782183.411311311,1000
0.5,0.4,0.75,15,17477.578,467398.854770771,1000
0.5,0.4,0.75,16,18359.998,313429.907903904,1000
0.5,0.4,0.75,17,18922.117,242795.572883884,1000
0.5,0.4,0.75,18,19297.209,205115.723042042,1000
0.5,0.4,0.75,19,19520.918,191430.537813814,1000
0.5,0.4,0.75,20,19669.524,177719.306730731,1000
0.5,0.4,0.75,21,19754.302,186418.531327327,1000
0.5,0.4,0.75,22,19804.742,183643.739175175,1000
0.5,0.4,0.75,23,19853.621,169101.41076977,1000
0.5,0.4,0.75,24,19901.893,173468.235786787,1000
0.5,0.4,0.75,25,19940.302,169967.698494494,1000
0.5,0.4,0.75,26,19955.823,173206.886557558,1000
0.5,0.4,0.75,27,19945.555,178953.064039039,1000
0.5,0.4,0.75,28,19963.185,168548.469244244,1000
0.5,0.4,0.75,29,19955.775,164506.160535536,1000
0.5,0.4,0.75,30,19985.44,176266.474874875,1000
0.5,0.4,0.75,31,19989.888,186046.26371972,1000
0.5,0.4,0.75,32,19990.759,158082.829748749,1000
0.5,0.4,0.75,33,19997.766,158196.717961962,1000
0.5,0.4,0.75,34,20008.95,169457.226726727,1000
0.5,0.4,0.75,35,19980.755,163523.414389389,1000
0.5,0.4,0.75,36,19985.265,165726.058833834,1000
0.5,0.4,0.75,37,19994.82,175316.38998999,1000
0.5,0.4,0.75,38,19989.911,177480.017096096,1000
0.5,0.4,0.75,39,19979.265,166185.466241241,1000
0.5,0.4,0.75,40,19977.089,165112.383462462,1000
0.5,0.4,0.75,41,19984.894,166076.060824825,1000
0.5,0.4,0.75,42,19996.244,166066.236700701,1000
0.5,0.4,0.75,43,20005.168,178204.442218218,1000
0.5,0.4,0.75,44,20000.593,179735.044395395,1000
0.5,0.4,0.75,45,20001.257,168717.088039039,1000
0.5,0.4,0.75,46,20003.575,168581.621996997,1000
0.5,0.4,0.75,47,20008.211,177087.768247247,1000
0.5,0.4,0.75,48,19998.877,162705.737608609,1000
0.5,0.4,0.75,49,20009.242,174215.546982983,1000
0.5,0.4,0.75,50,19987.767,172635.770481481,1000
0.5,0.4,0.75,51,20002.11,167068.414314314,1000
0.5,0.4,0.75,52,19993.942,184995.558194194,1000
0.5,0.4,0.75,53,20008.052,181578.770066066,1000
0.5,0.4,0.75,54,20000.125,166472.341716717,1000
0.5,0.4,0.75,55,20004.388,162008.485941942,1000
0.5,0.4,0.75,56,19994.314,174183.122526527,1000
0.5,0.4,0.75,57,19994.869,181952.748587588,1000
0.5,0.4,0.75,58,19987.448,185932.716012012,1000
0.5,0.4,0.75,59,19998.383,185041.275586587,1000
0.5,0.4,0.75,60,19996.302,161432.160956957,1000
0.5,0.4,0.75,61,20006.825,168333.832207207,1000
0.5,0.4,0.75,62,19996.883,171922.916227227,1000
0.5,0.4,0.75,63,19993.532,166250.471447447,1000
0.5,0.4,0.75,64,19999.341,157581.079798799,1000
0.5,0.4,0.75,65,20003.095,174534.098073073,1000
0.5,0.4,0.75,66,20006.737,182563.253084084,1000
0.5,0.4,0.75,67,19988.659,183215.668387387,1000
0.5,0.4,0.75,68,19989.699,178874.12051952,1000
0.5,0.4,0.75,69,20009.567,154283.831342342,1000
0.5,0.4,0.75,70,20000.31,168066.960860861,1000
0.5,0.4,0.75,71,20003.037,174262.90853954,1000
0.5,0.4,0.75,72,19997.837,171972.693124124,1000
0.5,0.4,0.75,73,19991.722,178158.118834835,1000
0.5,0.4,0.75,74,19999.907,183249.303654655,1000
0.5,0.4,0.75,75,20002.978,171682.82434034,1000
0.5,0.4,0.75,76,19985.597,178097.776367367,1000
0.5,0.4,0.75,77,19993.228,179273.741757758,1000
0.5,0.4,0.75,78,20009.045,179657.408383383,1000
0.5,0.4,0.75,79,20009.305,160173.00497998,1000
0.5,0.4,0.75,80,19998.552,163764.639935936,1000
0.5,0.4,0.75,81,20000.496,160379.241225225,1000
0.5,0.4,0.75,82,19981.239,179474.988867868,1000
0.5,0.4,0.75,83,19970.729,174608.131690691,1000
0.5,0.4,0.75,84,19999.566,176433.609253253,1000
0.5,0.4,0.75,85,19981.329,182677.888647648,1000
0.5,0.4,0.75,86,19981.2,168933.145145145,1000
0.5,0.4,0.75,87,19997.7,164610.614614615,1000
0.5,0.4,0.75,88,19991.562,175562.238394394,1000
0.5,0.4,0.75,89,20004.355,175630.293268268,1000
0.5,0.4,0.75,90,19978.446,172644.789873874,1000
0.5,0.4,0.75,91,20001.809,192588.17068969,1000
0.5,0.4,0.75,92,20001.115,180485.106881882,1000
0.5,0.4,0.75,93,19993.137,178182.694925926,1000
0.5,0.4,0.75,94,19974.454,176187.603487487,1000
0.5,0.4,0.75,95,19965.728,171435.089105105,1000
0.5,0.4,0.75,96,19971.425,164721.219594595,1000
0.5,0.4,0.75,97,19968.265,165683.684459459,1000
0.5,0.4,0.75,98,19975.818,164615.320196196,1000
0.5,0.4,0.75,99,19986.928,166038.611427427,1000
0.5,0.4,0.75,100,20001.103,158402.913304304,1000
0.5,0.4,0.964285714285714,0,20000,0,1000
0.5,0.4,0.964285714285714,1,4777.912,248525.175431431,1000
0.5,0.4,0.964285714285714,2,3272.866,284705.461505505,1000
0.5,0.4,0.964285714285714,3,3131.747,439445.736727728,1000
0.5,0.4,0.964285714285714,4,3660.125,874665.352727728,1000
0.5,0.4,0.964285714285714,5,4824.992,1840148.12806406,1000
0.5,0.4,0.964285714285714,6,6718.03,3453221.23233233,1000
0.5,0.4,0.964285714285714,7,9267.948,5383652.18548148,1000
0.5,0.4,0.964285714285714,8,12158.824,6117708.971996,1000
0.5,0.4,0.964285714285714,9,14626.438,4757013.87803403,1000
0.5,0.4,0.964285714285714,10,16571.709,3065854.93925826,1000
0.5,0.4,0.964285714285714,11,17698.892,1988947.32566166,1000
0.5,0.4,0.964285714285714,12,18436.111,1558419.56023924,1000
0.5,0.4,0.964285714285714,13,18880.431,1332562.10534434,1000
0.5,0.4,0.964285714285714,14,19191.201,1157564.11671572,1000
0.5,0.4,0.964285714285714,15,19434.569,1179098.62986887,1000
0.5,0.4,0.964285714285714,16,19593.151,1112538.33253153,1000
0.5,0.4,0.964285714285714,17,19651.019,1083368.361,1000
0.5,0.4,0.964285714285714,18,19776.078,1151294.95887487,1000
0.5,0.4,0.964285714285714,19,19736.128,1245888.66828428,1000
0.5,0.4,0.964285714285714,20,19865.781,1085128.80584484,1000
0.5,0.4,0.964285714285714,21,19882.581,1053959.556996,1000
0.5,0.4,0.964285714285714,22,19959.159,1127743.4812002,1000
0.5,0.4,0.964285714285714,23,19944.156,1171771.6332973,1000
0.5,0.4,0.964285714285714,24,19948.253,1075743.32231331,1000
0.5,0.4,0.964285714285714,25,19928.837,1179209.55999099,1000
0.5,0.4,0.964285714285714,26,19991.497,1144575.84383483,1000
0.5,0.4,0.964285714285714,27,19942.062,1154774.51667267,1000
0.5,0.4,0.964285714285714,28,19903.124,1103976.0787027,1000
0.5,0.4,0.964285714285714,29,19960.1,1071162.39439439,1000
0.5,0.4,0.964285714285714,30,19949.132,1105641.85843443,1000
0.5,0.4,0.964285714285714,31,19975.937,1132662.39142242,1000
0.5,0.4,0.964285714285714,32,19960.581,1131198.90834735,1000
0.5,0.4,0.964285714285714,33,19910.776,1097272.71654054,1000
0.5,0.4,0.964285714285714,34,19985.061,1090777.1163954,1000
0.5,0.4,0.964285714285714,35,19988.457,1170164.56071171,1000
0.5,0.4,0.964285714285714,36,19928.372,1104725.31493093,1000
0.5,0.4,0.964285714285714,37,20010.601,1105948.61441341,1000
0.5,0.4,0.964285714285714,38,19972.179,1133762.55151051,1000
0.5,0.4,0.964285714285714,39,20010.419,1277486.56800701,1000
0.5,0.4,0.964285714285714,40,20014.67,1131692.94004004,1000
0.5,0.4,0.964285714285714,41,19967.875,1029313.41278779,1000
0.5,0.4,0.964285714285714,42,20036.676,1038178.85187588,1000
0.5,0.4,0.964285714285714,43,20026.622,1127161.73084685,1000
0.5,0.4,0.964285714285714,44,19997.862,1144118.46542142,1000
0.5,0.4,0.964285714285714,45,19983.827,1122821.90297397,1000
0.5,0.4,0.964285714285714,46,19954.178,1037067.62193794,1000
0.5,0.4,0.964285714285714,47,19962.102,1085407.51711311,1000
0.5,0.4,0.964285714285714,48,19934.597,1105021.85644745,1000
0.5,0.4,0.964285714285714,49,19924.963,1106112.0697007,1000
0.5,0.4,0.964285714285714,50,19982.314,1120203.25866266,1000
0.5,0.4,0.964285714285714,51,19938.538,1089891.75431031,1000
0.5,0.4,0.964285714285714,52,19874.922,1128709.15306907,1000
0.5,0.4,0.964285714285714,53,19970.636,1120991.03453854,1000
0.5,0.4,0.964285714285714,54,19964.438,1117151.31547147,1000
0.5,0.4,0.964285714285714,55,19986.494,1118273.5395035,1000
0.5,0.4,0.964285714285714,56,19966.754,1029830.96645045,1000
0.5,0.4,0.964285714285714,57,19902.485,1204020.01779279,1000
0.5,0.4,0.964285714285714,58,20024.067,1094148.19670771,1000
0.5,0.4,0.964285714285714,59,19956.651,1139151.66286186,1000
0.5,0.4,0.964285714285714,60,19951.046,1113674.00388789,1000
0.5,0.4,0.964285714285714,61,19960.59,1144179.86376376,1000
0.5,0.4,0.964285714285714,62,19958.083,1170138.53064164,1000
0.5,0.4,0.964285714285714,63,19980.439,1061817.98025926,1000
0.5,0.4,0.964285714285714,64,19986.204,1150862.48086486,1000
0.5,0.4,0.964285714285714,65,19950.101,1177600.02282182,1000
0.5,0.4,0.964285714285714,66,19981.713,1095647.49012112,1000
0.5,0.4,0.964285714285714,67,20006.495,1185779.2211962,1000
0.5,0.4,0.964285714285714,68,19986.939,1140961.00428328,1000
0.5,0.4,0.964285714285714,69,20010.009,1186677.53044945,1000
0.5,0.4,0.964285714285714,70,20047.199,1146617.94734635,1000
0.5,0.4,0.964285714285714,71,19972.849,1100520.73693594,1000
0.5,0.4,0.964285714285714,72,19998.247,1095112.93692793,1000
0.5,0.4,0.964285714285714,73,19903.458,1083719.37160761,1000
0.5,0.4,0.964285714285714,74,19967.938,1070791.6478038,1000
0.5,0.4,0.964285714285714,75,19949.134,1096270.86691091,1000
0.5,0.4,0.964285714285714,76,19965.168,1150563.54932533,1000
0.5,0.4,0.964285714285714,77,19990.66,1070065.4038038,1000
0.5,0.4,0.964285714285714,78,19987.316,1214865.02316717,1000
0.5,0.4,0.964285714285714,79,19980.397,1093873.83522623,1000
0.5,0.4,0.964285714285714,80,19943.643,1131234.98653754,1000
0.5,0.4,0.964285714285714,81,19975.887,1106779.24948048,1000
0.5,0.4,0.964285714285714,82,19973.697,1081271.40059159,1000
0.5,0.4,0.964285714285714,83,19961.978,1100623.81132733,1000
0.5,0.4,0.964285714285714,84,19974.97,1112394.77787788,1000
0.5,0.4,0.964285714285714,85,19936.329,1095281.28003904,1000
0.5,0.4,0.964285714285714,86,19946.336,1071234.82392793,1000
0.5,0.4,0.964285714285714,87,19902.025,1041299.89627127,1000
0.5,0.4,0.964285714285714,88,19967.945,1101372.7287037,1000
0.5,0.4,0.964285714285714,89,19996.278,1092214.9796957,1000
0.5,0.4,0.964285714285714,90,19980.897,1195726.05444545,1000
0.5,0.4,0.964285714285714,91,19982.121,1140581.09145045,1000
0.5,0.4,0.964285714285714,92,20030.332,1091233.83761361,1000
0.5,0.4,0.964285714285714,93,19921.515,1183763.07885385,1000
0.5,0.4,0.964285714285714,94,19969.458,1210910.68091692,1000
0.5,0.4,0.964285714285714,95,19918.979,1104391.08764665,1000
0.5,0.4,0.964285714285714,96,20006.248,1218788.69519119,1000
0.5,0.4,0.964285714285714,97,20043.811,1150988.36164064,1000
0.5,0.4,0.964285714285714,98,19998.458,1154384.98722322,1000
0.5,0.4,0.964285714285714,99,19965.766,1159777.0522963,1000
0.5,0.4,0.964285714285714,100,19994.856,1178141.07433834,1000
1,0.1,0.25,0,20000,0,438
1,0.1,0.25,1,3254.38356164384,4652.1225666907,438
1,0.1,0.25,2,815.360730593607,1706.16248184487,438
1,0.1,0.25,3,273.874429223744,576.833166149441,438
1,0.1,0.25,4,117.98401826484,262.034068942457,438
1,0.1,0.25,5,62.7420091324201,160.791411972456,438
1,0.1,0.25,6,38.8356164383562,108.352778909752,438
1,0.1,0.25,7,27.6301369863014,80.4532773267296,438
1,0.1,0.25,8,22.5502283105023,72.0741303825376,438
1,0.1,0.25,9,19.8287671232877,73.7761041973606,438
1,0.1,0.25,10,18.2374429223744,75.3119128971924,438
1,0.1,0.25,11,17.5593607305936,81.5285048535574,438
1,0.1,0.25,12,17.3972602739726,95.1004043760384,438
1,0.1,0.25,13,17.796803652968,112.619943993396,438
1,0.1,0.25,14,18.5,137.765446224256,438
1,0.1,0.25,15,19.4360730593607,159.253341065588,438
1,0.1,0.25,16,20.4954337899543,189.76542532627,438
1,0.1,0.25,17,22.4132420091324,239.771632028254,438
1,0.1,0.25,18,25.0821917808219,320.03899564277,438
1,0.1,0.25,19,27.8584474885845,425.156118407991,438
1,0.1,0.25,20,31.1735159817352,574.162042987158,438
1,0.1,0.25,21,34.6073059360731,748.646353823809,438
1,0.1,0.25,22,39.2694063926941,1014.73732275895,438
1,0.1,0.25,23,44.4178082191781,1349.53441898373,438
1,0.1,0.25,24,50.2100456621005,1781.74067688578,438
1,0.1,0.25,25,56.7579908675799,2373.9321442379,438
1,0.1,0.25,26,64.37899543379,3199.05511843934,438
1,0.1,0.25,27,73.189497716895,4284.6711022643,438
1,0.1,0.25,28,83.3675799086758,5854.81423257369,438
1,0.1,0.25,29,95.3561643835616,7787.52045390427,438
1,0.1,0.25,30,108.767123287671,10205.4650951381,438
1,0.1,0.25,31,123.840182648402,13243.676917129,438
1,0.1,0.25,32,141.093607305936,17672.4877851269,438
1,0.1,0.25,33,160.107305936073,22635.0937222449,438
1,0.1,0.25,34,182.264840182648,29566.8679142765,438
1,0.1,0.25,35,207.627853881279,38806.4492910358,438
1,0.1,0.25,36,235.641552511416,50368.6469650899,438
1,0.1,0.25,37,268.627853881279,65929.8451720427,438
1,0.1,0.25,38,306.340182648402,86445.7398461908,438
1,0.1,0.25,39,348.671232876712,111868.774960033,438
1,0.1,0.25,40,396.299086757991,144073.468694816,438
1,0.1,0.25,41,450.913242009132,185121.630899763,438
1,0.1,0.25,42,512.920091324201,238682.600007314,438
1,0.1,0.25,43,581.547945205479,303967.76771888,438
1,0.1,0.25,44,661.388127853881,387703.556105869,438
1,0.1,0.25,45,750.493150684931,493809.193316824,438
1,0.1,0.25,46,850.317351598174,627382.862444228,438
1,0.1,0.25,47,961.730593607306,786556.549679738,438
1,0.1,0.25,48,1088.95205479452,992953.116689132,438
1,0.1,0.25,49,1230.63926940639,1238103.10985027,438
1,0.1,0.25,50,1387.20319634703,1533634.64282729,438
1,0.1,0.25,51,1561.42465753425,1889845.65449359,438
1,0.1,0.25,52,1755.13470319635,2312365.24725975,438
1,0.1,0.25,53,1969.78538812785,2820411.16207433,438
1,0.1,0.25,54,2203.47488584475,3400092.63895594,438
1,0.1,0.25,55,2461.34703196347,4076167.67334357,438
1,0.1,0.25,56,2741.14611872146,4836421.80926408,438
1,0.1,0.25,57,3042.70776255708,5680082.9807634,438
1,0.1,0.25,58,3370.19178082192,6656666.91508103,438
1,0.1,0.25,59,3721.12328767123,7718835.97103539,438
1,0.1,0.25,60,4097.41780821918,8875394.65570045,438
1,0.1,0.25,61,4494.47945205479,10121616.0258926,438
1,0.1,0.25,62,4913.60730593607,11396507.9415483,438
1,0.1,0.25,63,5354.20776255708,12742290.0597108,438
1,0.1,0.25,64,5820.91780821918,14083072.5927714,438
1,0.1,0.25,65,6301.76712328767,15429650.1744773,438
1,0.1,0.25,66,6799.00913242009,16766728.9335549,438
1,0.1,0.25,67,7318.43835616438,18071144.6723927,438
1,0.1,0.25,68,7847.19406392694,19271860.1887976,438
1,0.1,0.25,69,8381.76712328767,20358233.8449578,438
