"p0","var.z","h2","t","nbar","nvar","psrv","nn"
0.75,0.1,0.25,61,1655339.5,81966371331,1,4
0.75,0.1,0.25,62,1638775.5,73558897549.6667,1,4
0.75,0.1,0.25,63,1691295.5,79144489103,1,4
0.75,0.1,0.25,64,1663874,65423317822,1,4
0.75,0.1,0.25,65,1689755.25,65365426296.9167,1,4
0.75,0.1,0.25,66,1725862.75,58768582410.9167,1,4
0.75,0.1,0.25,67,1753259,45623734476.6667,1,4
0.75,0.1,0.25,68,1752400.5,43037056705.6667,1,4
0.75,0.1,0.25,69,1782372.25,44406404092.25,1,4
0.75,0.1,0.25,70,1741366.25,33250474880.9167,1,4
0.75,0.1,0.25,71,1772070.25,37011365959.5833,1,4
0.75,0.1,0.25,72,1766565.75,47840951579.5833,1,4
0.75,0.1,0.25,73,1796083,46149507618,1,4
0.75,0.1,0.25,74,1789467.5,24490468991,1,4
0.75,0.1,0.25,75,1797067.75,16573689662.25,1,4
0.75,0.1,0.25,76,1804844.75,21280063826.25,1,4
0.75,0.1,0.25,77,1799618,23488176536.6667,1,4
0.75,0.1,0.25,78,1805804.25,27352821136.25,1,4
0.75,0.1,0.25,79,1845219.5,19572444479,1,4
0.75,0.1,0.25,80,1860899.75,12769927180.9167,1,4
0.75,0.1,0.25,81,1835851.75,12715848279.5833,1,4
0.75,0.1,0.25,82,1846835.5,15789288017.6667,1,4
0.75,0.1,0.25,83,1866985,15744862662.6667,1,4
0.75,0.1,0.25,84,1868929.25,15698382656.25,1,4
0.75,0.1,0.25,85,1891957.25,21049079182.9167,1,4
0.75,0.1,0.25,86,1863197.5,22593314213.6667,1,4
0.75,0.1,0.25,87,1871403.75,11559884560.9167,1,4
0.75,0.1,0.25,88,1885619.5,10784997049,1,4
0.75,0.1,0.25,89,1892134,6780774716.66667,1,4
0.75,0.1,0.25,90,1902360.25,6615113026.91667,1,4
0.75,0.1,0.25,91,1924832.75,4466068356.91667,1,4
0.75,0.1,0.25,92,1908470.75,5454402442.91667,1,4
0.75,0.1,0.25,93,1909051.5,6227033833.66667,1,4
0.75,0.1,0.25,94,1892891.5,8789062588.33333,1,4
0.75,0.1,0.25,95,1933645,3173578704.66667,1,4
0.75,0.1,0.25,96,1929958.5,2941441348.33333,1,4
0.75,0.1,0.25,97,1958087,2957813953.33333,1,4
0.75,0.1,0.25,98,1991366.5,4296283763,1,4
0.75,0.1,0.25,99,1943290.5,5741024190.33333,1,4
0.75,0.1,0.25,100,1935740.75,7448929165.58333,1,4
0.75,0.1,0.5,0,2020000,0,1,1000
0.75,0.1,0.5,1,328416.65,227807603.661161,1,1000
0.75,0.1,0.5,2,112552.885,110149078.456231,1,1000
0.75,0.1,0.5,3,48147.508,59898380.2301662,1,1000
0.75,0.1,0.5,4,24053.049,34129306.9935926,1,1000
0.75,0.1,0.5,5,13323.617,22199153.8841952,1,1000
0.75,0.1,0.5,6,8330.177,17006664.7584294,1,1000
0.75,0.1,0.5,7,5700.67502507523,13906563.7818355,1,997
0.75,0.1,0.5,8,4367.74973931178,12510615.1606863,1,959
0.75,0.1,0.5,9,3928.30182232346,14286880.2656979,1,878
0.75,0.1,0.5,10,4028.10978835979,19159241.5230299,1,756
0.75,0.1,0.5,11,4638.24270353303,33490105.2210044,1,651
0.75,0.1,0.5,12,5755.7098540146,60146231.9211459,1,548
0.75,0.1,0.5,13,7376.95670103093,117503301.049774,1,485
0.75,0.1,0.5,14,9988.14485981308,232629028.353674,1,428
0.75,0.1,0.5,15,14114.3575129534,508623214.458865,1,386
0.75,0.1,0.5,16,19953.8300835655,1145409777.54926,1,359
0.75,0.1,0.5,17,29490.1746987952,2748415793.76999,1,332
0.75,0.1,0.5,18,43098.278125,6396680411.52429,1,320
0.75,0.1,0.5,19,64430.0524590164,14743048943.2143,1,305
0.75,0.1,0.5,20,96847.8166089965,31244951000.5461,1,289
0.75,0.1,0.5,21,136942.178947368,57122800962.8094,1,285
0.75,0.1,0.5,22,192113.344202899,98012639609.012,1,276
0.75,0.1,0.5,23,261753.182835821,153283683161.468,1,268
0.75,0.1,0.5,24,338260.09469697,213874298877.31,1,264
0.75,0.1,0.5,25,423618.379310345,277103992445.252,1,261
0.75,0.1,0.5,26,513495.39688716,333133362763.279,1,257
0.75,0.1,0.5,27,603783.12890625,381347145883.65,1,256
0.75,0.1,0.5,28,699926.407114625,420357930573.195,1,253
0.75,0.1,0.5,29,793996.812749004,443809189112.721,1,251
0.75,0.1,0.5,30,889929.253012048,455857370248.754,1,249
0.75,0.1,0.5,31,975626.738955823,460104150785.226,1,249
0.75,0.1,0.5,32,1061567.83064516,449784180934.287,1,248
0.75,0.1,0.5,33,1139353.71370968,433136642059.946,1,248
0.75,0.1,0.5,34,1211320.28629032,412399178168.885,1,248
0.75,0.1,0.5,35,1285295.45564516,389044933910.039,1,248
0.75,0.1,0.5,36,1345946.36290323,356149985603.431,1,248
0.75,0.1,0.5,37,1413159.28744939,317232905234.702,1,247
0.75,0.1,0.5,38,1471102.77235772,268874150053.866,1,246
0.75,0.1,0.5,39,1526218.80081301,236351400711.303,1,246
0.75,0.1,0.5,40,1570555.74796748,203127616570.099,1,246
0.75,0.1,0.5,41,1613021.32113821,174185099387.639,1,246
0.75,0.1,0.5,42,1651489.18292683,151395707992.803,1,246
0.75,0.1,0.5,43,1685169.80894309,130554584487.959,1,246
0.75,0.1,0.5,44,1719801.72357724,114709664889.931,1,246
0.75,0.1,0.5,45,1744107.82520325,101000472680.806,1,246
0.75,0.1,0.5,46,1769529.85365854,88761623611.8642,1,246
0.75,0.1,0.5,47,1789987.69105691,77597748901.7164,1,246
0.75,0.1,0.5,48,1807727.97154472,69448773709.489,1,246
0.75,0.1,0.5,49,1823378.45528455,62635384121.2041,1,246
0.75,0.1,0.5,50,1842082.75203252,54824352858.5219,1,246
0.75,0.1,0.5,51,1853444.0203252,48419956338.6486,1,246
0.75,0.1,0.5,52,1867065.47154472,43079655727.9237,1,246
0.75,0.1,0.5,53,1877358.02845528,38302050416.6727,1,246
0.75,0.1,0.5,54,1888638.41463415,33592245935.3049,1,246
0.75,0.1,0.5,55,1897955.04878049,29731123156.1609,1,246
0.75,0.1,0.5,56,1909985.13414634,25580395871.333,1,246
0.75,0.1,0.5,57,1922605.20731707,21049274024.1324,1,246
0.75,0.1,0.5,58,1932015.86178862,16993960727.3441,1,246
0.75,0.1,0.5,59,1937185.33739837,13943461035.2122,1,246
0.75,0.1,0.5,60,1943541.35772358,11835602824.5164,1,246
0.75,0.1,0.5,61,1952956.93902439,9346428938.38402,1,246
0.75,0.1,0.5,62,1958611.70731707,8021129100.23235,1,246
0.75,0.1,0.5,63,1960785.2601626,7593825841.90755,1,246
0.75,0.1,0.5,64,1964399.08943089,6332404299.65728,1,246
0.75,0.1,0.5,65,1968808.60162602,4945020776.91004,1,246
0.75,0.1,0.5,66,1975544.39837398,4217821964.99983,1,246
0.75,0.1,0.5,67,1980301.66260163,3884468698.20815,1,246
0.75,0.1,0.5,68,1982789.30081301,3757236151.93363,1,246
0.75,0.1,0.5,69,1988042.53252033,3310877177.98873,1,246
0.75,0.1,0.5,70,1994975.40243902,3384206973.22922,1,246
0.75,0.1,0.5,71,1994379.25609756,2774108335.59537,1,246
0.75,0.1,0.5,72,1994016.72357724,2411085099.62124,1,246
0.75,0.1,0.5,73,1997660.93495935,2113336262.28147,1,246
0.75,0.1,0.5,74,1997454.82926829,1900122289.02379,1,246
0.75,0.1,0.5,75,2003581.34146341,2469862730.16048,1,246
0.75,0.1,0.5,76,2002970.82520325,2187901934.14483,1,246
0.75,0.1,0.5,77,2006153.96747967,1934270735.51731,1,246
0.75,0.1,0.5,78,2005467.90650407,1751981011.8402,1,246
0.75,0.1,0.5,79,2004974.81300813,1696760406.69959,1,246
0.75,0.1,0.5,80,2004313.38617886,1735658967.03801,1,246
0.75,0.1,0.5,81,2006552.6300813,1924379262.49525,1,246
0.75,0.1,0.5,82,2008450.69105691,1947092430.81029,1,246
0.75,0.1,0.5,83,2006915.16260163,1780978134.26733,1,246
0.75,0.1,0.5,84,2010686.2398374,1793062395.76673,1,246
0.75,0.1,0.5,85,2010361.8902439,1791626369.83688,1,246
0.75,0.1,0.5,86,2011580.45934959,1749416572.85344,1,246
0.75,0.1,0.5,87,2012986.24796748,1728487364.45663,1,246
0.75,0.1,0.5,88,2014084.1097561,1700012313.02872,1,246
0.75,0.1,0.5,89,2009773.54471545,1578095881.40003,1,246
0.75,0.1,0.5,90,2011722.10569106,1560830427.40103,1,246
0.75,0.1,0.5,91,2014740.19918699,1419816464.17649,1,246
0.75,0.1,0.5,92,2014151.85365854,1469117444.41931,1,246
0.75,0.1,0.5,93,2014131.73577236,1567146173.19112,1,246
0.75,0.1,0.5,94,2014614.97560976,1199751071.27287,1,246
0.75,0.1,0.5,95,2014235.19918699,1435780820.99282,1,246
0.75,0.1,0.5,96,2015738.29268293,1480275963.39154,1,246
0.75,0.1,0.5,97,2016143.11382114,1582192645.6523,1,246
0.75,0.1,0.5,98,2016664.53658537,1617488291.1558,1,246
0.75,0.1,0.5,99,2013811.90243902,1566366976.39861,1,246
0.75,0.1,0.5,100,2014506.58536585,1593706249.46819,1,246
0.75,0.1,1,0,2020000,0,1,1000
0.75,0.1,1,1,327907.711,220571165.172652,1,1000
0.75,0.1,1,2,125660.564,113411706.754659,1,1000
0.75,0.1,1,3,66180.654,81758099.5358198,1,1000
0.75,0.1,1,4,43994.994,77418699.1070711,1,1000
0.75,0.1,1,5,35438.072,88753046.0548709,1,1000
0.75,0.1,1,6,33031.545,124697585.361336,1,1000
0.75,0.1,1,7,34913.68,199529534.095696,1,1000
0.75,0.1,1,8,40873.993,376702515.246197,1,1000
0.75,0.1,1,9,51626.857,769216466.627178,1,1000
0.75,0.1,1,10,69722.32,1713559258.33594,1,1000
0.75,0.1,1,11,98854.861,3980238861.08877,1,1000
0.75,0.1,1,12,145093.267,9404893124.13585,1,1000
0.75,0.1,1,13,215966.381,21396986159.5194,1,1000
0.75,0.1,1,14,319952.951,44476378653.8304,1,1000
0.75,0.1,1,15,466180.816816817,82598067200.8893,1,999
0.75,0.1,1,16,654513.262262262,131315439225.717,1,999
0.75,0.1,1,17,873006.693693694,173993515184.862,1,999
0.75,0.1,1,18,1101754.91091091,191407862084.58,1,999
0.75,0.1,1,19,1317690.78778779,179154484339.973,1,999
0.75,0.1,1,20,1501326.58158158,144057631379.672,1,999
0.75,0.1,1,21,1645754.86286286,104228041997.888,1,999
0.75,0.1,1,22,1749283.0980981,70385209942.0845,1,999
0.75,0.1,1,23,1822421.05005005,45175481113.4023,1,999
0.75,0.1,1,24,1874182.89289289,28067143193.6909,1,999
0.75,0.1,1,25,1907788.39339339,16536469447.9683,1,999
0.75,0.1,1,26,1932466.76776777,9924896711.84982,1,999
0.75,0.1,1,27,1949051.59459459,5807103952.57797,1,999
0.75,0.1,1,28,1965844.18418418,3531841690.54119,1,999
0.75,0.1,1,29,1975340.20620621,2371858254.3402,1,999
0.75,0.1,1,30,1985664.65065065,1966186183.32773,1,999
0.75,0.1,1,31,1992426.8988989,1829225176.92865,1,999
0.75,0.1,1,32,1996747.65665666,1660669404.30785,1,999
0.75,0.1,1,33,2000790.38638639,1526818814.65617,1,999
0.75,0.1,1,34,2003260.99399399,1545317247.88574,1,999
0.75,0.1,1,35,2004058.17617618,1615365498.55009,1,999
0.75,0.1,1,36,2006551.93593594,1580457312.69128,1,999
0.75,0.1,1,37,2009777.26326326,1672746760.90156,1,999
0.75,0.1,1,38,2011825.47047047,1526036481.50188,1,999
0.75,0.1,1,39,2013682.8998999,1682769713.06612,1,999
0.75,0.1,1,40,2014213.68068068,1675970799.08531,1,999
0.75,0.1,1,41,2015225.7027027,1629149652.46764,1,999
0.75,0.1,1,42,2014744.76476476,1516849336.96765,1,999
0.75,0.1,1,43,2015884.67967968,1545799595.52455,1,999
0.75,0.1,1,44,2017592.37837838,1427225055.44186,1,999
0.75,0.1,1,45,2018871.71171171,1536450269.76049,1,999
0.75,0.1,1,46,2018937.02302302,1479403614.25097,1,999
0.75,0.1,1,47,2018276.73173173,1458645979.61934,1,999
0.75,0.1,1,48,2020736.21821822,1688858255.7359,1,999
0.75,0.1,1,49,2020378.62362362,1536103376.53956,1,999
0.75,0.1,1,50,2019553.63863864,1617574381.88632,1,999
0.75,0.1,1,51,2018748.06506507,1451436434.79436,1,999
0.75,0.1,1,52,2019428.77877878,1510462842.18448,1,999
0.75,0.1,1,53,2020056.21221221,1482339983.39981,1,999
0.75,0.1,1,54,2019360.83883884,1507218911.53813,1,999
0.75,0.1,1,55,2020317.65965966,1594210848.52734,1,999
0.75,0.1,1,56,2020088.16016016,1511287133.1647,1,999
0.75,0.1,1,57,2018923.87987988,1541175153.46652,1,999
0.75,0.1,1,58,2019385.40640641,1425861821.99299,1,999
0.75,0.1,1,59,2018117.6996997,1524301301.61514,1,999
0.75,0.1,1,60,2017757.98198198,1494758241.30028,1,999
0.75,0.1,1,61,2017677.4044044,1579753946.65994,1,999
0.75,0.1,1,62,2018329.50650651,1538874984.68508,1,999
0.75,0.1,1,63,2019617.83783784,1569086984.94562,1,999
0.75,0.1,1,64,2020177.12912913,1575686235.96227,1,999
0.75,0.1,1,65,2019670.91591592,1587680035.60615,1,999
0.75,0.1,1,66,2020359.81881882,1552043122.89399,1,999
0.75,0.1,1,67,2019533.82282282,1472535737.31026,1,999
0.75,0.1,1,68,2018709.94994995,1485403706.2019,1,999
0.75,0.1,1,69,2018602.58058058,1695473181.90307,1,999
0.75,0.1,1,70,2019879.28528529,1549286615.39047,1,999
0.75,0.1,1,71,2021580.10910911,1508740828.58027,1,999
0.75,0.1,1,72,2018892.84184184,1509550834.03508,1,999
0.75,0.1,1,73,2019663.23223223,1496224973.13038,1,999
0.75,0.1,1,74,2020913.54954955,1591127151.83898,1,999
0.75,0.1,1,75,2019136.19219219,1586050427.0993,1,999
0.75,0.1,1,76,2019069.36436436,1472455741.8631,1,999
0.75,0.1,1,77,2019521.48848849,1482769066.61886,1,999
0.75,0.1,1,78,2018281.78678679,1549814500.97954,1,999
0.75,0.1,1,79,2018542.42542543,1346980609.44909,1,999
0.75,0.1,1,80,2019751.59459459,1521307308.20723,1,999
0.75,0.1,1,81,2019787.18218218,1480183882.30545,1,999
0.75,0.1,1,82,2020136.68868869,1441890582.74968,1,999
0.75,0.1,1,83,2019971.48948949,1546822281.31427,1,999
0.75,0.1,1,84,2022088.74874875,1497955819.16627,1,999
0.75,0.1,1,85,2020576.27627628,1527952363.99574,1,999
0.75,0.1,1,86,2018966.64564565,1453650897.79014,1,999
0.75,0.1,1,87,2020735.51051051,1444388070.99162,1,999
0.75,0.1,1,88,2021289.44344344,1660231482.39535,1,999
0.75,0.1,1,89,2019723.99399399,1492326507.73343,1,999
0.75,0.1,1,90,2019684.76676677,1503796302.64194,1,999
0.75,0.1,1,91,2019601.15615616,1448391155.99763,1,999
0.75,0.1,1,92,2020289.14914915,1447201603.03485,1,999
0.75,0.1,1,93,2019736.53053053,1412094623.92467,1,999
0.75,0.1,1,94,2018428.28228228,1626508890.94629,1,999
0.75,0.1,1,95,2017745.95095095,1536390603.93447,1,999
0.75,0.1,1,96,2019752.80780781,1411331378.81874,1,999
0.75,0.1,1,97,2021225.24424424,1552478474.40521,1,999
0.75,0.1,1,98,2019709.83983984,1457993715.64567,1,999
0.75,0.1,1,99,2019496.01101101,1551074907.55198,1,999
0.75,0.1,1,100,2017538.08708709,1600679532.40824,1,999
0.75,0.2,0.25,0,2020000,0,1,1000
0.75,0.2,0.25,1,380968.162,248236143.170927,1,1000
0.75,0.2,0.25,2,149710.179,132128408.173132,1,1000
0.75,0.2,0.25,3,72463.864,81383932.3698739,1,1000
0.75,0.2,0.25,4,40220.22,58817205.5871872,1,1000
0.75,0.2,0.25,5,24623.194,41688551.9302943,1,1000
0.75,0.2,0.25,6,16384.725,32985136.4478228,1,1000
0.75,0.2,0.25,7,11891.74,28921809.8482482,1,1000
0.75,0.2,0.25,8,9211.42242242242,27552626.6069516,1,999
0.75,0.2,0.25,9,7811.07351460222,29013782.7536627,1,993
0.75,0.2,0.25,10,6917.98258196721,35272211.9145681,1,976
0.75,0.2,0.25,11,6680.59978425027,45510391.4152483,1,927
0.75,0.2,0.25,12,7198.0831381733,67444151.799645,1,854
0.75,0.2,0.25,13,8084.39130434783,104600877.954239,1,782
0.75,0.2,0.25,14,9597.36176066025,188268175.063164,1,727
0.75,0.2,0.25,15,12348.2416918429,415950965.182041,1,662
0.75,0.2,0.25,16,16338.1869918699,847895869.210905,1,615
0.75,0.2,0.25,17,22094.6689774697,1762436289.42322,1,577
0.75,0.2,0.25,18,31039.2975970425,3785392627.80201,1,541
0.75,0.2,0.25,19,43645.1398058252,7647141828.57186,1,515
0.75,0.2,0.25,20,62130.0777096115,14407850845.6046,1,489
0.75,0.2,0.25,21,87121.4493670886,26431721313.4826,1,474
0.75,0.2,0.25,22,121490.017429194,45618783697.1176,1,459
0.75,0.2,0.25,23,164923.327394209,74013218671.8457,1,449
0.75,0.2,0.25,24,219176.211845103,111344367368.688,1,439
0.75,0.2,0.25,25,283920.139211137,158507584294.948,1,431
0.75,0.2,0.25,26,357265.108490566,211316380069.378,1,424
0.75,0.2,0.25,27,434970.294536817,266702630001.661,1,421
0.75,0.2,0.25,28,518668.424460432,322981944761.139,1,417
0.75,0.2,0.25,29,605024.88647343,373130571962.619,1,414
0.75,0.2,0.25,30,688608.929611651,411140321766.401,1,412
0.75,0.2,0.25,31,771384.543902439,438218960396.156,1,410
0.75,0.2,0.25,32,857013.359605911,450715845365.643,1,406
0.75,0.2,0.25,33,940076.672456576,453670281798.917,1,403
0.75,0.2,0.25,34,1018565.65422886,450421191320.077,1,402
0.75,0.2,0.25,35,1094906.74563591,438728667841.805,1,401
0.75,0.2,0.25,36,1162946.2394015,418292592198.688,1,401
0.75,0.2,0.25,37,1228908.55860349,394681153832.822,1,401
0.75,0.2,0.25,38,1291748.69326683,368825662249.618,1,401
0.75,0.2,0.25,39,1349263.78553616,338053680878.329,1,401
0.75,0.2,0.25,40,1406888.8425,305083280333.02,1,400
0.75,0.2,0.25,41,1456532.615,275158364889.972,1,400
0.75,0.2,0.25,42,1500588.5625,243976967045.299,1,400
0.75,0.2,0.25,43,1541196.37,213771825918.138,1,400
0.75,0.2,0.25,44,1583395.685,185196788375.926,1,400
0.75,0.2,0.25,45,1622914.2075,160768715245.097,1,400
0.75,0.2,0.25,46,1657773.6,136357575001.013,1,400
0.75,0.2,0.25,47,1690259.745,115641474654.737,1,400
0.75,0.2,0.25,48,1718510.2025,97678586731.0992,1,400
0.75,0.2,0.25,49,1742519.165,83471488079.8123,1,400
0.75,0.2,0.25,50,1772961.59398496,63957712105.5131,1,399
0.75,0.2,0.25,51,1792191.58897243,53789350017.2477,1,399
0.75,0.2,0.25,52,1811888.61403509,45804909167.6446,1,399
0.75,0.2,0.25,53,1826821.67919799,39085822245.0777,1,399
0.75,0.2,0.25,54,1843698.04511278,34067599978.1588,1,399
0.75,0.2,0.25,55,1858085.10275689,28701636108.8663,1,399
0.75,0.2,0.25,56,1871356.85714286,24392241855.7308,1,399
0.75,0.2,0.25,57,1882426.86215539,20959394972.1342,1,399
0.75,0.2,0.25,58,1890526.85964912,17899519845.8848,1,399
0.75,0.2,0.25,59,1900584.839599,15319225236.8385,1,399
0.75,0.2,0.25,60,1909935.81954887,13323865755.49,1,399
0.75,0.2,0.25,61,1914859,11836790171.9447,1,399
0.75,0.2,0.25,62,1922960.01002506,10377059052.1909,1,399
0.75,0.2,0.25,63,1931005.07769424,9071500103.88591,1,399
0.75,0.2,0.25,64,1938299.85964912,7837025691.89985,1,399
0.75,0.2,0.25,65,1943850.55639098,7268080019.97106,1,399
0.75,0.2,0.25,66,1950327.21303258,5883314600.79621,1,399
0.75,0.2,0.25,67,1955202.55137845,5046977874.18266,1,399
0.75,0.2,0.25,68,1961768.31077694,4730874779.62177,1,399
0.75,0.2,0.25,69,1964697.56390977,4132760420.63347,1,399
0.75,0.2,0.25,70,1966615.04511278,3993350000.25927,1,399
0.75,0.2,0.25,71,1971151.18546366,3317478809.82984,1,399
0.75,0.2,0.25,72,1977355.47117794,2931972935.99854,1,399
0.75,0.2,0.25,73,1977616.45112782,2913338961.07235,1,399
0.75,0.2,0.25,74,1980790.48370927,3021166218.7579,1,399
0.75,0.2,0.25,75,1985551.65914787,2708448873.75287,1,399
0.75,0.2,0.25,76,1989197.27819549,2485230127.9601,1,399
0.75,0.2,0.25,77,1992050.08521303,2591437903.76156,1,399
0.75,0.2,0.25,78,1992072.36090226,2531695552.30158,1,399
0.75,0.2,0.25,79,1993488.89223058,2386166445.2974,1,399
0.75,0.2,0.25,80,1994417.38345865,2383384879.10133,1,399
0.75,0.2,0.25,81,1994941.87468672,1994381823.78325,1,399
0.75,0.2,0.25,82,2000189.06516291,2127253188.09122,1,399
0.75,0.2,0.25,83,2002242.98496241,1981735016.44701,1,399
0.75,0.2,0.25,84,2003282.34837093,1912469935.96627,1,399
0.75,0.2,0.25,85,2004556.11278195,1972898281.00484,1,399
0.75,0.2,0.25,86,2004332.09022556,1879548615.49938,1,399
0.75,0.2,0.25,87,2005411.70175439,1936717679.04902,1,399
0.75,0.2,0.25,88,2006812.03258145,1629115938.78537,1,399
0.75,0.2,0.25,89,2009315.01002506,1552484134.35668,1,399
0.75,0.2,0.25,90,2011069.97994987,1590171580.27598,1,399
0.75,0.2,0.25,91,2009797.73433584,1877081523.02975,1,399
0.75,0.2,0.25,92,2009245.39849624,1679897030.42623,1,399
0.75,0.2,0.25,93,2010780.90225564,1676871344.91253,1,399
0.75,0.2,0.25,94,2013947.84711779,1675539947.07456,1,399
0.75,0.2,0.25,95,2013975.69172932,1442041327.47508,1,399
0.75,0.2,0.25,96,2010836.5914787,1578919730.8151,1,399
0.75,0.2,0.25,97,2013211.98997494,1603430235.11548,1,399
0.75,0.2,0.25,98,2014043.02506266,1568090334.26068,1,399
0.75,0.2,0.25,99,2015210.97994987,1882983339.77347,1,399
0.75,0.2,0.25,100,2013026.44360902,1656391608.87558,1,399
0.75,0.2,0.5,0,2020000,0,1,1000
0.75,0.2,0.5,1,380714.652,255916884.927824,1,1000
0.75,0.2,0.5,2,163507.688,158901737.285942,1,1000
0.75,0.2,0.5,3,94357.129,127197673.644003,1,1000
0.75,0.2,0.5,4,65654.545,118227394.334309,1,1000
0.75,0.2,0.5,5,53476.571,123241550.21117,1,1000
0.75,0.2,0.5,6,49508.079,165717879.073833,1,1000
0.75,0.2,0.5,7,50774.114,251568915.536541,1,1000
0.75,0.2,0.5,8,56717.156,425174462.079744,1,1000
0.75,0.2,0.5,9,68206.613,781301544.151382,1,1000
0.75,0.2,0.5,10,87244.002,1558007989.48548,1,1000
0.75,0.2,0.5,11,116577.735,3202469874.49927,1,1000
0.75,0.2,0.5,12,160750.186,6615338437.91332,1,1000
0.75,0.2,0.5,13,225964.876,13795918785.0497,1,1000
0.75,0.2,0.5,14,319243.931,27297215482.0743,1,1000
0.75,0.2,0.5,15,447981.359,49698159042.5026,1,1000
0.75,0.2,0.5,16,614863.255,80235150103.8959,1,1000
0.75,0.2,0.5,17,812005.862,111096297618.57,1,1000
0.75,0.2,0.5,18,1025777.412,129496470301.61,1,1000
0.75,0.2,0.5,19,1234362.41,126932041410.366,1,1000
0.75,0.2,0.5,20,1421218.773,107405792127.915,1,1000
0.75,0.2,0.5,21,1572839.771,79906813669.9545,1,1000
0.75,0.2,0.5,22,1688269.641,53413346782.0302,1,1000
0.75,0.2,0.5,23,1771689.884,34184545263.0216,1,1000
0.75,0.2,0.5,24,1828816.393,22005013898.3549,1,1000
0.75,0.2,0.5,25,1871697.559,14353851083.2658,1,1000
0.75,0.2,0.5,26,1899638.704,9699693529.15354,1,1000
0.75,0.2,0.5,27,1921125.141,6981280439.6848,1,1000
0.75,0.2,0.5,28,1938108.089,5354417117.06614,1,1000
0.75,0.2,0.5,29,1953057.806,4065410468.47284,1,1000
0.75,0.2,0.5,30,1962988.328,3245215060.8873,1,1000
0.75,0.2,0.5,31,1973075.198,2594581336.25305,1,1000
0.75,0.2,0.5,32,1980054.803,2183390711.9121,1,1000
0.75,0.2,0.5,33,1985410.126,1957211947.90203,1,1000
0.75,0.2,0.5,34,1990118.342,1858498601.82486,1,1000
0.75,0.2,0.5,35,1996066.434,1775942664.53618,1,1000
0.75,0.2,0.5,36,1999727.684,1749575811.03518,1,1000
0.75,0.2,0.5,37,2001278.034,1646730745.33017,1,1000
0.75,0.2,0.5,38,2003859.493,1693841676.52047,1,1000
0.75,0.2,0.5,39,2007615.784,1761987775.16251,1,1000
0.75,0.2,0.5,40,2009156.236,1662924005.31362,1,1000
0.75,0.2,0.5,41,2010052.813,1608067401.05108,1,1000
0.75,0.2,0.5,42,2012037.16,1621293641.56196,1,1000
0.75,0.2,0.5,43,2012392.983,1674127021.33004,1,1000
0.75,0.2,0.5,44,2012315.819,1578477951.6619,1,1000
0.75,0.2,0.5,45,2013973.027,1564989897.74802,1,1000
0.75,0.2,0.5,46,2016386.422,1626155549.62754,1,1000
0.75,0.2,0.5,47,2017695.18,1575875248.31391,1,1000
0.75,0.2,0.5,48,2017778.909,1602519701.95467,1,1000
0.75,0.2,0.5,49,2017261.385,1616478926.55933,1,1000
0.75,0.2,0.5,50,2015814.156,1538380020.41208,1,1000
0.75,0.2,0.5,51,2017803.351,1525631559.45125,1,1000
0.75,0.2,0.5,52,2018156.75,1682016948.41792,1,1000
0.75,0.2,0.5,53,2016984.746,1624246563.36485,1,1000
0.75,0.2,0.5,54,2016709.622,1732923148.9861,1,1000
0.75,0.2,0.5,55,2015987.27,1769288225.02813,1,1000
0.75,0.2,0.5,56,2017407.027,1725251467.58586,1,1000
0.75,0.2,0.5,57,2017118.975,1683759020.61899,1,1000
0.75,0.2,0.5,58,2016630.943,1666932559.71146,1,1000
0.75,0.2,0.5,59,2018912.23,1627126251.70881,1,1000
0.75,0.2,0.5,60,2018531.662,1632785095.18294,1,1000
0.75,0.2,0.5,61,2020667.509,1422715091.03495,1,1000
0.75,0.2,0.5,62,2019621.957,1549432166.59975,1,1000
0.75,0.2,0.5,63,2020514.09,1724279399.37728,1,1000
0.75,0.2,0.5,64,2021577.822,1607967487.25958,1,1000
0.75,0.2,0.5,65,2022462.077,1593692007.26033,1,1000
0.75,0.2,0.5,66,2019352.186,1634981506.78219,1,1000
0.75,0.2,0.5,67,2021434.099,1488303122.86206,1,1000
0.75,0.2,0.5,68,2021316.838,1587536236.63239,1,1000
0.75,0.2,0.5,69,2019902.333,1545316363.92203,1,1000
0.75,0.2,0.5,70,2021560.046,1583255436.79268,1,1000
0.75,0.2,0.5,71,2021190.992,1589824489.21315,1,1000
0.75,0.2,0.5,72,2020669.63,1643632368.2954,1,1000
0.75,0.2,0.5,73,2019035.753,1598413476.49449,1,1000
0.75,0.2,0.5,74,2022271.187,1584389624.0721,1,1000
0.75,0.2,0.5,75,2021623.878,1603791048.77589,1,1000
0.75,0.2,0.5,76,2022865.572,1471173348.55537,1,1000
0.75,0.2,0.5,77,2022393.902,1620444056.49489,1,1000
0.75,0.2,0.5,78,2019117.361,1637606178.89758,1,1000
0.75,0.2,0.5,79,2018349.862,1493786832.8418,1,1000
0.75,0.2,0.5,80,2017267.546,1522324383.86575,1,1000
0.75,0.2,0.5,81,2019941.521,1594732069.03459,1,1000
0.75,0.2,0.5,82,2019642.056,1759380950.15102,1,1000
0.75,0.2,0.5,83,2018443.994,1525279345.82779,1,1000
0.75,0.2,0.5,84,2018358.144,1624591271.18645,1,1000
0.75,0.2,0.5,85,2019856.075,1487648247.00838,1,1000
0.75,0.2,0.5,86,2020916.575,1598248418.2286,1,1000
