"p0","var.z","h2","t","nbar","nvar","psrv","nn"
0.25,0.2,1,11,35018.922,41216050.106022,1,1000
0.25,0.2,1,12,37377.777,50912333.9832543,1,1000
0.25,0.2,1,13,40223.048,62471643.8495455,1,1000
0.25,0.2,1,14,43361.522,78339619.1646807,1,1000
0.25,0.2,1,15,46924.6,96833957.4594595,1,1000
0.25,0.2,1,16,50913.191,118764971.145665,1,1000
0.25,0.2,1,17,55358.201,147163432.729328,1,1000
0.25,0.2,1,18,60308.615,183336168.273048,1,1000
0.25,0.2,1,19,65775.543,223931718.404556,1,1000
0.25,0.2,1,20,71705.455,272347267.809785,1,1000
0.25,0.2,1,21,78077.747,329366873.55855,1,1000
0.25,0.2,1,22,85156.332,393983742.666442,1,1000
0.25,0.2,1,23,92782.842,475618325.10414,1,1000
0.25,0.2,1,24,101097.667,567829688.436548,1,1000
0.25,0.2,1,25,110222.108,685436019.035371,1,1000
0.25,0.2,1,26,120128.996,811579073.567551,1,1000
0.25,0.2,1,27,130630.673,960009308.016087,1,1000
0.25,0.2,1,28,142215.171,1139837662.9427,1,1000
0.25,0.2,1,29,154909.558,1357750786.50714,1,1000
0.25,0.2,1,30,168457.395,1590640622.70968,1,1000
0.25,0.2,1,31,182933.321,1864414613.29525,1,1000
0.25,0.2,1,32,198529.438,2171106246.65281,1,1000
0.25,0.2,1,33,215349.17,2545203508.11722,1,1000
0.25,0.2,1,34,233529.877,2950895936.06794,1,1000
0.25,0.2,1,35,252872.084,3390598354.06101,1,1000
0.25,0.2,1,36,273719.494,3881591834.51047,1,1000
0.25,0.2,1,37,295807.79,4463871395.93383,1,1000
0.25,0.2,1,38,319556.728,5104771112.91293,1,1000
0.25,0.2,1,39,344944.492,5828832680.15409,1,1000
0.25,0.2,1,40,372068.547,6643685015.38317,1,1000
0.25,0.2,1,41,400589.028,7473930338.67389,1,1000
0.25,0.2,1,42,430729.549,8364513028.51612,1,1000
0.25,0.2,1,43,462388.201,9374033427.43804,1,1000
0.25,0.2,1,44,495740.522,10389015400.0676,1,1000
0.25,0.2,1,45,530355.747,11373306075.9249,1,1000
0.25,0.2,1,46,566906.536,12432329427.254,1,1000
0.25,0.2,1,47,604939.298,13486421365.815,1,1000
0.25,0.2,1,48,644395.15,14587829559.5891,1,1000
0.25,0.2,1,49,685228.339,15692661136.2083,1,1000
0.25,0.2,1,50,727166.266,16673822644.4917,1,1000
0.25,0.2,1,51,770160.047,17627917049.9648,1,1000
0.25,0.2,1,52,814341.386,18538591113.026,1,1000
0.25,0.2,1,53,859676.953,19398240210.8617,1,1000
0.25,0.2,1,54,904887.482,20069837085.1028,1,1000
0.25,0.2,1,55,950979.337,20643403195.547,1,1000
0.25,0.2,1,56,997275.414,21110906025.1097,1,1000
0.25,0.2,1,57,1043825.91,21281524643.6576,1,1000
0.25,0.2,1,58,1090102.898,21341642460.366,1,1000
0.25,0.2,1,59,1135917.508,21279206891.051,1,1000
0.25,0.2,1,60,1181551.025,21085134679.9603,1,1000
0.25,0.2,1,61,1226530.567,20532545998.7463,1,1000
0.25,0.2,1,62,1270784.323,19934814504.6974,1,1000
0.25,0.2,1,63,1313802.95,19199740196.7002,1,1000
0.25,0.2,1,64,1355883.287,18288567668.7073,1,1000
0.25,0.2,1,65,1396439.837,17444201978.5149,1,1000
0.25,0.2,1,66,1435895.79,16573926196.2782,1,1000
0.25,0.2,1,67,1473910.978,15604155034.5421,1,1000
0.25,0.2,1,68,1509945.96,14553786656.7912,1,1000
0.25,0.2,1,69,1544690.061,13595247119.3727,1,1000
0.25,0.2,1,70,1577135.099,12510675859.1243,1,1000
0.25,0.2,1,71,1608090.791,11448380235.641,1,1000
0.25,0.2,1,72,1637740.452,10372297463.9536,1,1000
0.25,0.2,1,73,1666155.388,9407575024.67813,1,1000
0.25,0.2,1,74,1692690.512,8472792680.10596,1,1000
0.25,0.2,1,75,1717633.573,7618659721.47414,1,1000
0.25,0.2,1,76,1740922.052,6698140715.56686,1,1000
0.25,0.2,1,77,1762788.35,6127372417.35085,1,1000
0.25,0.2,1,78,1783849.173,5475238144.926,1,1000
0.25,0.2,1,79,1803482.765,4850856316.222,1,1000
0.25,0.2,1,80,1821549.645,4366026937.77875,1,1000
0.25,0.2,1,81,1838491.991,3989587993.24416,1,1000
0.25,0.2,1,82,1853995.087,3589390776.42586,1,1000
0.25,0.2,1,83,1868107.211,3197159747.56404,1,1000
0.25,0.2,1,84,1880524.05,2890277814.17367,1,1000
0.25,0.2,1,85,1892387.308,2693006265.15829,1,1000
0.25,0.2,1,86,1903570.028,2502655463.01823,1,1000
0.25,0.2,1,87,1913912.428,2303370724.33115,1,1000
0.25,0.2,1,88,1923859.716,2130131225.08042,1,1000
0.25,0.2,1,89,1932754.584,2000979535.68263,1,1000
0.25,0.2,1,90,1940735.806,1852050443.81418,1,1000
0.25,0.2,1,91,1948283.132,1679065723.30989,1,1000
0.25,0.2,1,92,1955402.319,1584303314.91215,1,1000
0.25,0.2,1,93,1961936.413,1484417500.00043,1,1000
0.25,0.2,1,94,1967486.767,1410068081.08179,1,1000
0.25,0.2,1,95,1972803.407,1365033501.12247,1,1000
0.25,0.2,1,96,1977249.326,1334543475.64537,1,1000
0.25,0.2,1,97,1981173.277,1248512950.51479,1,1000
0.25,0.2,1,98,1984635.557,1223913657.47022,1,1000
0.25,0.2,1,99,1988162.275,1193348212.50788,1,1000
0.25,0.2,1,100,1990745.249,1175996105.48649,1,1000
0.25,0.4,0.25,0,2020000,0,1,1000
0.25,0.4,0.25,1,480949.577,72464573.8278989,1,1000
0.25,0.4,0.25,2,223493.305,41227468.8848599,1,1000
0.25,0.4,0.25,3,146212.246,32998148.6861702,1,1000
0.25,0.4,0.25,4,112286.245,29139263.4624374,1,1000
0.25,0.4,0.25,5,93060.996,25830332.8147988,1,1000
0.25,0.4,0.25,6,80628.805,24632096.1010761,1,1000
0.25,0.4,0.25,7,71530.826,22991490.9086326,1,1000
0.25,0.4,0.25,8,64526.678,23601674.0063223,1,1000
0.25,0.4,0.25,9,58903.705,23559214.3503253,1,1000
0.25,0.4,0.25,10,54186.399,22819157.0628619,1,1000
0.25,0.4,0.25,11,50333.956,23705053.8198839,1,1000
0.25,0.4,0.25,12,47016.712,24864073.1822382,1,1000
0.25,0.4,0.25,13,44185.48,23968138.8964965,1,1000
0.25,0.4,0.25,14,41741.684,24909140.2403844,1,1000
0.25,0.4,0.25,15,39638.359,25496846.2463654,1,1000
0.25,0.4,0.25,16,37706.027,25848824.1644354,1,1000
0.25,0.4,0.25,17,36016.095,26170915.4193944,1,1000
0.25,0.4,0.25,18,34492.611,26790071.2309099,1,1000
0.25,0.4,0.25,19,33185.772,27722936.2102262,1,1000
0.25,0.4,0.25,20,31951.451,28308089.4950941,1,1000
0.25,0.4,0.25,21,30830.856,29145109.2685325,1,1000
0.25,0.4,0.25,22,29874.588,29917491.3295856,1,1000
0.25,0.4,0.25,23,29032.854,31151504.2369209,1,1000
0.25,0.4,0.25,24,28220.915,31868871.3451201,1,1000
0.25,0.4,0.25,25,27563.506,33469646.054018,1,1000
0.25,0.4,0.25,26,26881.15,33197030.5680681,1,1000
0.25,0.4,0.25,27,26313.732,34216185.785962,1,1000
0.25,0.4,0.25,28,25802.066,36052997.5331772,1,1000
0.25,0.4,0.25,29,25319.488,36609792.5383944,1,1000
0.25,0.4,0.25,30,24867.513,37692109.193024,1,1000
0.25,0.4,0.25,31,24482.804,39339332.2918759,1,1000
0.25,0.4,0.25,32,24115.164,40277758.1232272,1,1000
0.25,0.4,0.25,33,23898.014,42613579.8356396,1,1000
0.25,0.4,0.25,34,23607.841,44997539.3931121,1,1000
0.25,0.4,0.25,35,23373.016,46148108.294038,1,1000
0.25,0.4,0.25,36,23184.348,48136749.3562523,1,1000
0.25,0.4,0.25,37,22996.69,49564217.4993994,1,1000
0.25,0.4,0.25,38,22841.554,50841500.9860701,1,1000
0.25,0.4,0.25,39,22719.243,53429486.1801311,1,1000
0.25,0.4,0.25,40,22522.495,54346261.2211962,1,1000
0.25,0.4,0.25,41,22419.475,57666593.7991742,1,1000
0.25,0.4,0.25,42,22385.337,59971865.1605916,1,1000
0.25,0.4,0.25,43,22367.359,63376947.6057247,1,1000
0.25,0.4,0.25,44,22284.943,66075722.0417928,1,1000
0.25,0.4,0.25,45,22210.708,68181804.6233594,1,1000
0.25,0.4,0.25,46,22235.857,70452132.8013524,1,1000
0.25,0.4,0.25,47,22298.376,73703744.6732973,1,1000
0.25,0.4,0.25,48,22336.857,76744424.1066577,1,1000
0.25,0.4,0.25,49,22374.227,79648726.6160871,1,1000
0.25,0.4,0.25,50,22433.918,82717775.6329089,1,1000
0.25,0.4,0.25,51,22452.199,85970756.3177167,1,1000
0.25,0.4,0.25,52,22584.913,90865680.4558869,1,1000
0.25,0.4,0.25,53,22770.652,96105833.7286246,1,1000
0.25,0.4,0.25,54,22890.741,99408184.5985175,1,1000
0.25,0.4,0.25,55,23032.04,102430399.65005,1,1000
0.25,0.4,0.25,56,23188.186,105247634.061465,1,1000
0.25,0.4,0.25,57,23347.766,107805254.922166,1,1000
0.25,0.4,0.25,58,23587.742,113649251.508945,1,1000
0.25,0.4,0.25,59,23757.826,118198251.016741,1,1000
0.25,0.4,0.25,60,23949.928,123340746.583399,1,1000
0.25,0.4,0.25,61,24142.232,126825193.339516,1,1000
0.25,0.4,0.25,62,24352.918,131020010.982258,1,1000
0.25,0.4,0.25,63,24545.222,134366791.005722,1,1000
0.25,0.4,0.25,64,24827.214,139811734.438643,1,1000
0.25,0.4,0.25,65,25046.182,144368285.994871,1,1000
0.25,0.4,0.25,66,25295.854,149226373.964649,1,1000
0.25,0.4,0.25,67,25565.322,153820757.649966,1,1000
0.25,0.4,0.25,68,25814.489,160473575.811691,1,1000
0.25,0.4,0.25,69,26079.816,165258439.767912,1,1000
0.25,0.4,0.25,70,26364.939,170480352.447727,1,1000
0.25,0.4,0.25,71,26691.977,174361396.847318,1,1000
0.25,0.4,0.25,72,26922.964,179081137.45616,1,1000
0.25,0.4,0.25,73,27215.763,187347242.889721,1,1000
0.25,0.4,0.25,74,27448.164,193439574.918022,1,1000
0.25,0.4,0.25,75,27755.305,201094395.831807,1,1000
0.25,0.4,0.25,76,28078.909,206361174.623342,1,1000
0.25,0.4,0.25,77,28360.497,213121863.091082,1,1000
0.25,0.4,0.25,78,28768.133,221912892.103414,1,1000
0.25,0.4,0.25,79,29131.329,227693048.769529,1,1000
0.25,0.4,0.25,80,29453.519,234696764.145785,1,1000
0.25,0.4,0.25,81,29873.073,244308246.742413,1,1000
0.25,0.4,0.25,82,30191.425,252830052.923298,1,1000
0.25,0.4,0.25,83,30589.2502502503,261511747.267973,1,999
0.25,0.4,0.25,84,30956.3483483483,271579809.8625,1,999
0.25,0.4,0.25,85,31270.5705705706,282258662.31741,1,999
0.25,0.4,0.25,86,31641.5105105105,293323707.957555,1,999
0.25,0.4,0.25,87,31970.7967967968,298544652.79534,1,999
0.25,0.4,0.25,88,32461.1773547094,310882985.833108,1,998
0.25,0.4,0.25,89,32762.5581162325,320369122.599929,1,998
0.25,0.4,0.25,90,33182.9529058116,332901291.66779,1,998
0.25,0.4,0.25,91,33619.3376753507,347010074.564898,1,998
0.25,0.4,0.25,92,34046.3106212425,359806536.180248,1,998
0.25,0.4,0.25,93,34521.4559118237,370606542.474985,1,998
0.25,0.4,0.25,94,35024.7354709419,382565509.296053,1,998
0.25,0.4,0.25,95,35590.3557114228,398853954.185278,1,998
0.25,0.4,0.25,96,36015.5070140281,415664777.487915,1,998
0.25,0.4,0.25,97,36455.130260521,430257682.12143,1,998
0.25,0.4,0.25,98,36846.9859719439,441923099.857376,1,998
0.25,0.4,0.25,99,37350.1643286573,453592954.376179,1,998
0.25,0.4,0.25,100,37811.2424849699,470911293.345355,1,998
0.25,0.4,0.5,0,2020000,0,1,1000
0.25,0.4,0.5,1,481148.446,71426669.6927768,1,1000
0.25,0.4,0.5,2,229971.748,45813490.496993,1,1000
0.25,0.4,0.5,3,157559.091,36620557.8405596,1,1000
0.25,0.4,0.5,4,127379.887,36215551.7139449,1,1000
0.25,0.4,0.5,5,111444.107,36316635.7613123,1,1000
0.25,0.4,0.5,6,101725.18,39559453.4930931,1,1000
0.25,0.4,0.5,7,95180.784,44466848.7060501,1,1000
0.25,0.4,0.5,8,90556.095,46544548.6746496,1,1000
0.25,0.4,0.5,9,87260.061,49509052.2375165,1,1000
0.25,0.4,0.5,10,84582.955,53202248.1731481,1,1000
0.25,0.4,0.5,11,82539.119,57052314.5353744,1,1000
0.25,0.4,0.5,12,81003.414,61101251.393998,1,1000
0.25,0.4,0.5,13,79991.596,66625293.8506346,1,1000
0.25,0.4,0.5,14,79146.428,71620185.7465626,1,1000
0.25,0.4,0.5,15,78563.456,75819256.8489129,1,1000
0.25,0.4,0.5,16,78217.329,83478764.9537127,1,1000
0.25,0.4,0.5,17,78068.354,87974382.6693534,1,1000
0.25,0.4,0.5,18,77985.534,95768336.3291732,1,1000
0.25,0.4,0.5,19,78070.879,103698858.352712,1,1000
0.25,0.4,0.5,20,78334.994,111780078.350314,1,1000
0.25,0.4,0.5,21,78589.211,119881566.683162,1,1000
0.25,0.4,0.5,22,79048.761,131179775.623503,1,1000
0.25,0.4,0.5,23,79438.722,140680158.250967,1,1000
0.25,0.4,0.5,24,80015.836,149963566.43554,1,1000
0.25,0.4,0.5,25,80533.057,157204491.995747,1,1000
0.25,0.4,0.5,26,81191.577,164348483.273344,1,1000
0.25,0.4,0.5,27,81769.802,174516600.365161,1,1000
0.25,0.4,0.5,28,82543.765,185688535.210986,1,1000
0.25,0.4,0.5,29,83417.92,197241099.551151,1,1000
0.25,0.4,0.5,30,84225.92,212336700.688288,1,1000
0.25,0.4,0.5,31,85079.976,219519848.938362,1,1000
0.25,0.4,0.5,32,85997.763,232164534.809641,1,1000
0.25,0.4,0.5,33,86997.158,247321885.23427,1,1000
0.25,0.4,0.5,34,87835.66,258159029.029429,1,1000
0.25,0.4,0.5,35,88903.331,275663794.301741,1,1000
0.25,0.4,0.5,36,90024.128,292469311.535151,1,1000
0.25,0.4,0.5,37,91141.996,310465415.059043,1,1000
0.25,0.4,0.5,38,92192.093,323121751.513865,1,1000
0.25,0.4,0.5,39,93249.866,342725429.759804,1,1000
0.25,0.4,0.5,40,94485.601,356561485.703502,1,1000
0.25,0.4,0.5,41,95625.588,373720293.281538,1,1000
0.25,0.4,0.5,42,96871.726,388968460.819744,1,1000
0.25,0.4,0.5,43,98139.074,404792219.343868,1,1000
0.25,0.4,0.5,44,99304.917,419565005.15927,1,1000
0.25,0.4,0.5,45,100616.907,438187316.030381,1,1000
0.25,0.4,0.5,46,101937.987,457048653.384215,1,1000
0.25,0.4,0.5,47,103303.608,482453069.645982,1,1000
0.25,0.4,0.5,48,104583.581,501723876.804243,1,1000
0.25,0.4,0.5,49,105863.453,526547453.303094,1,1000
0.25,0.4,0.5,50,107284.018,550658051.717393,1,1000
0.25,0.4,0.5,51,108675.495,574626056.836812,1,1000
0.25,0.4,0.5,52,109965.972,600295643.30452,1,1000
0.25,0.4,0.5,53,111382.699,618335918.639038,1,1000
0.25,0.4,0.5,54,112931.635,643899095.453228,1,1000
0.25,0.4,0.5,55,114384.722,678415651.828544,1,1000
0.25,0.4,0.5,56,115937.496,707027421.407391,1,1000
0.25,0.4,0.5,57,117423.61,743084032.402302,1,1000
0.25,0.4,0.5,58,119012.037,773818262.099731,1,1000
0.25,0.4,0.5,59,120530.572,804976488.387203,1,1000
0.25,0.4,0.5,60,122128.19,835026635.88979,1,1000
0.25,0.4,0.5,61,123659.35,862309558.592092,1,1000
0.25,0.4,0.5,62,125307.771,899828747.335895,1,1000
0.25,0.4,0.5,63,126976.998,936591803.83383,1,1000
0.25,0.4,0.5,64,128572.697,964665039.514706,1,1000
0.25,0.4,0.5,65,130301.514,994375028.382186,1,1000
0.25,0.4,0.5,66,131987.608,1032804861.85619,1,1000
0.25,0.4,0.5,67,133695.417,1068320207.78089,1,1000
0.25,0.4,0.5,68,135527.153,1106510020.07767,1,1000
0.25,0.4,0.5,69,137353.233,1138896807.57829,1,1000
0.25,0.4,0.5,70,139078.01,1189752247.93984,1,1000
0.25,0.4,0.5,71,141082.254,1237572154.52201,1,1000
0.25,0.4,0.5,72,143034.382,1280314387.3274,1,1000
0.25,0.4,0.5,73,144866.017,1313080608.27298,1,1000
0.25,0.4,0.5,74,146627.356,1351826476.90617,1,1000
0.25,0.4,0.5,75,148416.672,1403152627.17759,1,1000
0.25,0.4,0.5,76,150374.658,1448840982.58963,1,1000
0.25,0.4,0.5,77,152567.065,1502106662.43921,1,1000
0.25,0.4,0.5,78,154673.925,1551558563.76314,1,1000
0.25,0.4,0.5,79,156720.892,1595325231.93227,1,1000
0.25,0.4,0.5,80,158632.317,1642754032.69521,1,1000
0.25,0.4,0.5,81,160592.929,1698898660.50446,1,1000
0.25,0.4,0.5,82,162608.788,1746098715.0441,1,1000
0.25,0.4,0.5,83,164763.219,1786768472.1612,1,1000
0.25,0.4,0.5,84,166968.049,1845096907.5041,1,1000
0.25,0.4,0.5,85,169183.181,1906831150.20645,1,1000
0.25,0.4,0.5,86,171445.177,1981731620.324,1,1000
0.25,0.4,0.5,87,173849.078,2041082950.32224,1,1000
0.25,0.4,0.5,88,176041.485,2101187835.17495,1,1000
0.25,0.4,0.5,89,178479.12,2170651159.96757,1,1000
0.25,0.4,0.5,90,180877.062,2235833562.41657,1,1000
0.25,0.4,0.5,91,183339.139,2297836475.18687,1,1000
0.25,0.4,0.5,92,185776.774,2356866958.71764,1,1000
0.25,0.4,0.5,93,188251.173,2442368868.78385,1,1000
0.25,0.4,0.5,94,190630.733,2524375378.04776,1,1000
0.25,0.4,0.5,95,192855.965,2576539302.15993,1,1000
0.25,0.4,0.5,96,195635.485,2674603404.23401,1,1000
0.25,0.4,0.5,97,198339.053,2754442017.97216,1,1000
0.25,0.4,0.5,98,200788.808,2837588009.62076,1,1000
0.25,0.4,0.5,99,203332.796,2932757760.70509,1,1000
0.25,0.4,0.5,100,205990.106,3036760788.78955,1,1000
0.25,0.4,1,0,2020000,0,1,1000
0.25,0.4,1,1,480961.293,71308103.9190701,1,1000
0.25,0.4,1,2,241751.883,52399352.2355465,1,1000
0.25,0.4,1,3,178102.289,48464202.3037828,1,1000
0.25,0.4,1,4,154536.969,52268803.2072462,1,1000
0.25,0.4,1,5,143901.164,55682309.6667708,1,1000
0.25,0.4,1,6,138809.249,66432743.2362352,1,1000
0.25,0.4,1,7,136137.597,76539730.5751662,1,1000
0.25,0.4,1,8,135137.798,83843662.9641602,1,1000
0.25,0.4,1,9,134981.147,92992287.3167077,1,1000
0.25,0.4,1,10,135182.541,106744494.644964,1,1000
0.25,0.4,1,11,136027.204,120675497.59598,1,1000
0.25,0.4,1,12,137005.692,131928337.634771,1,1000
0.25,0.4,1,13,138106.996,142357285.035019,1,1000
0.25,0.4,1,14,139479.182,154574514.135011,1,1000
0.25,0.4,1,15,140987.718,169798915.405882,1,1000
0.25,0.4,1,16,142560.591,183394373.647366,1,1000
0.25,0.4,1,17,144242.039,199823903.699178,1,1000
0.25,0.4,1,18,145979.239,217573606.938818,1,1000
0.25,0.4,1,19,147913.49,232085635.527427,1,1000
0.25,0.4,1,20,149748.458,250406091.721958,1,1000
0.25,0.4,1,21,151716.443,271335536.673424,1,1000
0.25,0.4,1,22,153382.842,294138001.326362,1,1000
0.25,0.4,1,23,155432.233,312177950.841553,1,1000
0.25,0.4,1,24,157482.331,325575520.762201,1,1000
0.25,0.4,1,25,159354.366,342164568.772817,1,1000
0.25,0.4,1,26,161552.732,365331721.187363,1,1000
0.25,0.4,1,27,163549.401,390268350.815014,1,1000
0.25,0.4,1,28,165781.097,412052203.312904,1,1000
0.25,0.4,1,29,167937.447,436707229.965156,1,1000
0.25,0.4,1,30,170117.936,467738325.937842,1,1000
0.25,0.4,1,31,172479.922,499949465.207123,1,1000
0.25,0.4,1,32,174850.796,520309077.121505,1,1000
0.25,0.4,1,33,177307.823,546921024.065737,1,1000
0.25,0.4,1,34,179600.321,573976983.075034,1,1000
0.25,0.4,1,35,181963.62,602862860.08969,1,1000
0.25,0.4,1,36,184266.218,632316319.467944,1,1000
0.25,0.4,1,37,186510.337,661557408.924355,1,1000
0.25,0.4,1,38,188821.318,692012391.750627,1,1000
0.25,0.4,1,39,191064.528,721810343.330546,1,1000
0.25,0.4,1,40,193377.529,753844764.631791,1,1000
0.25,0.4,1,41,195887.985,776080784.102878,1,1000
0.25,0.4,1,42,198316.025,797356778.008383,1,1000
0.25,0.4,1,43,201051.206,827719869.573137,1,1000
0.25,0.4,1,44,203627.918,862700694.707984,1,1000
0.25,0.4,1,45,206172.31,894077600.608508,1,1000
0.25,0.4,1,46,208826.691,936874439.162682,1,1000
0.25,0.4,1,47,211551.974,954888433.10643,1,1000
0.25,0.4,1,48,214235.342,990588903.562599,1,1000
0.25,0.4,1,49,217026.78,1032671610.28789,1,1000
0.25,0.4,1,50,219570.364,1067307130.98048,1,1000
0.25,0.4,1,51,222376.043,1112067569.39855,1,1000
0.25,0.4,1,52,225185.762,1166221433.32668,1,1000
0.25,0.4,1,53,228196.572,1208967436.80562,1,1000
0.25,0.4,1,54,231079.213,1267189004.21585,1,1000
0.25,0.4,1,55,233922.06,1304168813.3998,1,1000
0.25,0.4,1,56,236718.245,1348827316.64562,1,1000
0.25,0.4,1,57,239595.129,1388239554.9433,1,1000
0.25,0.4,1,58,242701.485,1429855593.50928,1,1000
0.25,0.4,1,59,245625.233,1482932690.63735,1,1000
0.25,0.4,1,60,248726.64,1523023701.89229,1,1000
0.25,0.4,1,61,251987.021,1599493321.96452,1,1000
0.25,0.4,1,62,255308.507,1642756089.64159,1,1000
0.25,0.4,1,63,258525.458,1712727774.07031,1,1000
0.25,0.4,1,64,261833.713,1761518507.58622,1,1000
0.25,0.4,1,65,265073.591,1832090266.12584,1,1000
0.25,0.4,1,66,268340.133,1906832382.41372,1,1000
0.25,0.4,1,67,271597.08,1968433683.81542,1,1000
0.25,0.4,1,68,274816.354,2032420771.35604,1,1000
0.25,0.4,1,69,278372.968,2105235508.25323,1,1000
0.25,0.4,1,70,281762.326,2191017699.73946,1,1000
0.25,0.4,1,71,285225.515,2245170855.47925,1,1000
0.25,0.4,1,72,288736.376,2305105039.41204,1,1000
0.25,0.4,1,73,292206.635,2372279665.45523,1,1000
0.25,0.4,1,74,295682.146,2464208086.68337,1,1000
0.25,0.4,1,75,299181.594,2526560340.88805,1,1000
0.25,0.4,1,76,302694.172,2601008309.55397,1,1000
0.25,0.4,1,77,306259.27,2663190336.78188,1,1000
0.25,0.4,1,78,309842.851,2737603495.90871,1,1000
0.25,0.4,1,79,313297.657,2776519240.28363,1,1000
0.25,0.4,1,80,317138.485,2850258762.99877,1,1000
0.25,0.4,1,81,320888.918,2935112654.83611,1,1000
0.25,0.4,1,82,324688.336,3047660749.66877,1,1000
0.25,0.4,1,83,328834.992,3117667266.03998,1,1000
0.25,0.4,1,84,332629.966,3202117590.4593,1,1000
0.25,0.4,1,85,336778.339,3285578069.95203,1,1000
0.25,0.4,1,86,340876.919,3384458500.77121,1,1000
0.25,0.4,1,87,345058.824,3465420453.62265,1,1000
0.25,0.4,1,88,349362.737,3548793435.00283,1,1000
0.25,0.4,1,89,353627.058,3642003247.81045,1,1000
0.25,0.4,1,90,357791.49,3756014693.30921,1,1000
0.25,0.4,1,91,361888.959,3843088178.95227,1,1000
0.25,0.4,1,92,366086.62,3954937927.54915,1,1000
0.25,0.4,1,93,370346.8,4074344670.06206,1,1000
0.25,0.4,1,94,374711.515,4199901343.00278,1,1000
0.25,0.4,1,95,378711.216,4274948453.63898,1,1000
0.25,0.4,1,96,383285.708,4362235776.0648,1,1000
0.25,0.4,1,97,387727.284,4509037468.5599,1,1000
0.25,0.4,1,98,392143.105,4590432119.91389,1,1000
0.25,0.4,1,99,396368.44,4704159315.52793,1,1000
0.25,0.4,1,100,400964.243,4819861174.83278,1,1000
0.75,0.1,0.25,0,2020000,0,1,1000
0.75,0.1,0.25,1,328364.635,219005185.012788,1,1000
0.75,0.1,0.25,2,105532.375,102382927.473849,1,1000
0.75,0.1,0.25,3,39974.689,40801574.6229019,1,1000
0.75,0.1,0.25,4,16597.633,18470754.7570681,1,1000
0.75,0.1,0.25,5,7396.129,9568584.55291191,1,1000
0.75,0.1,0.25,6,3530.33534136546,5158034.41406632,1,996
0.75,0.1,0.25,7,1828.15580110497,2772097.48565492,1,905
0.75,0.1,0.25,8,1193.55389221557,1679566.64026969,1,668
0.75,0.1,0.25,9,919.734299516908,1397989.59024927,1,414
0.75,0.1,0.25,10,853.735849056604,1510837.1526424,1,212
0.75,0.1,0.25,11,867.240384615385,1582959.60184839,1,104
0.75,0.1,0.25,12,920.222222222222,1690158.13836478,1,54
0.75,0.1,0.25,13,1650.96153846154,2906829.87846154,1,26
0.75,0.1,0.25,14,2238.83333333333,6900976.5,1,18
0.75,0.1,0.25,15,3022.78571428571,11524719.8736264,1,14
0.75,0.1,0.25,16,4214.45454545455,23933771.6727273,1,11
0.75,0.1,0.25,17,5921.125,35502212.4107143,1,8
0.75,0.1,0.25,18,9527.66666666667,59339897.0666667,1,6
0.75,0.1,0.25,19,13214.1666666667,117125501.766667,1,6
0.75,0.1,0.25,20,17624.5,301356921.9,1,6
0.75,0.1,0.25,21,28259.8,748811545.7,1,5
0.75,0.1,0.25,22,44601.6,3135708852.3,1,5
0.75,0.1,0.25,23,66862,9647631453.5,1,5
0.75,0.1,0.25,24,105221.8,29043932205.2,1,5
0.75,0.1,0.25,25,161802,78609288537.5,1,5
0.75,0.1,0.25,26,232502,174159561393,1,5
0.75,0.1,0.25,27,313746.4,332410518431.8,1,5
0.75,0.1,0.25,28,372265.8,474407514221.2,1,5
0.75,0.1,0.25,29,415938.2,591333299109.7,1,5
0.75,0.1,0.25,30,449025.8,656394001984.7,1,5
0.75,0.1,0.25,31,478457.2,698325161479.7,1,5
0.75,0.1,0.25,32,499909.6,691605962719.3,1,5
0.75,0.1,0.25,33,520008.6,669628372364.8,1,5
0.75,0.1,0.25,34,556207,702124445382,1,5
0.75,0.1,0.25,35,732250,740913870294,1,4
0.75,0.1,0.25,36,772675.25,712998557516.917,1,4
0.75,0.1,0.25,37,824841.75,672883063810.917,1,4
0.75,0.1,0.25,38,883876.25,647407875288.25,1,4
0.75,0.1,0.25,39,925463,600956231902,1,4
0.75,0.1,0.25,40,975256,559080453636,1,4
0.75,0.1,0.25,41,1022700.75,521018940630.917,1,4
0.75,0.1,0.25,42,1073428,478791334125.333,1,4
0.75,0.1,0.25,43,1145188.5,476233130745.667,1,4
0.75,0.1,0.25,44,1189931.5,483842967935,1,4
0.75,0.1,0.25,45,1229649.75,430091327432.917,1,4
0.75,0.1,0.25,46,1272903,393366378350.667,1,4
0.75,0.1,0.25,47,1265555.25,346508971487.583,1,4
0.75,0.1,0.25,48,1302142.5,299164988825.667,1,4
0.75,0.1,0.25,49,1374887.75,311939788684.25,1,4
0.75,0.1,0.25,50,1395592.75,251516926254.917,1,4
0.75,0.1,0.25,51,1441219.5,216490120641,1,4
0.75,0.1,0.25,52,1451471,179130518894,1,4
0.75,0.1,0.25,53,1456748.25,166882173943.583,1,4
0.75,0.1,0.25,54,1505455.5,135105542943,1,4
0.75,0.1,0.25,55,1521060,106767868812,1,4
0.75,0.1,0.25,56,1530655,85848032048.6667,1,4
0.75,0.1,0.25,57,1542396.25,93815865682.25,1,4
0.75,0.1,0.25,58,1580751,119224765556.667,1,4
0.75,0.1,0.25,59,1586104,96617030529.3333,1,4
0.75,0.1,0.25,60,1614409.25,83711333138.9167,1,4
