"t","n","trial","p0","h2","var.z"
5,727,6014,0.964285714285714,1,0.1
6,734,6014,0.964285714285714,1,0.1
7,876,6014,0.964285714285714,1,0.1
8,1228,6014,0.964285714285714,1,0.1
9,1748,6014,0.964285714285714,1,0.1
10,2926,6014,0.964285714285714,1,0.1
11,4481,6014,0.964285714285714,1,0.1
12,7521,6014,0.964285714285714,1,0.1
13,10859,6014,0.964285714285714,1,0.1
14,13857,6014,0.964285714285714,1,0.1
15,14052,6014,0.964285714285714,1,0.1
16,13910,6014,0.964285714285714,1,0.1
17,16676,6014,0.964285714285714,1,0.1
18,17305,6014,0.964285714285714,1,0.1
19,15765,6014,0.964285714285714,1,0.1
20,16691,6014,0.964285714285714,1,0.1
21,17497,6014,0.964285714285714,1,0.1
22,17850,6014,0.964285714285714,1,0.1
23,19602,6014,0.964285714285714,1,0.1
24,20805,6014,0.964285714285714,1,0.1
25,19768,6014,0.964285714285714,1,0.1
26,20928,6014,0.964285714285714,1,0.1
27,20149,6014,0.964285714285714,1,0.1
28,21293,6014,0.964285714285714,1,0.1
29,18766,6014,0.964285714285714,1,0.1
30,18825,6014,0.964285714285714,1,0.1
31,19772,6014,0.964285714285714,1,0.1
32,20068,6014,0.964285714285714,1,0.1
33,19466,6014,0.964285714285714,1,0.1
34,22305,6014,0.964285714285714,1,0.1
35,19922,6014,0.964285714285714,1,0.1
36,20464,6014,0.964285714285714,1,0.1
37,20720,6014,0.964285714285714,1,0.1
38,18712,6014,0.964285714285714,1,0.1
39,19273,6014,0.964285714285714,1,0.1
40,20868,6014,0.964285714285714,1,0.1
41,19881,6014,0.964285714285714,1,0.1
42,19915,6014,0.964285714285714,1,0.1
43,20879,6014,0.964285714285714,1,0.1
44,22379,6014,0.964285714285714,1,0.1
45,20756,6014,0.964285714285714,1,0.1
46,19356,6014,0.964285714285714,1,0.1
47,21462,6014,0.964285714285714,1,0.1
48,20157,6014,0.964285714285714,1,0.1
49,18352,6014,0.964285714285714,1,0.1
50,19733,6014,0.964285714285714,1,0.1
51,19637,6014,0.964285714285714,1,0.1
52,19279,6014,0.964285714285714,1,0.1
53,21581,6014,0.964285714285714,1,0.1
54,19998,6014,0.964285714285714,1,0.1
55,19383,6014,0.964285714285714,1,0.1
56,19995,6014,0.964285714285714,1,0.1
57,19763,6014,0.964285714285714,1,0.1
58,20121,6014,0.964285714285714,1,0.1
59,21193,6014,0.964285714285714,1,0.1
60,20730,6014,0.964285714285714,1,0.1
61,20766,6014,0.964285714285714,1,0.1
62,19963,6014,0.964285714285714,1,0.1
63,20902,6014,0.964285714285714,1,0.1
64,19764,6014,0.964285714285714,1,0.1
65,20349,6014,0.964285714285714,1,0.1
66,22034,6014,0.964285714285714,1,0.1
67,21284,6014,0.964285714285714,1,0.1
68,18382,6014,0.964285714285714,1,0.1
69,19449,6014,0.964285714285714,1,0.1
70,22352,6014,0.964285714285714,1,0.1
71,22218,6014,0.964285714285714,1,0.1
72,17871,6014,0.964285714285714,1,0.1
73,20483,6014,0.964285714285714,1,0.1
74,19655,6014,0.964285714285714,1,0.1
75,21749,6014,0.964285714285714,1,0.1
76,19145,6014,0.964285714285714,1,0.1
77,22017,6014,0.964285714285714,1,0.1
78,19326,6014,0.964285714285714,1,0.1
79,20757,6014,0.964285714285714,1,0.1
80,19010,6014,0.964285714285714,1,0.1
81,19783,6014,0.964285714285714,1,0.1
82,19867,6014,0.964285714285714,1,0.1
83,20183,6014,0.964285714285714,1,0.1
84,20577,6014,0.964285714285714,1,0.1
85,19801,6014,0.964285714285714,1,0.1
86,19368,6014,0.964285714285714,1,0.1
87,20420,6014,0.964285714285714,1,0.1
88,21403,6014,0.964285714285714,1,0.1
89,18058,6014,0.964285714285714,1,0.1
90,20828,6014,0.964285714285714,1,0.1
91,21139,6014,0.964285714285714,1,0.1
92,19938,6014,0.964285714285714,1,0.1
93,19854,6014,0.964285714285714,1,0.1
94,21280,6014,0.964285714285714,1,0.1
95,22368,6014,0.964285714285714,1,0.1
96,20199,6014,0.964285714285714,1,0.1
97,20147,6014,0.964285714285714,1,0.1
98,21736,6014,0.964285714285714,1,0.1
99,20781,6014,0.964285714285714,1,0.1
100,18197,6014,0.964285714285714,1,0.1
0,20000,6015,0.964285714285714,1,0.1
1,2564,6015,0.964285714285714,1,0.1
2,1434,6015,0.964285714285714,1,0.1
3,1084,6015,0.964285714285714,1,0.1
4,904,6015,0.964285714285714,1,0.1
5,1266,6015,0.964285714285714,1,0.1
6,1293,6015,0.964285714285714,1,0.1
7,1287,6015,0.964285714285714,1,0.1
8,2330,6015,0.964285714285714,1,0.1
9,3064,6015,0.964285714285714,1,0.1
10,5288,6015,0.964285714285714,1,0.1
11,6987,6015,0.964285714285714,1,0.1
12,11001,6015,0.964285714285714,1,0.1
13,13757,6015,0.964285714285714,1,0.1
14,15167,6015,0.964285714285714,1,0.1
15,15735,6015,0.964285714285714,1,0.1
16,17269,6015,0.964285714285714,1,0.1
17,16665,6015,0.964285714285714,1,0.1
18,17975,6015,0.964285714285714,1,0.1
19,17810,6015,0.964285714285714,1,0.1
20,19973,6015,0.964285714285714,1,0.1
21,19371,6015,0.964285714285714,1,0.1
22,18291,6015,0.964285714285714,1,0.1
23,17580,6015,0.964285714285714,1,0.1
24,19107,6015,0.964285714285714,1,0.1
25,18036,6015,0.964285714285714,1,0.1
26,20330,6015,0.964285714285714,1,0.1
27,18081,6015,0.964285714285714,1,0.1
28,19737,6015,0.964285714285714,1,0.1
29,19556,6015,0.964285714285714,1,0.1
30,18122,6015,0.964285714285714,1,0.1
31,21195,6015,0.964285714285714,1,0.1
32,19887,6015,0.964285714285714,1,0.1
33,19028,6015,0.964285714285714,1,0.1
34,21101,6015,0.964285714285714,1,0.1
35,19995,6015,0.964285714285714,1,0.1
36,20082,6015,0.964285714285714,1,0.1
37,19620,6015,0.964285714285714,1,0.1
38,20545,6015,0.964285714285714,1,0.1
39,19756,6015,0.964285714285714,1,0.1
40,21973,6015,0.964285714285714,1,0.1
41,18126,6015,0.964285714285714,1,0.1
42,18643,6015,0.964285714285714,1,0.1
43,19666,6015,0.964285714285714,1,0.1
44,20521,6015,0.964285714285714,1,0.1
45,19767,6015,0.964285714285714,1,0.1
46,18688,6015,0.964285714285714,1,0.1
47,20869,6015,0.964285714285714,1,0.1
48,17549,6015,0.964285714285714,1,0.1
49,20080,6015,0.964285714285714,1,0.1
50,20203,6015,0.964285714285714,1,0.1
51,19187,6015,0.964285714285714,1,0.1
52,18598,6015,0.964285714285714,1,0.1
53,18772,6015,0.964285714285714,1,0.1
54,19695,6015,0.964285714285714,1,0.1
55,19828,6015,0.964285714285714,1,0.1
56,18884,6015,0.964285714285714,1,0.1
57,20709,6015,0.964285714285714,1,0.1
58,18544,6015,0.964285714285714,1,0.1
59,17648,6015,0.964285714285714,1,0.1
60,20411,6015,0.964285714285714,1,0.1
61,20746,6015,0.964285714285714,1,0.1
62,20426,6015,0.964285714285714,1,0.1
63,19145,6015,0.964285714285714,1,0.1
64,18905,6015,0.964285714285714,1,0.1
65,19469,6015,0.964285714285714,1,0.1
66,18749,6015,0.964285714285714,1,0.1
67,21663,6015,0.964285714285714,1,0.1
68,19605,6015,0.964285714285714,1,0.1
69,20373,6015,0.964285714285714,1,0.1
70,18365,6015,0.964285714285714,1,0.1
71,21282,6015,0.964285714285714,1,0.1
72,20498,6015,0.964285714285714,1,0.1
73,19675,6015,0.964285714285714,1,0.1
74,20343,6015,0.964285714285714,1,0.1
75,19479,6015,0.964285714285714,1,0.1
76,20318,6015,0.964285714285714,1,0.1
77,21236,6015,0.964285714285714,1,0.1
78,17814,6015,0.964285714285714,1,0.1
79,22044,6015,0.964285714285714,1,0.1
80,18600,6015,0.964285714285714,1,0.1
81,20916,6015,0.964285714285714,1,0.1
82,19924,6015,0.964285714285714,1,0.1
83,21219,6015,0.964285714285714,1,0.1
84,20564,6015,0.964285714285714,1,0.1
85,17482,6015,0.964285714285714,1,0.1
86,18859,6015,0.964285714285714,1,0.1
87,20259,6015,0.964285714285714,1,0.1
88,20474,6015,0.964285714285714,1,0.1
89,20714,6015,0.964285714285714,1,0.1
90,21841,6015,0.964285714285714,1,0.1
91,18768,6015,0.964285714285714,1,0.1
92,17738,6015,0.964285714285714,1,0.1
93,18324,6015,0.964285714285714,1,0.1
94,20192,6015,0.964285714285714,1,0.1
95,21035,6015,0.964285714285714,1,0.1
96,21135,6015,0.964285714285714,1,0.1
97,20544,6015,0.964285714285714,1,0.1
98,18919,6015,0.964285714285714,1,0.1
99,21526,6015,0.964285714285714,1,0.1
100,18347,6015,0.964285714285714,1,0.1
0,20000,6016,0.964285714285714,1,0.1
1,3238,6016,0.964285714285714,1,0.1
2,1841,6016,0.964285714285714,1,0.1
3,1117,6016,0.964285714285714,1,0.1
4,948,6016,0.964285714285714,1,0.1
5,877,6016,0.964285714285714,1,0.1
6,1243,6016,0.964285714285714,1,0.1
7,2256,6016,0.964285714285714,1,0.1
8,2994,6016,0.964285714285714,1,0.1
9,4552,6016,0.964285714285714,1,0.1
10,7186,6016,0.964285714285714,1,0.1
11,9845,6016,0.964285714285714,1,0.1
12,12475,6016,0.964285714285714,1,0.1
13,14193,6016,0.964285714285714,1,0.1
14,16699,6016,0.964285714285714,1,0.1
15,18837,6016,0.964285714285714,1,0.1
16,19163,6016,0.964285714285714,1,0.1
17,16714,6016,0.964285714285714,1,0.1
18,17844,6016,0.964285714285714,1,0.1
19,19246,6016,0.964285714285714,1,0.1
20,19144,6016,0.964285714285714,1,0.1
21,18971,6016,0.964285714285714,1,0.1
22,21502,6016,0.964285714285714,1,0.1
23,20189,6016,0.964285714285714,1,0.1
24,18879,6016,0.964285714285714,1,0.1
25,20519,6016,0.964285714285714,1,0.1
26,20619,6016,0.964285714285714,1,0.1
27,20016,6016,0.964285714285714,1,0.1
28,18831,6016,0.964285714285714,1,0.1
29,20986,6016,0.964285714285714,1,0.1
30,19001,6016,0.964285714285714,1,0.1
31,19448,6016,0.964285714285714,1,0.1
32,20867,6016,0.964285714285714,1,0.1
33,18946,6016,0.964285714285714,1,0.1
34,19404,6016,0.964285714285714,1,0.1
35,20460,6016,0.964285714285714,1,0.1
36,20233,6016,0.964285714285714,1,0.1
37,20720,6016,0.964285714285714,1,0.1
38,18845,6016,0.964285714285714,1,0.1
39,21202,6016,0.964285714285714,1,0.1
40,19900,6016,0.964285714285714,1,0.1
41,20208,6016,0.964285714285714,1,0.1
42,20089,6016,0.964285714285714,1,0.1
43,21635,6016,0.964285714285714,1,0.1
44,20188,6016,0.964285714285714,1,0.1
45,22347,6016,0.964285714285714,1,0.1
46,19715,6016,0.964285714285714,1,0.1
47,21607,6016,0.964285714285714,1,0.1
48,19258,6016,0.964285714285714,1,0.1
49,21346,6016,0.964285714285714,1,0.1
50,21515,6016,0.964285714285714,1,0.1
51,22257,6016,0.964285714285714,1,0.1
52,19857,6016,0.964285714285714,1,0.1
53,20474,6016,0.964285714285714,1,0.1
54,21746,6016,0.964285714285714,1,0.1
55,20287,6016,0.964285714285714,1,0.1
56,19450,6016,0.964285714285714,1,0.1
57,20307,6016,0.964285714285714,1,0.1
58,17673,6016,0.964285714285714,1,0.1
59,20418,6016,0.964285714285714,1,0.1
60,20264,6016,0.964285714285714,1,0.1
61,18821,6016,0.964285714285714,1,0.1
62,20691,6016,0.964285714285714,1,0.1
63,19619,6016,0.964285714285714,1,0.1
64,19482,6016,0.964285714285714,1,0.1
65,19407,6016,0.964285714285714,1,0.1
66,18878,6016,0.964285714285714,1,0.1
67,19188,6016,0.964285714285714,1,0.1
68,20395,6016,0.964285714285714,1,0.1
69,19735,6016,0.964285714285714,1,0.1
70,18753,6016,0.964285714285714,1,0.1
71,19293,6016,0.964285714285714,1,0.1
72,20957,6016,0.964285714285714,1,0.1
73,21577,6016,0.964285714285714,1,0.1
74,19314,6016,0.964285714285714,1,0.1
75,20662,6016,0.964285714285714,1,0.1
76,21318,6016,0.964285714285714,1,0.1
77,20431,6016,0.964285714285714,1,0.1
78,21018,6016,0.964285714285714,1,0.1
79,19021,6016,0.964285714285714,1,0.1
80,19863,6016,0.964285714285714,1,0.1
81,21480,6016,0.964285714285714,1,0.1
82,20251,6016,0.964285714285714,1,0.1
83,20698,6016,0.964285714285714,1,0.1
84,21044,6016,0.964285714285714,1,0.1
85,21245,6016,0.964285714285714,1,0.1
86,20192,6016,0.964285714285714,1,0.1
87,20084,6016,0.964285714285714,1,0.1
88,20968,6016,0.964285714285714,1,0.1
89,19990,6016,0.964285714285714,1,0.1
90,18836,6016,0.964285714285714,1,0.1
91,22425,6016,0.964285714285714,1,0.1
92,20416,6016,0.964285714285714,1,0.1
93,20089,6016,0.964285714285714,1,0.1
94,19548,6016,0.964285714285714,1,0.1
95,21255,6016,0.964285714285714,1,0.1
96,19224,6016,0.964285714285714,1,0.1
97,21994,6016,0.964285714285714,1,0.1
98,22534,6016,0.964285714285714,1,0.1
99,22518,6016,0.964285714285714,1,0.1
100,18840,6016,0.964285714285714,1,0.1
0,20000,6017,0.964285714285714,1,0.1
1,3454,6017,0.964285714285714,1,0.1
2,1843,6017,0.964285714285714,1,0.1
3,1241,6017,0.964285714285714,1,0.1
4,967,6017,0.964285714285714,1,0.1
5,1241,6017,0.964285714285714,1,0.1
6,1648,6017,0.964285714285714,1,0.1
7,2641,6017,0.964285714285714,1,0.1
8,3804,6017,0.964285714285714,1,0.1
9,7237,6017,0.964285714285714,1,0.1
10,8710,6017,0.964285714285714,1,0.1
11,12101,6017,0.964285714285714,1,0.1
12,13240,6017,0.964285714285714,1,0.1
13,16280,6017,0.964285714285714,1,0.1
14,18794,6017,0.964285714285714,1,0.1
15,20098,6017,0.964285714285714,1,0.1
16,21044,6017,0.964285714285714,1,0.1
17,18823,6017,0.964285714285714,1,0.1
18,17219,6017,0.964285714285714,1,0.1
19,17094,6017,0.964285714285714,1,0.1
20,16925,6017,0.964285714285714,1,0.1
21,20062,6017,0.964285714285714,1,0.1
22,20263,6017,0.964285714285714,1,0.1
23,22074,6017,0.964285714285714,1,0.1
24,19431,6017,0.964285714285714,1,0.1
25,19799,6017,0.964285714285714,1,0.1
26,20465,6017,0.964285714285714,1,0.1
27,20719,6017,0.964285714285714,1,0.1
28,19803,6017,0.964285714285714,1,0.1
29,20912,6017,0.964285714285714,1,0.1
30,20174,6017,0.964285714285714,1,0.1
31,20702,6017,0.964285714285714,1,0.1
32,19170,6017,0.964285714285714,1,0.1
33,19409,6017,0.964285714285714,1,0.1
34,20296,6017,0.964285714285714,1,0.1
35,20163,6017,0.964285714285714,1,0.1
36,20350,6017,0.964285714285714,1,0.1
37,20365,6017,0.964285714285714,1,0.1
38,18975,6017,0.964285714285714,1,0.1
39,19342,6017,0.964285714285714,1,0.1
40,20832,6017,0.964285714285714,1,0.1
41,20693,6017,0.964285714285714,1,0.1
42,20804,6017,0.964285714285714,1,0.1
43,23436,6017,0.964285714285714,1,0.1
44,19748,6017,0.964285714285714,1,0.1
45,20076,6017,0.964285714285714,1,0.1
46,21096,6017,0.964285714285714,1,0.1
47,21756,6017,0.964285714285714,1,0.1
48,20113,6017,0.964285714285714,1,0.1
49,20696,6017,0.964285714285714,1,0.1
50,19973,6017,0.964285714285714,1,0.1
51,20489,6017,0.964285714285714,1,0.1
52,18408,6017,0.964285714285714,1,0.1
53,20156,6017,0.964285714285714,1,0.1
54,20375,6017,0.964285714285714,1,0.1
55,18853,6017,0.964285714285714,1,0.1
56,20928,6017,0.964285714285714,1,0.1
57,21637,6017,0.964285714285714,1,0.1
58,18976,6017,0.964285714285714,1,0.1
59,21094,6017,0.964285714285714,1,0.1
60,21166,6017,0.964285714285714,1,0.1
61,21069,6017,0.964285714285714,1,0.1
62,21118,6017,0.964285714285714,1,0.1
63,19714,6017,0.964285714285714,1,0.1
64,20467,6017,0.964285714285714,1,0.1
65,21480,6017,0.964285714285714,1,0.1
66,20515,6017,0.964285714285714,1,0.1
67,22513,6017,0.964285714285714,1,0.1
68,21366,6017,0.964285714285714,1,0.1
69,20796,6017,0.964285714285714,1,0.1
70,20329,6017,0.964285714285714,1,0.1
71,21247,6017,0.964285714285714,1,0.1
72,19196,6017,0.964285714285714,1,0.1
73,18861,6017,0.964285714285714,1,0.1
74,19771,6017,0.964285714285714,1,0.1
75,21812,6017,0.964285714285714,1,0.1
76,20705,6017,0.964285714285714,1,0.1
77,19674,6017,0.964285714285714,1,0.1
78,20098,6017,0.964285714285714,1,0.1
79,20258,6017,0.964285714285714,1,0.1
80,21547,6017,0.964285714285714,1,0.1
81,20581,6017,0.964285714285714,1,0.1
82,20140,6017,0.964285714285714,1,0.1
83,20116,6017,0.964285714285714,1,0.1
84,20330,6017,0.964285714285714,1,0.1
85,19641,6017,0.964285714285714,1,0.1
86,19616,6017,0.964285714285714,1,0.1
87,19792,6017,0.964285714285714,1,0.1
88,20348,6017,0.964285714285714,1,0.1
89,19657,6017,0.964285714285714,1,0.1
90,18204,6017,0.964285714285714,1,0.1
91,19835,6017,0.964285714285714,1,0.1
92,20708,6017,0.964285714285714,1,0.1
93,21978,6017,0.964285714285714,1,0.1
94,20263,6017,0.964285714285714,1,0.1
95,20528,6017,0.964285714285714,1,0.1
96,18729,6017,0.964285714285714,1,0.1
97,20035,6017,0.964285714285714,1,0.1
98,19553,6017,0.964285714285714,1,0.1
99,19529,6017,0.964285714285714,1,0.1
100,22220,6017,0.964285714285714,1,0.1
0,20000,6018,0.964285714285714,1,0.1
1,3437,6018,0.964285714285714,1,0.1
2,991,6018,0.964285714285714,1,0.1
3,443,6018,0.964285714285714,1,0.1
4,381,6018,0.964285714285714,1,0.1
5,280,6018,0.964285714285714,1,0.1
6,443,6018,0.964285714285714,1,0.1
7,593,6018,0.964285714285714,1,0.1
8,877,6018,0.964285714285714,1,0.1
9,1056,6018,0.964285714285714,1,0.1
10,1681,6018,0.964285714285714,1,0.1
11,2403,6018,0.964285714285714,1,0.1
12,3961,6018,0.964285714285714,1,0.1
13,5984,6018,0.964285714285714,1,0.1
14,8360,6018,0.964285714285714,1,0.1
15,11708,6018,0.964285714285714,1,0.1
16,14412,6018,0.964285714285714,1,0.1
17,15783,6018,0.964285714285714,1,0.1
18,16109,6018,0.964285714285714,1,0.1
19,17660,6018,0.964285714285714,1,0.1
20,14701,6018,0.964285714285714,1,0.1
21,17079,6018,0.964285714285714,1,0.1
22,18492,6018,0.964285714285714,1,0.1
23,18763,6018,0.964285714285714,1,0.1
24,20012,6018,0.964285714285714,1,0.1
25,19075,6018,0.964285714285714,1,0.1
26,19926,6018,0.964285714285714,1,0.1
27,20960,6018,0.964285714285714,1,0.1
28,18652,6018,0.964285714285714,1,0.1
29,18044,6018,0.964285714285714,1,0.1
30,18942,6018,0.964285714285714,1,0.1
31,20163,6018,0.964285714285714,1,0.1
32,22165,6018,0.964285714285714,1,0.1
33,19232,6018,0.964285714285714,1,0.1
34,18763,6018,0.964285714285714,1,0.1
35,19860,6018,0.964285714285714,1,0.1
36,20984,6018,0.964285714285714,1,0.1
37,19401,6018,0.964285714285714,1,0.1
38,19263,6018,0.964285714285714,1,0.1
39,21461,6018,0.964285714285714,1,0.1
40,21223,6018,0.964285714285714,1,0.1
41,18293,6018,0.964285714285714,1,0.1
42,18183,6018,0.964285714285714,1,0.1
43,21028,6018,0.964285714285714,1,0.1
44,19155,6018,0.964285714285714,1,0.1
45,19951,6018,0.964285714285714,1,0.1
46,19479,6018,0.964285714285714,1,0.1
47,18686,6018,0.964285714285714,1,0.1
48,22076,6018,0.964285714285714,1,0.1
49,19883,6018,0.964285714285714,1,0.1
50,20828,6018,0.964285714285714,1,0.1
51,20397,6018,0.964285714285714,1,0.1
52,20457,6018,0.964285714285714,1,0.1
53,20803,6018,0.964285714285714,1,0.1
54,20813,6018,0.964285714285714,1,0.1
55,22083,6018,0.964285714285714,1,0.1
56,19817,6018,0.964285714285714,1,0.1
57,21105,6018,0.964285714285714,1,0.1
58,18958,6018,0.964285714285714,1,0.1
59,20338,6018,0.964285714285714,1,0.1
60,18318,6018,0.964285714285714,1,0.1
61,18446,6018,0.964285714285714,1,0.1
62,18986,6018,0.964285714285714,1,0.1
63,18003,6018,0.964285714285714,1,0.1
64,19091,6018,0.964285714285714,1,0.1
65,21359,6018,0.964285714285714,1,0.1
66,20342,6018,0.964285714285714,1,0.1
67,20209,6018,0.964285714285714,1,0.1
68,20250,6018,0.964285714285714,1,0.1
69,22004,6018,0.964285714285714,1,0.1
70,21209,6018,0.964285714285714,1,0.1
71,21255,6018,0.964285714285714,1,0.1
72,20677,6018,0.964285714285714,1,0.1
73,20189,6018,0.964285714285714,1,0.1
74,20296,6018,0.964285714285714,1,0.1
75,20762,6018,0.964285714285714,1,0.1
76,19462,6018,0.964285714285714,1,0.1
77,20461,6018,0.964285714285714,1,0.1
78,20112,6018,0.964285714285714,1,0.1
79,18680,6018,0.964285714285714,1,0.1
80,19942,6018,0.964285714285714,1,0.1
81,20879,6018,0.964285714285714,1,0.1
82,20946,6018,0.964285714285714,1,0.1
83,20598,6018,0.964285714285714,1,0.1
84,18423,6018,0.964285714285714,1,0.1
85,18931,6018,0.964285714285714,1,0.1
86,17968,6018,0.964285714285714,1,0.1
87,20371,6018,0.964285714285714,1,0.1
88,21267,6018,0.964285714285714,1,0.1
89,20442,6018,0.964285714285714,1,0.1
90,21026,6018,0.964285714285714,1,0.1
91,20698,6018,0.964285714285714,1,0.1
92,19560,6018,0.964285714285714,1,0.1
93,20849,6018,0.964285714285714,1,0.1
94,19260,6018,0.964285714285714,1,0.1
95,19673,6018,0.964285714285714,1,0.1
96,20463,6018,0.964285714285714,1,0.1
97,19443,6018,0.964285714285714,1,0.1
98,20224,6018,0.964285714285714,1,0.1
99,20518,6018,0.964285714285714,1,0.1
100,20274,6018,0.964285714285714,1,0.1
0,20000,6019,0.964285714285714,1,0.1
1,3074,6019,0.964285714285714,1,0.1
2,1297,6019,0.964285714285714,1,0.1
3,430,6019,0.964285714285714,1,0.1
4,470,6019,0.964285714285714,1,0.1
5,364,6019,0.964285714285714,1,0.1
6,480,6019,0.964285714285714,1,0.1
7,533,6019,0.964285714285714,1,0.1
8,845,6019,0.964285714285714,1,0.1
9,1812,6019,0.964285714285714,1,0.1
10,3287,6019,0.964285714285714,1,0.1
11,6155,6019,0.964285714285714,1,0.1
12,10380,6019,0.964285714285714,1,0.1
13,14012,6019,0.964285714285714,1,0.1
14,18015,6019,0.964285714285714,1,0.1
15,15709,6019,0.964285714285714,1,0.1
16,16615,6019,0.964285714285714,1,0.1
17,17642,6019,0.964285714285714,1,0.1
18,19073,6019,0.964285714285714,1,0.1
19,20292,6019,0.964285714285714,1,0.1
20,19180,6019,0.964285714285714,1,0.1
21,19114,6019,0.964285714285714,1,0.1
22,20080,6019,0.964285714285714,1,0.1
23,19374,6019,0.964285714285714,1,0.1
24,19197,6019,0.964285714285714,1,0.1
25,17775,6019,0.964285714285714,1,0.1
26,21295,6019,0.964285714285714,1,0.1
27,17883,6019,0.964285714285714,1,0.1
28,19476,6019,0.964285714285714,1,0.1
29,18470,6019,0.964285714285714,1,0.1
30,19275,6019,0.964285714285714,1,0.1
31,19691,6019,0.964285714285714,1,0.1
32,19405,6019,0.964285714285714,1,0.1
33,19662,6019,0.964285714285714,1,0.1
34,20348,6019,0.964285714285714,1,0.1
35,20468,6019,0.964285714285714,1,0.1
36,20102,6019,0.964285714285714,1,0.1
37,20082,6019,0.964285714285714,1,0.1
38,19200,6019,0.964285714285714,1,0.1
39,19367,6019,0.964285714285714,1,0.1
40,19573,6019,0.964285714285714,1,0.1
41,19857,6019,0.964285714285714,1,0.1
42,20309,6019,0.964285714285714,1,0.1
43,21941,6019,0.964285714285714,1,0.1
44,21348,6019,0.964285714285714,1,0.1
45,19671,6019,0.964285714285714,1,0.1
46,21163,6019,0.964285714285714,1,0.1
47,20170,6019,0.964285714285714,1,0.1
48,20395,6019,0.964285714285714,1,0.1
49,20605,6019,0.964285714285714,1,0.1
50,22659,6019,0.964285714285714,1,0.1
51,19898,6019,0.964285714285714,1,0.1
52,19205,6019,0.964285714285714,1,0.1
53,19312,6019,0.964285714285714,1,0.1
54,20069,6019,0.964285714285714,1,0.1
55,19555,6019,0.964285714285714,1,0.1
56,19813,6019,0.964285714285714,1,0.1
57,19355,6019,0.964285714285714,1,0.1
58,20334,6019,0.964285714285714,1,0.1
59,19920,6019,0.964285714285714,1,0.1
60,20467,6019,0.964285714285714,1,0.1
61,20401,6019,0.964285714285714,1,0.1
62,17954,6019,0.964285714285714,1,0.1
63,18288,6019,0.964285714285714,1,0.1
64,20258,6019,0.964285714285714,1,0.1
65,17923,6019,0.964285714285714,1,0.1
66,20317,6019,0.964285714285714,1,0.1
67,18802,6019,0.964285714285714,1,0.1
68,20704,6019,0.964285714285714,1,0.1
69,21824,6019,0.964285714285714,1,0.1
70,21484,6019,0.964285714285714,1,0.1
71,20990,6019,0.964285714285714,1,0.1
72,17830,6019,0.964285714285714,1,0.1
73,19799,6019,0.964285714285714,1,0.1
74,19238,6019,0.964285714285714,1,0.1
75,20056,6019,0.964285714285714,1,0.1
76,20180,6019,0.964285714285714,1,0.1
77,21979,6019,0.964285714285714,1,0.1
78,20005,6019,0.964285714285714,1,0.1
79,19325,6019,0.964285714285714,1,0.1
80,18580,6019,0.964285714285714,1,0.1
81,19976,6019,0.964285714285714,1,0.1
82,19560,6019,0.964285714285714,1,0.1
83,20601,6019,0.964285714285714,1,0.1
84,19570,6019,0.964285714285714,1,0.1
85,17974,6019,0.964285714285714,1,0.1
86,20005,6019,0.964285714285714,1,0.1
87,19083,6019,0.964285714285714,1,0.1
88,20236,6019,0.964285714285714,1,0.1
89,18336,6019,0.964285714285714,1,0.1
90,20697,6019,0.964285714285714,1,0.1
91,20057,6019,0.964285714285714,1,0.1
92,20453,6019,0.964285714285714,1,0.1
93,19842,6019,0.964285714285714,1,0.1
94,19992,6019,0.964285714285714,1,0.1
95,20683,6019,0.964285714285714,1,0.1
96,19173,6019,0.964285714285714,1,0.1
97,19353,6019,0.964285714285714,1,0.1
98,20484,6019,0.964285714285714,1,0.1
99,20644,6019,0.964285714285714,1,0.1
100,18525,6019,0.964285714285714,1,0.1
0,20000,7000,0.964285714285714,1,0.1
1,4212,7000,0.964285714285714,1,0.1
2,2063,7000,0.964285714285714,1,0.1
3,1199,7000,0.964285714285714,1,0.1
4,1141,7000,0.964285714285714,1,0.1
5,1847,7000,0.964285714285714,1,0.1
6,1586,7000,0.964285714285714,1,0.1
7,1401,7000,0.964285714285714,1,0.1
8,1871,7000,0.964285714285714,1,0.1
9,2653,7000,0.964285714285714,1,0.1
10,4423,7000,0.964285714285714,1,0.1
11,5439,7000,0.964285714285714,1,0.1
12,6919,7000,0.964285714285714,1,0.1
13,7711,7000,0.964285714285714,1,0.1
14,9310,7000,0.964285714285714,1,0.1
15,11644,7000,0.964285714285714,1,0.1
16,14201,7000,0.964285714285714,1,0.1
17,15715,7000,0.964285714285714,1,0.1
18,14418,7000,0.964285714285714,1,0.1
19,16239,7000,0.964285714285714,1,0.1
20,16128,7000,0.964285714285714,1,0.1
21,15762,7000,0.964285714285714,1,0.1
22,16901,7000,0.964285714285714,1,0.1
23,16531,7000,0.964285714285714,1,0.1
24,17352,7000,0.964285714285714,1,0.1
25,19511,7000,0.964285714285714,1,0.1
26,18299,7000,0.964285714285714,1,0.1
27,18384,7000,0.964285714285714,1,0.1
28,18365,7000,0.964285714285714,1,0.1
29,18632,7000,0.964285714285714,1,0.1
30,20724,7000,0.964285714285714,1,0.1
31,20832,7000,0.964285714285714,1,0.1
32,19604,7000,0.964285714285714,1,0.1
33,19702,7000,0.964285714285714,1,0.1
34,21094,7000,0.964285714285714,1,0.1
