"t","n","trial","p0","h2","var.z"
61,19685,15007,0.964285714285714,1,0.25
62,20758,15007,0.964285714285714,1,0.25
63,17485,15007,0.964285714285714,1,0.25
64,20268,15007,0.964285714285714,1,0.25
65,22616,15007,0.964285714285714,1,0.25
66,21099,15007,0.964285714285714,1,0.25
67,21409,15007,0.964285714285714,1,0.25
68,19906,15007,0.964285714285714,1,0.25
69,20531,15007,0.964285714285714,1,0.25
70,20894,15007,0.964285714285714,1,0.25
71,19011,15007,0.964285714285714,1,0.25
72,19416,15007,0.964285714285714,1,0.25
73,19167,15007,0.964285714285714,1,0.25
74,18635,15007,0.964285714285714,1,0.25
75,20196,15007,0.964285714285714,1,0.25
76,19253,15007,0.964285714285714,1,0.25
77,20121,15007,0.964285714285714,1,0.25
78,19657,15007,0.964285714285714,1,0.25
79,20425,15007,0.964285714285714,1,0.25
80,21097,15007,0.964285714285714,1,0.25
81,21549,15007,0.964285714285714,1,0.25
82,18241,15007,0.964285714285714,1,0.25
83,19453,15007,0.964285714285714,1,0.25
84,17657,15007,0.964285714285714,1,0.25
85,19774,15007,0.964285714285714,1,0.25
86,18647,15007,0.964285714285714,1,0.25
87,19732,15007,0.964285714285714,1,0.25
88,20148,15007,0.964285714285714,1,0.25
89,19406,15007,0.964285714285714,1,0.25
90,19882,15007,0.964285714285714,1,0.25
91,19059,15007,0.964285714285714,1,0.25
92,20105,15007,0.964285714285714,1,0.25
93,19744,15007,0.964285714285714,1,0.25
94,20766,15007,0.964285714285714,1,0.25
95,19189,15007,0.964285714285714,1,0.25
96,18966,15007,0.964285714285714,1,0.25
97,18772,15007,0.964285714285714,1,0.25
98,18837,15007,0.964285714285714,1,0.25
99,20663,15007,0.964285714285714,1,0.25
100,20919,15007,0.964285714285714,1,0.25
0,20000,15008,0.964285714285714,1,0.25
1,3828,15008,0.964285714285714,1,0.25
2,3485,15008,0.964285714285714,1,0.25
3,4362,15008,0.964285714285714,1,0.25
4,7047,15008,0.964285714285714,1,0.25
5,10173,15008,0.964285714285714,1,0.25
6,13876,15008,0.964285714285714,1,0.25
7,16481,15008,0.964285714285714,1,0.25
8,18385,15008,0.964285714285714,1,0.25
9,20371,15008,0.964285714285714,1,0.25
10,19324,15008,0.964285714285714,1,0.25
11,17917,15008,0.964285714285714,1,0.25
12,20019,15008,0.964285714285714,1,0.25
13,20604,15008,0.964285714285714,1,0.25
14,18656,15008,0.964285714285714,1,0.25
15,19678,15008,0.964285714285714,1,0.25
16,18711,15008,0.964285714285714,1,0.25
17,19436,15008,0.964285714285714,1,0.25
18,20694,15008,0.964285714285714,1,0.25
19,20779,15008,0.964285714285714,1,0.25
20,20864,15008,0.964285714285714,1,0.25
21,18847,15008,0.964285714285714,1,0.25
22,20388,15008,0.964285714285714,1,0.25
23,19925,15008,0.964285714285714,1,0.25
24,20273,15008,0.964285714285714,1,0.25
25,20167,15008,0.964285714285714,1,0.25
26,20389,15008,0.964285714285714,1,0.25
27,20549,15008,0.964285714285714,1,0.25
28,18752,15008,0.964285714285714,1,0.25
29,20161,15008,0.964285714285714,1,0.25
30,20156,15008,0.964285714285714,1,0.25
31,20350,15008,0.964285714285714,1,0.25
32,20609,15008,0.964285714285714,1,0.25
33,18983,15008,0.964285714285714,1,0.25
34,21402,15008,0.964285714285714,1,0.25
35,18695,15008,0.964285714285714,1,0.25
36,19409,15008,0.964285714285714,1,0.25
37,19937,15008,0.964285714285714,1,0.25
38,21516,15008,0.964285714285714,1,0.25
39,22441,15008,0.964285714285714,1,0.25
40,19434,15008,0.964285714285714,1,0.25
41,18518,15008,0.964285714285714,1,0.25
42,21671,15008,0.964285714285714,1,0.25
43,19998,15008,0.964285714285714,1,0.25
44,18369,15008,0.964285714285714,1,0.25
45,18995,15008,0.964285714285714,1,0.25
46,21317,15008,0.964285714285714,1,0.25
47,18579,15008,0.964285714285714,1,0.25
48,21990,15008,0.964285714285714,1,0.25
49,21690,15008,0.964285714285714,1,0.25
50,19866,15008,0.964285714285714,1,0.25
51,20686,15008,0.964285714285714,1,0.25
52,18317,15008,0.964285714285714,1,0.25
53,19250,15008,0.964285714285714,1,0.25
54,22004,15008,0.964285714285714,1,0.25
55,21016,15008,0.964285714285714,1,0.25
56,20993,15008,0.964285714285714,1,0.25
57,19602,15008,0.964285714285714,1,0.25
58,20072,15008,0.964285714285714,1,0.25
59,19685,15008,0.964285714285714,1,0.25
60,19262,15008,0.964285714285714,1,0.25
61,19761,15008,0.964285714285714,1,0.25
62,19657,15008,0.964285714285714,1,0.25
63,19731,15008,0.964285714285714,1,0.25
64,21260,15008,0.964285714285714,1,0.25
65,18857,15008,0.964285714285714,1,0.25
66,21073,15008,0.964285714285714,1,0.25
67,19832,15008,0.964285714285714,1,0.25
68,19683,15008,0.964285714285714,1,0.25
69,19867,15008,0.964285714285714,1,0.25
70,20207,15008,0.964285714285714,1,0.25
71,20433,15008,0.964285714285714,1,0.25
72,19978,15008,0.964285714285714,1,0.25
73,19595,15008,0.964285714285714,1,0.25
74,19598,15008,0.964285714285714,1,0.25
75,18719,15008,0.964285714285714,1,0.25
76,19070,15008,0.964285714285714,1,0.25
77,20391,15008,0.964285714285714,1,0.25
78,18499,15008,0.964285714285714,1,0.25
79,19823,15008,0.964285714285714,1,0.25
80,20009,15008,0.964285714285714,1,0.25
81,21020,15008,0.964285714285714,1,0.25
82,21392,15008,0.964285714285714,1,0.25
83,20779,15008,0.964285714285714,1,0.25
84,19305,15008,0.964285714285714,1,0.25
85,21707,15008,0.964285714285714,1,0.25
86,17492,15008,0.964285714285714,1,0.25
87,20112,15008,0.964285714285714,1,0.25
88,20238,15008,0.964285714285714,1,0.25
89,22715,15008,0.964285714285714,1,0.25
90,19286,15008,0.964285714285714,1,0.25
91,21098,15008,0.964285714285714,1,0.25
92,21233,15008,0.964285714285714,1,0.25
93,19761,15008,0.964285714285714,1,0.25
94,20879,15008,0.964285714285714,1,0.25
95,20164,15008,0.964285714285714,1,0.25
96,20085,15008,0.964285714285714,1,0.25
97,19795,15008,0.964285714285714,1,0.25
98,18491,15008,0.964285714285714,1,0.25
99,22154,15008,0.964285714285714,1,0.25
100,20366,15008,0.964285714285714,1,0.25
0,20000,15009,0.964285714285714,1,0.25
1,4096,15009,0.964285714285714,1,0.25
2,2904,15009,0.964285714285714,1,0.25
3,3171,15009,0.964285714285714,1,0.25
4,4824,15009,0.964285714285714,1,0.25
5,8219,15009,0.964285714285714,1,0.25
6,13984,15009,0.964285714285714,1,0.25
7,16607,15009,0.964285714285714,1,0.25
8,18974,15009,0.964285714285714,1,0.25
9,18911,15009,0.964285714285714,1,0.25
10,19758,15009,0.964285714285714,1,0.25
11,17780,15009,0.964285714285714,1,0.25
12,19523,15009,0.964285714285714,1,0.25
13,19307,15009,0.964285714285714,1,0.25
14,20047,15009,0.964285714285714,1,0.25
15,19277,15009,0.964285714285714,1,0.25
16,21050,15009,0.964285714285714,1,0.25
17,21321,15009,0.964285714285714,1,0.25
18,19335,15009,0.964285714285714,1,0.25
19,20193,15009,0.964285714285714,1,0.25
20,22596,15009,0.964285714285714,1,0.25
21,23197,15009,0.964285714285714,1,0.25
22,20078,15009,0.964285714285714,1,0.25
23,20906,15009,0.964285714285714,1,0.25
24,21047,15009,0.964285714285714,1,0.25
25,19759,15009,0.964285714285714,1,0.25
26,20123,15009,0.964285714285714,1,0.25
27,19366,15009,0.964285714285714,1,0.25
28,19246,15009,0.964285714285714,1,0.25
29,19772,15009,0.964285714285714,1,0.25
30,18919,15009,0.964285714285714,1,0.25
31,20351,15009,0.964285714285714,1,0.25
32,20091,15009,0.964285714285714,1,0.25
33,16584,15009,0.964285714285714,1,0.25
34,20416,15009,0.964285714285714,1,0.25
35,20525,15009,0.964285714285714,1,0.25
36,19562,15009,0.964285714285714,1,0.25
37,19929,15009,0.964285714285714,1,0.25
38,20776,15009,0.964285714285714,1,0.25
39,19233,15009,0.964285714285714,1,0.25
40,20220,15009,0.964285714285714,1,0.25
41,17708,15009,0.964285714285714,1,0.25
42,21212,15009,0.964285714285714,1,0.25
43,21316,15009,0.964285714285714,1,0.25
44,18570,15009,0.964285714285714,1,0.25
45,21778,15009,0.964285714285714,1,0.25
46,19621,15009,0.964285714285714,1,0.25
47,20094,15009,0.964285714285714,1,0.25
48,20470,15009,0.964285714285714,1,0.25
49,18228,15009,0.964285714285714,1,0.25
50,19705,15009,0.964285714285714,1,0.25
51,20948,15009,0.964285714285714,1,0.25
52,20122,15009,0.964285714285714,1,0.25
53,20379,15009,0.964285714285714,1,0.25
54,18260,15009,0.964285714285714,1,0.25
55,19369,15009,0.964285714285714,1,0.25
56,19187,15009,0.964285714285714,1,0.25
57,18635,15009,0.964285714285714,1,0.25
58,19464,15009,0.964285714285714,1,0.25
59,20356,15009,0.964285714285714,1,0.25
60,19160,15009,0.964285714285714,1,0.25
61,19861,15009,0.964285714285714,1,0.25
62,21330,15009,0.964285714285714,1,0.25
63,20189,15009,0.964285714285714,1,0.25
64,20610,15009,0.964285714285714,1,0.25
65,19580,15009,0.964285714285714,1,0.25
66,19922,15009,0.964285714285714,1,0.25
67,19637,15009,0.964285714285714,1,0.25
68,20019,15009,0.964285714285714,1,0.25
69,20722,15009,0.964285714285714,1,0.25
70,20934,15009,0.964285714285714,1,0.25
71,21038,15009,0.964285714285714,1,0.25
72,17658,15009,0.964285714285714,1,0.25
73,18730,15009,0.964285714285714,1,0.25
74,21779,15009,0.964285714285714,1,0.25
75,21313,15009,0.964285714285714,1,0.25
76,19291,15009,0.964285714285714,1,0.25
77,20573,15009,0.964285714285714,1,0.25
78,19314,15009,0.964285714285714,1,0.25
79,21049,15009,0.964285714285714,1,0.25
80,18331,15009,0.964285714285714,1,0.25
81,17921,15009,0.964285714285714,1,0.25
82,18209,15009,0.964285714285714,1,0.25
83,19945,15009,0.964285714285714,1,0.25
84,19345,15009,0.964285714285714,1,0.25
85,19785,15009,0.964285714285714,1,0.25
86,18520,15009,0.964285714285714,1,0.25
87,19400,15009,0.964285714285714,1,0.25
88,17657,15009,0.964285714285714,1,0.25
89,20637,15009,0.964285714285714,1,0.25
90,19426,15009,0.964285714285714,1,0.25
91,21688,15009,0.964285714285714,1,0.25
92,18922,15009,0.964285714285714,1,0.25
93,18424,15009,0.964285714285714,1,0.25
94,20378,15009,0.964285714285714,1,0.25
95,19633,15009,0.964285714285714,1,0.25
96,18847,15009,0.964285714285714,1,0.25
97,18334,15009,0.964285714285714,1,0.25
98,20522,15009,0.964285714285714,1,0.25
99,19693,15009,0.964285714285714,1,0.25
100,17959,15009,0.964285714285714,1,0.25
0,20000,15010,0.964285714285714,1,0.25
1,4041,15010,0.964285714285714,1,0.25
2,3323,15010,0.964285714285714,1,0.25
3,3648,15010,0.964285714285714,1,0.25
4,5133,15010,0.964285714285714,1,0.25
5,8368,15010,0.964285714285714,1,0.25
6,10722,15010,0.964285714285714,1,0.25
7,14093,15010,0.964285714285714,1,0.25
8,17963,15010,0.964285714285714,1,0.25
9,18174,15010,0.964285714285714,1,0.25
10,19549,15010,0.964285714285714,1,0.25
11,21527,15010,0.964285714285714,1,0.25
12,17603,15010,0.964285714285714,1,0.25
13,21039,15010,0.964285714285714,1,0.25
14,18833,15010,0.964285714285714,1,0.25
15,19858,15010,0.964285714285714,1,0.25
16,21362,15010,0.964285714285714,1,0.25
17,20956,15010,0.964285714285714,1,0.25
18,19636,15010,0.964285714285714,1,0.25
19,19481,15010,0.964285714285714,1,0.25
20,20838,15010,0.964285714285714,1,0.25
21,20420,15010,0.964285714285714,1,0.25
22,20151,15010,0.964285714285714,1,0.25
23,18947,15010,0.964285714285714,1,0.25
24,20423,15010,0.964285714285714,1,0.25
25,20478,15010,0.964285714285714,1,0.25
26,21820,15010,0.964285714285714,1,0.25
27,18671,15010,0.964285714285714,1,0.25
28,18154,15010,0.964285714285714,1,0.25
29,18766,15010,0.964285714285714,1,0.25
30,21757,15010,0.964285714285714,1,0.25
31,18515,15010,0.964285714285714,1,0.25
32,21090,15010,0.964285714285714,1,0.25
33,22178,15010,0.964285714285714,1,0.25
34,19634,15010,0.964285714285714,1,0.25
35,21143,15010,0.964285714285714,1,0.25
36,19947,15010,0.964285714285714,1,0.25
37,20324,15010,0.964285714285714,1,0.25
38,21093,15010,0.964285714285714,1,0.25
39,19046,15010,0.964285714285714,1,0.25
40,20570,15010,0.964285714285714,1,0.25
41,19808,15010,0.964285714285714,1,0.25
42,19263,15010,0.964285714285714,1,0.25
43,20576,15010,0.964285714285714,1,0.25
44,18861,15010,0.964285714285714,1,0.25
45,19435,15010,0.964285714285714,1,0.25
46,19792,15010,0.964285714285714,1,0.25
47,21224,15010,0.964285714285714,1,0.25
48,19766,15010,0.964285714285714,1,0.25
49,20315,15010,0.964285714285714,1,0.25
50,19746,15010,0.964285714285714,1,0.25
51,19194,15010,0.964285714285714,1,0.25
52,18553,15010,0.964285714285714,1,0.25
53,20065,15010,0.964285714285714,1,0.25
54,19266,15010,0.964285714285714,1,0.25
55,19742,15010,0.964285714285714,1,0.25
56,20020,15010,0.964285714285714,1,0.25
57,20410,15010,0.964285714285714,1,0.25
58,19824,15010,0.964285714285714,1,0.25
59,20016,15010,0.964285714285714,1,0.25
60,21734,15010,0.964285714285714,1,0.25
61,21213,15010,0.964285714285714,1,0.25
62,20604,15010,0.964285714285714,1,0.25
63,18692,15010,0.964285714285714,1,0.25
64,21118,15010,0.964285714285714,1,0.25
65,21319,15010,0.964285714285714,1,0.25
66,18837,15010,0.964285714285714,1,0.25
67,19651,15010,0.964285714285714,1,0.25
68,20045,15010,0.964285714285714,1,0.25
69,18607,15010,0.964285714285714,1,0.25
70,18443,15010,0.964285714285714,1,0.25
71,18520,15010,0.964285714285714,1,0.25
72,19911,15010,0.964285714285714,1,0.25
73,17453,15010,0.964285714285714,1,0.25
74,18226,15010,0.964285714285714,1,0.25
75,19820,15010,0.964285714285714,1,0.25
76,20109,15010,0.964285714285714,1,0.25
77,21382,15010,0.964285714285714,1,0.25
78,21470,15010,0.964285714285714,1,0.25
79,18616,15010,0.964285714285714,1,0.25
80,19143,15010,0.964285714285714,1,0.25
81,21137,15010,0.964285714285714,1,0.25
82,19593,15010,0.964285714285714,1,0.25
83,21337,15010,0.964285714285714,1,0.25
84,21045,15010,0.964285714285714,1,0.25
85,19648,15010,0.964285714285714,1,0.25
86,22083,15010,0.964285714285714,1,0.25
87,20851,15010,0.964285714285714,1,0.25
88,21540,15010,0.964285714285714,1,0.25
89,19420,15010,0.964285714285714,1,0.25
90,19258,15010,0.964285714285714,1,0.25
91,18243,15010,0.964285714285714,1,0.25
92,21652,15010,0.964285714285714,1,0.25
93,20523,15010,0.964285714285714,1,0.25
94,21077,15010,0.964285714285714,1,0.25
95,21315,15010,0.964285714285714,1,0.25
96,20515,15010,0.964285714285714,1,0.25
97,19924,15010,0.964285714285714,1,0.25
98,19199,15010,0.964285714285714,1,0.25
99,20469,15010,0.964285714285714,1,0.25
100,20258,15010,0.964285714285714,1,0.25
0,20000,15011,0.964285714285714,1,0.25
1,3565,15011,0.964285714285714,1,0.25
2,3226,15011,0.964285714285714,1,0.25
3,4191,15011,0.964285714285714,1,0.25
4,6359,15011,0.964285714285714,1,0.25
5,8005,15011,0.964285714285714,1,0.25
6,10632,15011,0.964285714285714,1,0.25
7,14627,15011,0.964285714285714,1,0.25
8,19091,15011,0.964285714285714,1,0.25
9,17252,15011,0.964285714285714,1,0.25
10,19006,15011,0.964285714285714,1,0.25
11,19778,15011,0.964285714285714,1,0.25
12,19414,15011,0.964285714285714,1,0.25
13,19047,15011,0.964285714285714,1,0.25
14,18083,15011,0.964285714285714,1,0.25
15,18600,15011,0.964285714285714,1,0.25
16,19764,15011,0.964285714285714,1,0.25
17,20071,15011,0.964285714285714,1,0.25
18,20006,15011,0.964285714285714,1,0.25
19,20236,15011,0.964285714285714,1,0.25
20,20635,15011,0.964285714285714,1,0.25
21,18649,15011,0.964285714285714,1,0.25
22,20618,15011,0.964285714285714,1,0.25
23,20502,15011,0.964285714285714,1,0.25
24,19862,15011,0.964285714285714,1,0.25
25,18809,15011,0.964285714285714,1,0.25
26,19989,15011,0.964285714285714,1,0.25
27,21212,15011,0.964285714285714,1,0.25
28,20131,15011,0.964285714285714,1,0.25
29,20229,15011,0.964285714285714,1,0.25
30,19769,15011,0.964285714285714,1,0.25
31,19719,15011,0.964285714285714,1,0.25
32,19379,15011,0.964285714285714,1,0.25
33,19451,15011,0.964285714285714,1,0.25
34,19917,15011,0.964285714285714,1,0.25
35,21158,15011,0.964285714285714,1,0.25
36,19820,15011,0.964285714285714,1,0.25
37,21366,15011,0.964285714285714,1,0.25
38,18061,15011,0.964285714285714,1,0.25
39,20211,15011,0.964285714285714,1,0.25
40,19352,15011,0.964285714285714,1,0.25
41,19591,15011,0.964285714285714,1,0.25
42,19393,15011,0.964285714285714,1,0.25
43,19909,15011,0.964285714285714,1,0.25
44,20500,15011,0.964285714285714,1,0.25
45,19387,15011,0.964285714285714,1,0.25
46,20303,15011,0.964285714285714,1,0.25
47,18398,15011,0.964285714285714,1,0.25
48,18081,15011,0.964285714285714,1,0.25
49,18410,15011,0.964285714285714,1,0.25
50,18882,15011,0.964285714285714,1,0.25
51,20498,15011,0.964285714285714,1,0.25
52,20523,15011,0.964285714285714,1,0.25
53,20945,15011,0.964285714285714,1,0.25
54,19754,15011,0.964285714285714,1,0.25
55,18157,15011,0.964285714285714,1,0.25
56,18447,15011,0.964285714285714,1,0.25
57,18065,15011,0.964285714285714,1,0.25
58,20584,15011,0.964285714285714,1,0.25
59,19509,15011,0.964285714285714,1,0.25
60,19517,15011,0.964285714285714,1,0.25
61,19757,15011,0.964285714285714,1,0.25
62,18805,15011,0.964285714285714,1,0.25
63,19003,15011,0.964285714285714,1,0.25
64,21120,15011,0.964285714285714,1,0.25
65,18326,15011,0.964285714285714,1,0.25
66,19842,15011,0.964285714285714,1,0.25
67,19409,15011,0.964285714285714,1,0.25
68,20759,15011,0.964285714285714,1,0.25
69,21013,15011,0.964285714285714,1,0.25
70,20256,15011,0.964285714285714,1,0.25
71,19728,15011,0.964285714285714,1,0.25
72,20754,15011,0.964285714285714,1,0.25
73,20043,15011,0.964285714285714,1,0.25
74,19866,15011,0.964285714285714,1,0.25
75,17646,15011,0.964285714285714,1,0.25
76,18799,15011,0.964285714285714,1,0.25
77,21173,15011,0.964285714285714,1,0.25
78,21040,15011,0.964285714285714,1,0.25
79,19448,15011,0.964285714285714,1,0.25
80,19912,15011,0.964285714285714,1,0.25
81,21084,15011,0.964285714285714,1,0.25
82,18900,15011,0.964285714285714,1,0.25
83,20935,15011,0.964285714285714,1,0.25
84,21277,15011,0.964285714285714,1,0.25
85,21061,15011,0.964285714285714,1,0.25
86,20799,15011,0.964285714285714,1,0.25
87,22532,15011,0.964285714285714,1,0.25
88,20743,15011,0.964285714285714,1,0.25
89,19515,15011,0.964285714285714,1,0.25
90,20330,15011,0.964285714285714,1,0.25
91,18142,15011,0.964285714285714,1,0.25
92,17139,15011,0.964285714285714,1,0.25
93,20560,15011,0.964285714285714,1,0.25
94,18869,15011,0.964285714285714,1,0.25
95,17574,15011,0.964285714285714,1,0.25
96,18407,15011,0.964285714285714,1,0.25
97,21212,15011,0.964285714285714,1,0.25
98,21099,15011,0.964285714285714,1,0.25
99,19384,15011,0.964285714285714,1,0.25
100,21217,15011,0.964285714285714,1,0.25
0,20000,15012,0.964285714285714,1,0.25
1,3697,15012,0.964285714285714,1,0.25
2,3047,15012,0.964285714285714,1,0.25
3,3942,15012,0.964285714285714,1,0.25
4,4852,15012,0.964285714285714,1,0.25
5,6448,15012,0.964285714285714,1,0.25
6,9885,15012,0.964285714285714,1,0.25
7,13365,15012,0.964285714285714,1,0.25
8,16386,15012,0.964285714285714,1,0.25
9,17631,15012,0.964285714285714,1,0.25
10,18242,15012,0.964285714285714,1,0.25
11,18579,15012,0.964285714285714,1,0.25
12,19340,15012,0.964285714285714,1,0.25
13,19483,15012,0.964285714285714,1,0.25
14,19013,15012,0.964285714285714,1,0.25
15,21406,15012,0.964285714285714,1,0.25
16,18961,15012,0.964285714285714,1,0.25
17,20949,15012,0.964285714285714,1,0.25
18,20614,15012,0.964285714285714,1,0.25
19,20056,15012,0.964285714285714,1,0.25
20,20206,15012,0.964285714285714,1,0.25
21,20871,15012,0.964285714285714,1,0.25
22,20798,15012,0.964285714285714,1,0.25
23,19581,15012,0.964285714285714,1,0.25
24,20783,15012,0.964285714285714,1,0.25
25,20794,15012,0.964285714285714,1,0.25
26,19573,15012,0.964285714285714,1,0.25
27,20093,15012,0.964285714285714,1,0.25
28,18705,15012,0.964285714285714,1,0.25
29,20299,15012,0.964285714285714,1,0.25
30,20198,15012,0.964285714285714,1,0.25
31,20610,15012,0.964285714285714,1,0.25
32,18502,15012,0.964285714285714,1,0.25
33,18897,15012,0.964285714285714,1,0.25
34,19364,15012,0.964285714285714,1,0.25
35,20560,15012,0.964285714285714,1,0.25
36,19592,15012,0.964285714285714,1,0.25
37,20744,15012,0.964285714285714,1,0.25
38,20333,15012,0.964285714285714,1,0.25
39,20795,15012,0.964285714285714,1,0.25
40,20441,15012,0.964285714285714,1,0.25
41,19387,15012,0.964285714285714,1,0.25
42,19538,15012,0.964285714285714,1,0.25
43,20557,15012,0.964285714285714,1,0.25
44,19698,15012,0.964285714285714,1,0.25
45,19426,15012,0.964285714285714,1,0.25
46,17751,15012,0.964285714285714,1,0.25
47,20239,15012,0.964285714285714,1,0.25
48,20791,15012,0.964285714285714,1,0.25
49,19810,15012,0.964285714285714,1,0.25
50,21000,15012,0.964285714285714,1,0.25
51,19908,15012,0.964285714285714,1,0.25
52,19812,15012,0.964285714285714,1,0.25
53,19827,15012,0.964285714285714,1,0.25
54,20295,15012,0.964285714285714,1,0.25
55,18523,15012,0.964285714285714,1,0.25
56,19616,15012,0.964285714285714,1,0.25
57,20096,15012,0.964285714285714,1,0.25
58,20640,15012,0.964285714285714,1,0.25
59,19683,15012,0.964285714285714,1,0.25
60,20063,15012,0.964285714285714,1,0.25
61,20117,15012,0.964285714285714,1,0.25
62,21360,15012,0.964285714285714,1,0.25
63,18329,15012,0.964285714285714,1,0.25
64,20300,15012,0.964285714285714,1,0.25
65,19262,15012,0.964285714285714,1,0.25
66,20297,15012,0.964285714285714,1,0.25
67,20734,15012,0.964285714285714,1,0.25
68,19776,15012,0.964285714285714,1,0.25
69,20815,15012,0.964285714285714,1,0.25
70,19376,15012,0.964285714285714,1,0.25
71,20561,15012,0.964285714285714,1,0.25
72,21084,15012,0.964285714285714,1,0.25
73,20097,15012,0.964285714285714,1,0.25
74,19762,15012,0.964285714285714,1,0.25
75,18824,15012,0.964285714285714,1,0.25
76,20511,15012,0.964285714285714,1,0.25
77,19242,15012,0.964285714285714,1,0.25
78,21064,15012,0.964285714285714,1,0.25
79,19546,15012,0.964285714285714,1,0.25
80,21674,15012,0.964285714285714,1,0.25
81,19684,15012,0.964285714285714,1,0.25
82,19073,15012,0.964285714285714,1,0.25
83,18425,15012,0.964285714285714,1,0.25
84,20493,15012,0.964285714285714,1,0.25
85,20712,15012,0.964285714285714,1,0.25
86,20889,15012,0.964285714285714,1,0.25
87,20551,15012,0.964285714285714,1,0.25
88,20659,15012,0.964285714285714,1,0.25
89,19301,15012,0.964285714285714,1,0.25
90,22111,15012,0.964285714285714,1,0.25
91,19281,15012,0.964285714285714,1,0.25
92,19658,15012,0.964285714285714,1,0.25
93,20206,15012,0.964285714285714,1,0.25
94,19310,15012,0.964285714285714,1,0.25
95,19174,15012,0.964285714285714,1,0.25
96,20798,15012,0.964285714285714,1,0.25
97,19769,15012,0.964285714285714,1,0.25
98,20405,15012,0.964285714285714,1,0.25
99,19644,15012,0.964285714285714,1,0.25
100,20113,15012,0.964285714285714,1,0.25
0,20000,15013,0.964285714285714,1,0.25
1,3626,15013,0.964285714285714,1,0.25
2,2762,15013,0.964285714285714,1,0.25
3,2983,15013,0.964285714285714,1,0.25
4,4371,15013,0.964285714285714,1,0.25
5,7258,15013,0.964285714285714,1,0.25
6,11518,15013,0.964285714285714,1,0.25
7,15676,15013,0.964285714285714,1,0.25
8,17872,15013,0.964285714285714,1,0.25
9,20566,15013,0.964285714285714,1,0.25
10,21257,15013,0.964285714285714,1,0.25
11,19572,15013,0.964285714285714,1,0.25
12,18867,15013,0.964285714285714,1,0.25
13,19284,15013,0.964285714285714,1,0.25
14,17981,15013,0.964285714285714,1,0.25
15,19923,15013,0.964285714285714,1,0.25
16,22072,15013,0.964285714285714,1,0.25
17,20081,15013,0.964285714285714,1,0.25
18,20242,15013,0.964285714285714,1,0.25
19,21535,15013,0.964285714285714,1,0.25
20,20612,15013,0.964285714285714,1,0.25
21,21121,15013,0.964285714285714,1,0.25
22,20288,15013,0.964285714285714,1,0.25
23,19743,15013,0.964285714285714,1,0.25
24,17720,15013,0.964285714285714,1,0.25
25,19041,15013,0.964285714285714,1,0.25
26,20500,15013,0.964285714285714,1,0.25
27,20686,15013,0.964285714285714,1,0.25
28,20678,15013,0.964285714285714,1,0.25
29,20669,15013,0.964285714285714,1,0.25
30,19633,15013,0.964285714285714,1,0.25
31,19597,15013,0.964285714285714,1,0.25
32,19196,15013,0.964285714285714,1,0.25
33,20005,15013,0.964285714285714,1,0.25
34,18511,15013,0.964285714285714,1,0.25
35,18795,15013,0.964285714285714,1,0.25
36,19574,15013,0.964285714285714,1,0.25
37,19323,15013,0.964285714285714,1,0.25
38,20646,15013,0.964285714285714,1,0.25
39,20030,15013,0.964285714285714,1,0.25
40,21455,15013,0.964285714285714,1,0.25
41,20119,15013,0.964285714285714,1,0.25
42,18670,15013,0.964285714285714,1,0.25
43,20081,15013,0.964285714285714,1,0.25
44,20350,15013,0.964285714285714,1,0.25
45,21018,15013,0.964285714285714,1,0.25
46,20496,15013,0.964285714285714,1,0.25
47,19706,15013,0.964285714285714,1,0.25
48,19280,15013,0.964285714285714,1,0.25
49,19928,15013,0.964285714285714,1,0.25
50,18776,15013,0.964285714285714,1,0.25
51,21524,15013,0.964285714285714,1,0.25
52,19896,15013,0.964285714285714,1,0.25
53,20294,15013,0.964285714285714,1,0.25
54,21571,15013,0.964285714285714,1,0.25
55,21041,15013,0.964285714285714,1,0.25
56,20820,15013,0.964285714285714,1,0.25
57,21912,15013,0.964285714285714,1,0.25
58,19149,15013,0.964285714285714,1,0.25
59,18891,15013,0.964285714285714,1,0.25
60,18396,15013,0.964285714285714,1,0.25
61,21016,15013,0.964285714285714,1,0.25
62,19361,15013,0.964285714285714,1,0.25
63,19504,15013,0.964285714285714,1,0.25
64,21898,15013,0.964285714285714,1,0.25
65,19886,15013,0.964285714285714,1,0.25
66,20185,15013,0.964285714285714,1,0.25
67,20396,15013,0.964285714285714,1,0.25
68,19963,15013,0.964285714285714,1,0.25
69,20730,15013,0.964285714285714,1,0.25
70,19921,15013,0.964285714285714,1,0.25
71,19813,15013,0.964285714285714,1,0.25
72,18243,15013,0.964285714285714,1,0.25
73,21429,15013,0.964285714285714,1,0.25
74,20422,15013,0.964285714285714,1,0.25
75,20126,15013,0.964285714285714,1,0.25
76,21483,15013,0.964285714285714,1,0.25
77,18609,15013,0.964285714285714,1,0.25
78,18292,15013,0.964285714285714,1,0.25
79,18492,15013,0.964285714285714,1,0.25
80,20767,15013,0.964285714285714,1,0.25
81,18629,15013,0.964285714285714,1,0.25
82,18809,15013,0.964285714285714,1,0.25
83,18441,15013,0.964285714285714,1,0.25
84,20599,15013,0.964285714285714,1,0.25
85,20469,15013,0.964285714285714,1,0.25
86,19441,15013,0.964285714285714,1,0.25
87,22388,15013,0.964285714285714,1,0.25
88,19260,15013,0.964285714285714,1,0.25
89,19745,15013,0.964285714285714,1,0.25
