"t","p0","var.z","h2","llbar","llvar","n","nn"
23,0.25,0.1,0.25,0,0,1,4
23,0.25,0.1,0.5,-0.0700021587250435,0.0401438914706029,8.66666666666667,9
23,0.25,0.1,1,0.0472768180852413,0.0462018476451387,34.6829268292683,574
23,0.25,0.2,0.25,-0.140654218052216,0.121209099501842,6.00117096018735,854
23,0.25,0.2,0.5,0.0386713899542419,0.01380037206362,72.5290581162325,998
23,0.25,0.2,1,0.0856945241255941,0.000626051529621983,918.642,1000
23,0.25,0.4,0.25,-0.0299963315195035,0.00243518219621349,287.454,1000
23,0.25,0.4,0.5,0.00666788659863293,0.00082256619392114,786.522,1000
23,0.25,0.4,1,0.0129889600551208,0.000392671975667813,1538.933,1000
23,0.75,0.1,0.25,0.264764450998727,0.065165258223907,662,5
23,0.75,0.1,0.5,0.202274251976063,0.145795682769763,2630.81818181818,264
23,0.75,0.1,1,0.033618030351187,0.00362928901748128,18043.7727727728,999
23,0.75,0.2,0.25,0.190049330470913,0.124514593697183,1670.04783599089,439
23,0.75,0.2,0.5,0.0351411241352224,0.00197589484144999,17541.484,1000
23,0.75,0.2,1,0.000282068200856727,0.000418499143554092,19966.696,1000
23,0.75,0.4,0.25,0.070747409680483,0.00239201100396449,15099.729,1000
23,0.75,0.4,0.5,0.00242489133425247,0.000387352082824465,19853.621,1000
23,0.75,0.4,1,-0.000352255687805702,0.000391890430072508,19987.64,1000
23,0.964285714285714,0.1,0.25,0.0981572918971593,0.0550946872094204,4599.71428571429,28
23,0.964285714285714,0.1,0.5,0.0780727762571944,0.0269664609866254,11244.1164021164,378
23,0.964285714285714,0.1,1,0.00950178332377547,0.00621248411026648,18909,967
23,0.964285714285714,0.2,0.25,0.0932843572571384,0.028013571395719,9829.72399150743,471
23,0.964285714285714,0.2,0.5,0.0116955942618177,0.00549702183902989,18598.373088685,981
23,0.964285714285714,0.2,1,0.00542576883494317,0.00495270758040352,19883.814,1000
23,0.964285714285714,0.4,0.25,0.0162300884840948,0.00511604134299964,17916.2166499498,997
23,0.964285714285714,0.4,0.5,0.000335327261446968,0.00469920481417929,19944.156,1000
23,0.964285714285714,0.4,1,-0.00168558890738019,0.00484372417650582,19998.485,1000
24,0.25,0.1,0.25,0,0,1,3
24,0.25,0.1,0.5,-0.0811764733815171,0.0378812650876968,10.375,8
24,0.25,0.1,1,0.0587845035484081,0.0405714192429704,39.8484848484849,561
24,0.25,0.2,0.25,-0.12602616241421,0.109913478100941,5.62287104622871,822
24,0.25,0.2,0.5,0.0397694318501732,0.0122947165384235,76.562124248497,998
24,0.25,0.2,1,0.0859612697368237,0.000585940306882415,1000.967,1000
24,0.25,0.4,0.25,-0.0255111476062458,0.00243268466057679,279.415,1000
24,0.25,0.4,0.5,0.00604556116392099,0.000783836456847626,792.236,1000
24,0.25,0.4,1,0.0116328796502028,0.000406907093548806,1559.231,1000
24,0.75,0.1,0.25,0.174873366070268,0.0925746490729854,1041.8,5
24,0.75,0.1,0.5,0.221919580555991,0.119127302973008,3387.5938697318,261
24,0.75,0.1,1,0.0210999068792729,0.00241494768902103,18556.2662662663,999
24,0.75,0.2,0.25,0.186346313746228,0.113338893367803,2210.31554524362,431
24,0.75,0.2,0.5,0.0251361962117179,0.00126549295665912,18107.093,1000
24,0.75,0.2,1,-7.44762036345321e-05,0.000409875011350435,19972.061,1000
24,0.75,0.4,0.25,0.0518983733611548,0.00170269538870348,16114.902,1000
24,0.75,0.4,0.5,0.00193314161298158,0.000357206738343899,19901.893,1000
24,0.75,0.4,1,-0.000844325229024948,0.000405922841450949,19980.736,1000
24,0.964285714285714,0.1,0.25,0.132616507772933,0.0461589128996755,5076.25,28
24,0.964285714285714,0.1,0.5,0.0708921446536063,0.0160894423942611,11822.1428571429,378
24,0.964285714285714,0.1,1,0.00997314088946682,0.0059577499370691,19045.0930713547,967
24,0.964285714285714,0.2,0.25,0.0795299955586227,0.0552541043863609,10475.7600849257,471
24,0.964285714285714,0.2,0.5,0.0107230139787045,0.00579113645590339,18798.1518858308,981
24,0.964285714285714,0.2,1,0.00122747677865006,0.00503629863898735,19991.327,1000
24,0.964285714285714,0.4,0.25,0.0104631729382282,0.00548702233712202,18189.0020060181,997
24,0.964285714285714,0.4,0.5,-0.0011061159767254,0.00501820349004574,19948.253,1000
24,0.964285714285714,0.4,1,0.00127772078436573,0.00457416752472059,19963.235,1000
25,0.25,0.1,0.25,0,0,1,3
25,0.25,0.1,0.5,-0.203739555472205,0.25433267467726,10.75,8
25,0.25,0.1,1,0.0686423001488369,0.0277363571824678,45.7763636363636,550
25,0.25,0.2,0.25,-0.132557276904369,0.128689387222652,5.30573248407643,785
25,0.25,0.2,0.5,0.0428938271009436,0.0130646409750784,81.1963927855711,998
25,0.25,0.2,1,0.0860368986325213,0.000527568118040345,1091.308,1000
25,0.25,0.4,0.25,-0.0261183202856786,0.00237608788714794,272.906,1000
25,0.25,0.4,0.5,0.00780210574800651,0.000742337044522115,797.357,1000
25,0.25,0.4,1,0.0134190099609099,0.000381855908612896,1577.766,1000
25,0.75,0.1,0.25,0.181784225515228,0.0399413168757881,1602,5
25,0.75,0.1,0.5,0.234184653116238,0.0379417463275894,4259.50194552529,257
25,0.75,0.1,1,0.0145643317446173,0.00139190614255761,18888.993993994,999
25,0.75,0.2,0.25,0.209255120348989,0.0545403299376791,2857.46933962264,424
25,0.75,0.2,0.5,0.0160572724954699,0.000980927152641179,18531.659,1000
25,0.75,0.2,1,0.000723118359625902,0.000427876885970562,19970.838,1000
25,0.75,0.4,0.25,0.0359533418358813,0.00121515712785178,16912.832,1000
25,0.75,0.4,0.5,0.000774096068266227,0.000397674014678886,19940.302,1000
25,0.75,0.4,1,0.000629249908268511,0.000381864791918856,19963.633,1000
25,0.964285714285714,0.1,0.25,0.0400779789191938,0.0968821002939299,5604.5,28
25,0.964285714285714,0.1,0.5,0.0650823773754761,0.0191395034922943,12417.0477453581,377
25,0.964285714285714,0.1,1,0.00875191466224013,0.00566515662970329,19205.3877973113,967
25,0.964285714285714,0.2,0.25,0.0804797455984106,0.0178986294186978,11063.6127659574,470
25,0.964285714285714,0.2,0.5,0.00930708744301688,0.00507226406712057,18982.4036697248,981
25,0.964285714285714,0.2,1,-0.00205225766464963,0.00499069692941794,20014.777,1000
25,0.964285714285714,0.4,0.25,0.0129000509910963,0.00590607354295513,18370.8806419258,997
25,0.964285714285714,0.4,0.5,0.00318337498919674,0.00475626059779265,19928.837,1000
25,0.964285714285714,0.4,1,-0.00227406050753692,0.00466119506857817,19987.444,1000
26,0.25,0.1,0.25,0,0,1,3
26,0.25,0.1,0.5,-0.0805622070114199,0.0752861335134011,13.4285714285714,7
26,0.25,0.1,1,0.074392070973639,0.0337185729832554,52.7296296296296,540
26,0.25,0.2,0.25,-0.121681193049991,0.105238967338555,5.13685636856369,738
26,0.25,0.2,0.5,0.0437995723326568,0.0123925346057459,86.0851703406814,998
26,0.25,0.2,1,0.0836923641292995,0.000470094722927063,1189.396,1000
26,0.25,0.4,0.25,-0.023233883729192,0.00269087274617561,266.15,1000
26,0.25,0.4,0.5,0.00649404347265555,0.00078951472577571,803.877,1000
26,0.25,0.4,1,0.0119958088111817,0.000404085675201066,1599.532,1000
26,0.75,0.1,0.25,0.269284120798568,0.00806771599868027,2302,5
26,0.75,0.1,0.5,0.204911278883893,0.0573283015304642,5103.96875,256
26,0.75,0.1,1,0.00943427727179727,0.000975186446009577,19133.3343343343,999
26,0.75,0.2,0.25,0.19677180128508,0.0883795531661261,3562.47505938242,421
26,0.75,0.2,0.5,0.0119921910255625,0.000770429123491131,18808.304,1000
26,0.75,0.2,1,0.00119230451371079,0.000391016069878226,19985.519,1000
26,0.75,0.4,0.25,0.0268557702061943,0.000884535752508871,17494.51,1000
26,0.75,0.4,0.5,-0.000522096217642753,0.00040561894116164,19955.823,1000
26,0.75,0.4,1,0.000843882325703614,0.000397038318968898,19976.341,1000
26,0.964285714285714,0.1,0.25,0.0845270769755793,0.0495762403007826,6024.82142857143,28
26,0.964285714285714,0.1,0.5,0.0590696423435064,0.016143380241628,12911.7480106101,377
26,0.964285714285714,0.1,1,0.00633674418936624,0.00560375279402122,19353.3143743537,967
26,0.964285714285714,0.2,0.25,0.0536270758237584,0.0455094770945746,11673.8659574468,470
26,0.964285714285714,0.2,0.5,0.00676595950942089,0.00505369067308625,19153.0356778797,981
26,0.964285714285714,0.2,1,-0.000516810249475848,0.00520383369678406,19975.723,1000
26,0.964285714285714,0.4,0.25,0.0123472559944082,0.00508030429551452,18570.703109328,997
26,0.964285714285714,0.4,0.5,-0.00250237990174061,0.00468374356111827,19991.497,1000
26,0.964285714285714,0.4,1,0.00240497884284458,0.00492181895244005,19942.482,1000
27,0.25,0.1,0.25,0,0,1,3
27,0.25,0.1,0.5,0.0320619821079093,0.00616782418012739,17.3333333333333,6
27,0.25,0.1,1,0.0739731955151011,0.0260017370564986,60.1862197392924,537
27,0.25,0.2,0.25,-0.0975234932278023,0.0955996589871606,4.9493487698987,691
27,0.25,0.2,0.5,0.051697247640368,0.0124517425353683,91.7985971943888,998
27,0.25,0.2,1,0.0848711455662574,0.000454293767988985,1293.373,1000
27,0.25,0.4,0.25,-0.0219195337880608,0.00280795453130253,260.532,1000
27,0.25,0.4,0.5,0.0088597729594092,0.00077865694498972,809.602,1000
27,0.25,0.4,1,0.0133556638808627,0.000358909323418615,1619.301,1000
27,0.75,0.1,0.25,0.220757951499851,0.0406791802599584,3106.4,5
27,0.75,0.1,0.5,0.182160371791764,0.0908962219054037,6048.90909090909,253
27,0.75,0.1,1,0.00898871369467394,0.000676602388018364,19297.5405405405,999
27,0.75,0.2,0.25,0.198810234553696,0.050295239282197,4347.9376498801,417
27,0.75,0.2,0.5,0.00924000628997117,0.000574035309880593,19021.041,1000
27,0.75,0.2,1,-0.000150804798643879,0.000426311710875434,20009.36,1000
27,0.75,0.4,0.25,0.0193399989278279,0.000670723787861199,17947.901,1000
27,0.75,0.4,0.5,0.000896971823898689,0.000406840094315553,19945.555,1000
27,0.75,0.4,1,0.00089366801114255,0.000406292084640827,19993.617,1000
27,0.964285714285714,0.1,0.25,0.0621219216666807,0.0473439350451833,6307.89285714286,28
27,0.964285714285714,0.1,0.5,0.0517943014044996,0.0163899480291771,13377.8355437666,377
27,0.964285714285714,0.1,1,0.00669314728607716,0.00565803725010825,19461.0475698035,967
27,0.964285714285714,0.2,0.25,0.0614217473738104,0.0192941910539042,12105.2025586354,469
27,0.964285714285714,0.2,0.5,0.00801692481523721,0.00548329202590632,19283.0591233435,981
27,0.964285714285714,0.2,1,-0.000595465240774232,0.00527073770611682,19965.24,1000
27,0.964285714285714,0.4,0.25,0.0105385626392548,0.00495424121191159,18781.815446339,997
27,0.964285714285714,0.4,0.5,-0.00188577976506181,0.00493354890754234,19942.062,1000
27,0.964285714285714,0.4,1,-0.00417316465834334,0.00471235732851875,19991.224,1000
28,0.25,0.1,0.25,0,0,1,2
28,0.25,0.1,0.5,0.00275488365853516,4.55363038323843e-05,20.8333333333333,6
28,0.25,0.1,1,0.0851102518229167,0.0294646288275781,69.851711026616,526
28,0.25,0.2,0.25,-0.0916952322519951,0.0891663259884818,4.89351851851852,648
28,0.25,0.2,0.5,0.0538403194217066,0.0129722007568971,98.2705410821643,998
28,0.25,0.2,1,0.0853043014024518,0.000388480255560231,1408.071,1000
28,0.25,0.4,0.25,-0.0205401080970131,0.00287064499957439,255.466,1000
28,0.25,0.4,0.5,0.0099626487311001,0.000777027297211157,817.265,1000
28,0.25,0.4,1,0.0126833063827639,0.000371611105374766,1641.397,1000
28,0.75,0.1,0.25,0.119713435560369,0.0225304249105697,3685.8,5
28,0.75,0.1,0.5,0.194981774487092,0.0254440333265688,6985.16733067729,251
28,0.75,0.1,1,0.00499444783956639,0.000510857667040556,19463.8038038038,999
28,0.75,0.2,0.25,0.189490642272545,0.0512099273113234,5172.51207729469,414
28,0.75,0.2,0.5,0.0080156343945227,0.000519314304353717,19189.189,1000
28,0.75,0.2,1,-0.00111635635928507,0.000404356226448315,20006.261,1000
28,0.75,0.4,0.25,0.0153665548547012,0.000576285656823851,18285.612,1000
28,0.75,0.4,0.5,-0.000365761756779229,0.000351631458537307,19963.185,1000
28,0.75,0.4,1,-0.0010260793053045,0.000389337860397926,20011.092,1000
28,0.964285714285714,0.1,0.25,-0.0465885326264383,0.909645474390622,6523.14285714286,28
28,0.964285714285714,0.1,0.5,0.0470875584116208,0.0120524033233448,13782.8063660477,377
28,0.964285714285714,0.1,1,0.000434075169284492,0.00509247119921636,19576.9979317477,967
28,0.964285714285714,0.2,0.25,0.0532117900488185,0.0145016520376539,12625.2089552239,469
28,0.964285714285714,0.2,0.5,0.00451463246715109,0.00574028282900942,19427.1814475025,981
28,0.964285714285714,0.2,1,0.00170032192296828,0.00499621771554123,19953.62,1000
28,0.964285714285714,0.4,0.25,0.00658581129651374,0.0056657678291094,18973.111334002,997
28,0.964285714285714,0.4,0.5,0.00290932472322464,0.00429715233783901,19903.124,1000
28,0.964285714285714,0.4,1,0.00357552368224008,0.00467849942921699,19908.929,1000
29,0.25,0.1,0.25,0,0,1,2
29,0.25,0.1,0.5,0.045873792625349,0.00631321454950058,41.3333333333333,3
29,0.25,0.1,1,0.0974370651122124,0.0163738367216954,81.4796116504854,515
29,0.25,0.2,0.25,-0.0905288842527804,0.0934965090999545,4.88429752066116,605
29,0.25,0.2,0.5,0.055200977462566,0.0116800904924907,105.563253012048,996
29,0.25,0.2,1,0.084093659152188,0.000355394416586801,1533.758,1000
29,0.25,0.4,0.25,-0.0199583492347481,0.00291229551456738,250.688,1000
29,0.25,0.4,0.5,0.00885100027625299,0.000788228664621376,825.92,1000
29,0.25,0.4,1,0.0125602119431038,0.000357914799882328,1662.747,1000
29,0.75,0.1,0.25,0.0202639189495129,0.092049363992927,4118.2,5
29,0.75,0.1,0.5,0.177240402885921,0.0394869419999237,7924.48995983936,249
29,0.75,0.1,1,0.00527114595660784,0.00048347370406252,19557.8238238238,999
29,0.75,0.2,0.25,0.18550730531038,0.0286242719572863,6019.41504854369,412
29,0.75,0.2,0.5,0.00527298527798498,0.000505654953118591,19337.206,1000
29,0.75,0.2,1,0.000563096362625188,0.000407120958321755,19983.659,1000
29,0.75,0.4,0.25,0.0116863981382503,0.000463095757223016,18560.283,1000
29,0.75,0.4,0.5,0.00147054006961424,0.000391944741700759,19955.775,1000
29,0.75,0.4,1,-0.00109848762163066,0.000408288457242975,19990.588,1000
29,0.964285714285714,0.1,0.25,0.0714472611064298,0.0352292350392706,7271.2962962963,27
29,0.964285714285714,0.1,0.5,0.0385695355476603,0.0149481664942449,14211.8090185676,377
29,0.964285714285714,0.1,1,0.00406613740505971,0.00528844864013651,19575.8190279214,967
29,0.964285714285714,0.2,0.25,0.0576232000239833,0.0162774747822203,13049.3411513859,469
29,0.964285714285714,0.2,0.5,0.00367614116279878,0.00492594128051472,19500.0519877676,981
29,0.964285714285714,0.2,1,0.00108380617960807,0.00525428863745345,19988.377,1000
29,0.964285714285714,0.4,0.25,0.0089922847324596,0.00535654553006094,19074.4312938816,997
29,0.964285714285714,0.4,0.5,-0.000596068976377388,0.00456938594986739,19960.1,1000
29,0.964285714285714,0.4,1,0.00293495193202598,0.00470665443174859,19977.465,1000
30,0.25,0.1,0.25,0,0,1,2
30,0.25,0.1,0.5,0.0705497239628251,0.0149317906536925,47.3333333333333,3
30,0.25,0.1,1,0.102035431511345,0.0151184993116559,93.7705882352941,510
30,0.25,0.2,0.25,-0.116915096434452,0.10692141292842,4.92212389380531,565
30,0.25,0.2,0.5,0.0608971138522201,0.0118072555907452,113.069277108434,996
30,0.25,0.2,1,0.0826037273370747,0.000342461275988118,1667.895,1000
30,0.25,0.4,0.25,-0.0181053546500335,0.00305776240875094,246.213,1000
30,0.25,0.4,0.5,0.00989001530235329,0.000752055615706418,833.92,1000
30,0.25,0.4,1,0.0134702365935476,0.00037257997736146,1684.336,1000
30,0.75,0.1,0.25,-0.0293902377624353,0.139197795485218,4445.8,5
30,0.75,0.1,0.5,0.150907138234898,0.0247091007233441,8811.18072289157,249
30,0.75,0.1,1,0.00341935811041206,0.000409548354066981,19660.046046046,999
30,0.75,0.2,0.25,0.162377874123402,0.0544863626351092,6851.16341463415,410
30,0.75,0.2,0.5,0.00525424388051743,0.000506462196676027,19435.528,1000
30,0.75,0.2,1,-0.00107610050472844,0.000377460921751374,19994.53,1000
30,0.75,0.4,0.25,0.00854874993947445,0.000452172322218949,18775.009,1000
30,0.75,0.4,0.5,0.000210534638927649,0.000401843080063747,19985.44,1000
30,0.75,0.4,1,0.000308849820370183,0.000414660995570572,19968.684,1000
30,0.964285714285714,0.1,0.25,0.0361377429128588,0.0178153322680582,7507.51851851852,27
30,0.964285714285714,0.1,0.5,0.0322914486198425,0.0614432037105546,14623.7931034483,377
30,0.964285714285714,0.1,1,0.00219733624134609,0.00531011680420469,19648.6980351603,967
30,0.964285714285714,0.2,0.25,0.0285988347915836,0.0375072483832935,13535.8379530917,469
30,0.964285714285714,0.2,0.5,0.00146865388503567,0.00569364452932466,19571.3506625892,981
30,0.964285714285714,0.2,1,-0.00122323617815916,0.00529494181398145,20009.183,1000
30,0.964285714285714,0.4,0.25,0.00151541501628039,0.00546903596401441,19220.7101303912,997
30,0.964285714285714,0.4,0.5,0.00131345911740142,0.00461340850451902,19949.132,1000
30,0.964285714285714,0.4,1,-0.00110642338047489,0.00464490812451256,20037.635,1000
31,0.25,0.1,0.25,0,0,1,2
31,0.25,0.1,0.5,-0.00387601266503967,4.50704225386439e-05,58.3333333333333,3
31,0.25,0.1,1,0.0931670748268169,0.0173414987636133,108.396414342629,502
31,0.25,0.2,0.25,-0.0895833709439587,0.0845917411257672,4.81390977443609,532
31,0.25,0.2,0.5,0.056238317443725,0.0117435646723632,121.723895582329,996
31,0.25,0.2,1,0.0821822908982566,0.000312885112596178,1811.221,1000
31,0.25,0.4,0.25,-0.0170224429237141,0.00263857497401046,242.404,1000
31,0.25,0.4,0.5,0.0101662194784705,0.000719704408014483,842.376,1000
31,0.25,0.4,1,0.0135402553167593,0.000368671168166989,1707.722,1000
31,0.75,0.1,0.25,0.0614489710125387,0.0328972792999917,4737.2,5
31,0.75,0.1,0.5,0.143756800852315,0.0210805091628032,9698.61693548387,248
31,0.75,0.1,1,0.00218874970781534,0.000410279602344704,19726.998998999,999
31,0.75,0.2,0.25,0.162021124561192,0.0326281510441739,7712.70443349754,406
31,0.75,0.2,0.5,0.00360101686361127,0.000477660943415543,19535.398,1000
31,0.75,0.2,1,0.000426672529053919,0.000416348385734369,19972.995,1000
31,0.75,0.4,0.25,0.00693603998622561,0.000422437932480055,18934.213,1000
31,0.75,0.4,0.5,7.86039434943167e-05,0.00036549300260864,19989.888,1000
31,0.75,0.4,1,0.00122882078319237,0.000376276083951427,19974.995,1000
31,0.964285714285714,0.1,0.25,0.0703696514341132,0.0408565945713985,7925.22222222222,27
31,0.964285714285714,0.1,0.5,0.0359747589677652,0.00943861300310199,15034.3031914894,376
31,0.964285714285714,0.1,1,0.0038752758679368,0.00510841822885161,19688.1406411582,967
31,0.964285714285714,0.2,0.25,0.0381573807286237,0.00929470497969542,13898.094017094,468
31,0.964285714285714,0.2,0.5,0.00495690642311393,0.00524544620743535,19590.2884811417,981
31,0.964285714285714,0.2,1,-0.000718079649895639,0.004831385915858,19984.748,1000
31,0.964285714285714,0.4,0.25,0.00657238446848902,0.00528163581331076,19229.7703109328,997
31,0.964285714285714,0.4,0.5,-0.000776942977792119,0.00481504250206796,19975.937,1000
31,0.964285714285714,0.4,1,-0.00190085726899347,0.00467977363379686,20013.522,1000
32,0.25,0.1,0.25,0,0,1,2
32,0.25,0.1,0.5,0.026230756191888,0.00206415771119482,57.6666666666667,3
32,0.25,0.1,1,0.0987473423153877,0.0134219439964744,124.907258064516,496
32,0.25,0.2,0.25,-0.0716825366236471,0.0837310122131033,4.98151950718686,487
32,0.25,0.2,0.5,0.0609510809626045,0.0126718205025225,131.027135678392,995
32,0.25,0.2,1,0.0813561575675638,0.000309811728589699,1965.638,1000
32,0.25,0.4,0.25,-0.0116205146096948,0.00293701231237148,238.764,1000
32,0.25,0.4,0.5,0.0109187683776038,0.00076850910694184,851.463,1000
32,0.25,0.4,1,0.0137532309603535,0.0003855855428057,1731.196,1000
32,0.75,0.1,0.25,-0.0465621945722151,0.191453894843781,4949.6,5
32,0.75,0.1,0.5,0.126552456914454,0.0175685280938013,10510.5725806452,248
32,0.75,0.1,1,0.00203995518349234,0.000384743995776118,19769.7787787788,999
32,0.75,0.2,0.25,0.150098034711889,0.0337746501797621,8548.4317617866,403
32,0.75,0.2,0.5,0.00273702008680426,0.000423261010344487,19604.503,1000
32,0.75,0.2,1,-6.37936846566483e-05,0.000389815937251384,19981.852,1000
32,0.75,0.4,0.25,0.00795773021910546,0.000409727852013925,19063.471,1000
32,0.75,0.4,0.5,0.000350641523475483,0.000394660399334762,19990.759,1000
32,0.75,0.4,1,-0.000136174891573237,0.000386883811481531,19999.625,1000
32,0.964285714285714,0.1,0.25,0.0223783711305643,0.0400226982958652,8275.44444444445,27
32,0.964285714285714,0.1,0.5,0.0298862580570464,0.00788125914828005,15396.8670212766,376
32,0.964285714285714,0.1,1,0.00617161473473369,0.00518698459217748,19761.0486039297,967
32,0.964285714285714,0.2,0.25,0.0290472984615322,0.0174618620859377,14254.5363247863,468
32,0.964285714285714,0.2,0.5,0.00322851691622679,0.00502061147078274,19679.7747196738,981
32,0.964285714285714,0.2,1,0.00128384172735706,0.0049780703592987,19969.277,1000
32,0.964285714285714,0.4,0.25,0.00657591675188363,0.00531681100569388,19341.6970912738,997
32,0.964285714285714,0.4,0.5,-0.0024537090340143,0.00469917195023842,19960.581,1000
32,0.964285714285714,0.4,1,-0.000206605862907633,0.00454831916547395,19975.487,1000
33,0.25,0.1,0.25,0,0,1,2
33,0.25,0.1,0.5,0.0374543227290148,0.00420847887326758,62.3333333333333,3
33,0.25,0.1,1,0.106169838271088,0.0120108362069782,143.979508196721,488
33,0.25,0.2,0.25,-0.0646143182214,0.0810548418505879,5.20945945945946,444
33,0.25,0.2,0.5,0.0638361284639494,0.00985851120293487,141.669014084507,994
33,0.25,0.2,1,0.0814179487297933,0.00026825944103464,2132.17,1000
33,0.25,0.4,0.25,-0.0156590566681286,0.00335916050479928,236.614,1000
33,0.25,0.4,0.5,0.00918452959532311,0.000755683507774896,861.358,1000
33,0.25,0.4,1,0.012649876505929,0.000338991722604673,1755.523,1000
33,0.75,0.1,0.25,-0.0992129723767089,0.248998603581966,5148.6,5
33,0.75,0.1,0.5,0.124265070910749,0.0175078707540582,11280.7298387097,248
33,0.75,0.1,1,0.00123275124008672,0.000397867620832745,19809.8058058058,999
33,0.75,0.2,0.25,0.142776611355462,0.0207004078813471,9330.8407960199,402
33,0.75,0.2,0.5,0.00238283267676586,0.000392092900814817,19657.526,1000
33,0.75,0.2,1,0.00116743836829485,0.000427231905602578,19980.817,1000
33,0.75,0.4,0.25,0.00547200327718489,0.000400188010940685,19214.933,1000
33,0.75,0.4,0.5,0.000545080733803674,0.000399100085373877,19997.766,1000
33,0.75,0.4,1,0.000546133579202083,0.000428714085177762,19996.831,1000
33,0.964285714285714,0.1,0.25,-0.101052179780296,0.586520093533718,8594.66666666667,27
33,0.964285714285714,0.1,0.5,0.0212312695619735,0.00757504051281726,15727.8058510638,376
33,0.964285714285714,0.1,1,-0.00663405788669916,0.00492806084132678,19881.7797311272,967
33,0.964285714285714,0.2,0.25,0.035096710691468,0.00879548267112511,14584.0277777778,468
33,0.964285714285714,0.2,0.5,0.00149911212814352,0.00493210550167384,19739.1060142712,981
33,0.964285714285714,0.2,1,-0.000305527289577116,0.00517669525277686,19996.001,1000
33,0.964285714285714,0.4,0.25,0.00175914016769514,0.00437429736510461,19456.3179538616,997
33,0.964285714285714,0.4,0.5,0.00373769526457948,0.00474422572964846,19910.776,1000
33,0.964285714285714,0.4,1,-0.00111067628795452,0.00475099637490905,19973.524,1000
34,0.25,0.1,0.25,0,0,1,2
34,0.25,0.1,0.5,0.0141865381395988,0.000603773593158878,69.6666666666667,3
34,0.25,0.1,1,0.104253812116943,0.0142906017323719,165.173553719008,484
34,0.25,0.2,0.25,-0.0389061921206412,0.0667845730064643,5.50363196125908,413
34,0.25,0.2,0.5,0.0636942232251321,0.0113402212948429,153.295065458207,993
34,0.25,0.2,1,0.0801836608767521,0.000245497589237,2312.177,1000
34,0.25,0.4,0.25,-0.0119870629524075,0.0029004012272033,233.741,1000
34,0.25,0.4,0.5,0.0113474668035481,0.000762090744152866,869.66,1000
34,0.25,0.4,1,0.0128441427690099,0.000361458056486448,1778.221,1000
34,0.75,0.1,0.25,0.165825458757235,0.0168960772315464,6883,4
34,0.75,0.1,0.5,0.102362707231668,0.0325684256756165,11993.2701612903,248
34,0.75,0.1,1,0.000388726206620278,0.000455448096421273,19834.2672672673,999
34,0.75,0.2,0.25,0.132762529940301,0.0152413452959186,10109.9426433915,401
34,0.75,0.2,0.5,0.00299693728061336,0.000396437917019256,19704.142,1000
34,0.75,0.2,1,-5.74051078881013e-05,0.000410965385726,20004.125,1000
34,0.75,0.4,0.25,0.00509960204723649,0.000415742153321614,19319.933,1000
34,0.75,0.4,0.5,-0.0014033602195262,0.000364194681493868,20008.95,1000
34,0.75,0.4,1,-0.000829164895210518,0.000382988437344348,20007.707,1000
34,0.964285714285714,0.1,0.25,0.0362240497244292,0.0183249980278652,9200.76923076923,26
34,0.964285714285714,0.1,0.5,0.0281705246049249,0.0073876405120379,15924.4494680851,376
34,0.964285714285714,0.1,1,0.00669404450535753,0.00493626238869204,19748.2802481903,967
34,0.964285714285714,0.2,0.25,0.0325247004752364,0.00892266110933763,14968.2820512821,468
34,0.964285714285714,0.2,0.5,0.00291481437621338,0.00503132441381248,19763.2262996942,981
34,0.964285714285714,0.2,1,-0.00186848347332745,0.0052153403677175,19990.352,1000
34,0.964285714285714,0.4,0.25,-0.00103532433554157,0.0048765737881814,19485.8625877633,997
34,0.964285714285714,0.4,0.5,6.89736504242227e-05,0.00490338501206775,19985.061,1000
34,0.964285714285714,0.4,1,0.00168650690789451,0.00518782031439209,19953.435,1000
35,0.25,0.1,0.25,0,0,1,2
35,0.25,0.1,0.5,0.0238196546607149,0.00170212784446715,72.6666666666667,3
35,0.25,0.1,1,0.100260041874527,0.0141048350151682,189.66875,480
35,0.25,0.2,0.25,-0.0522035786447983,0.0641221288322159,5.81865284974093,386
35,0.25,0.2,0.5,0.0700678617604913,0.00850320769858696,166.69898989899,990
35,0.25,0.2,1,0.0797723589817049,0.000239711475847482,2503.684,1000
35,0.25,0.4,0.25,-0.0107252595010166,0.00297671731011348,231.416,1000
35,0.25,0.4,0.5,0.011932921162777,0.000718789084873769,880.231,1000
35,0.25,0.4,1,0.0123528059679551,0.00036027839182382,1801.62,1000
35,0.75,0.1,0.25,0.0719689487124626,0.01542458812731,7250,4
35,0.75,0.1,0.5,0.0861558542851651,0.0180077827532138,12725.6975806452,248
35,0.75,0.1,1,0.00124849783874693,0.000453948764156539,19842.1601601602,999
35,0.75,0.2,0.25,0.117910641838665,0.0158495110380461,10840.6608478803,401
35,0.75,0.2,0.5,0.00183638513634349,0.000400505169637562,19763.034,1000
35,0.75,0.2,1,-0.000121321528069169,0.000401676214257017,20003.081,1000
35,0.75,0.4,0.25,0.00433218044547332,0.000404309073162287,19418.079,1000
35,0.75,0.4,0.5,0.000223387956466029,0.000366424563586334,19980.755,1000
35,0.75,0.4,1,0.00128918298804343,0.000383288330751491,19991.036,1000
35,0.964285714285714,0.1,0.25,0.0312334171882883,0.0195137306342528,9413.19230769231,26
